Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMN_M_R
382,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
383,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
384,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
385,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
386,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland
387,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up
388,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Forest
389,NULL,Built-up,Water,NULL,Water,NULL,Grassland
390,NULL,Built-up,Water,Non_Water,Water,NULL,Wetland
391,NULL,Built-up,Water,Non_Water,Water,NULL,Bareland
392,NULL,Built-up,Water,Non_Water,Water,NULL,Forest
393,NULL,Built-up,Water,Water,Water,NULL,Wetland
394,NULL,Built-up,Water,Water,Water,NULL,Bareland
395,NULL,Built-up,Water,Water,Water,NULL,Water
396,NULL,Built-up,Water,Water,Water,NULL,Forest
397,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
398,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
399,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
400,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
401,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
402,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Bareland
403,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
404,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Forest
405,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland
406,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland
407,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
408,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
409,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
410,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water
411,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
412,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
413,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
414,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
415,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
416,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
417,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
418,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water
419,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Forest
420,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
421,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
422,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Water
423,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Forest
424,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
425,NULL,Water,Grassland,Water,Non_Wetland,NULL,Water
426,NULL,Water,Grassland,Water,Non_Wetland,NULL,Forest
427,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
428,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water
429,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland
430,NULL,Water,Wetland,NULL,Wetland,NULL,Water
431,NULL,Water,Wetland,NULL,Wetland,NULL,Forest
432,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland
433,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water
434,NULL,Water,Wetland,Non_Water,Wetland,NULL,Forest
435,NULL,Water,Wetland,Water,Wetland,NULL,Grassland
436,NULL,Water,Wetland,Water,Wetland,NULL,Wetland
437,NULL,Water,Wetland,Water,Wetland,NULL,Water
438,NULL,Water,Wetland,Water,Wetland,NULL,Forest
439,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
440,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
441,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
442,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
443,NULL,Water,Water,NULL,Water,NULL,Grassland
444,NULL,Water,Water,NULL,Water,NULL,Water
445,NULL,Water,Water,Non_Water,Water,NULL,Grassland
446,NULL,Water,Water,Water,Water,NULL,Grassland
447,NULL,Water,Water,Water,Water,NULL,Wetland
448,NULL,Water,Water,Water,Water,NULL,Water
449,NULL,Water,Water,Water,Water,NULL,Forest
450,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland
451,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland
452,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water
453,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest
454,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
455,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water
456,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
457,NULL,Water,Forest,Water,Non_Wetland,NULL,Grassland
458,NULL,Water,Forest,Water,Non_Wetland,NULL,Wetland
459,NULL,Water,Forest,Water,Non_Wetland,NULL,Water
460,NULL,Water,Forest,Water,Non_Wetland,NULL,Forest
461,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
462,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland
463,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
464,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
465,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
466,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
467,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
468,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
469,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
470,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
471,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
472,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
473,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
474,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
475,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
476,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
477,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
478,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
479,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Forest
480,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
481,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
482,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland
483,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest
484,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest
485,NULL,Forest,Wetland,Water,Wetland,NULL,Grassland
486,NULL,Forest,Wetland,Water,Wetland,NULL,Forest
487,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
488,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
489,NULL,Forest,Water,NULL,Water,NULL,Grassland
490,NULL,Forest,Water,Water,Water,NULL,Grassland
491,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL
492,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
493,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
494,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
495,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water
496,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest
497,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
498,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
499,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
500,NULL,Forest,Forest,Water,Non_Wetland,NULL,Grassland
501,NULL,Forest,Forest,Water,Non_Wetland,NULL,Wetland
502,NULL,Forest,Forest,Water,Non_Wetland,NULL,Forest
503,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL
504,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
505,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
506,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
507,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
508,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
509,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
510,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
511,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
512,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
513,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
514,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
515,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
516,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
517,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
518,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
519,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
520,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
521,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
522,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
523,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
524,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
525,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
526,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
527,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
528,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
529,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
530,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
531,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
532,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
533,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
534,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
535,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
536,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
537,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Water
538,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
539,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
540,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
541,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
542,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
543,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
544,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
545,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
546,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
547,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
548,Grassland,NULL,Wetland,NULL,Wetland,NULL,Cropland
549,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
550,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland
551,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water
552,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest
553,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
554,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
555,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
556,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water
557,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
558,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
559,Grassland,NULL,Wetland,Water,Wetland,NULL,Cropland
560,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
561,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland
562,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
563,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest
564,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
565,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
566,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
567,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
568,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
569,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
570,Grassland,NULL,Water,NULL,Water,NULL,Grassland
571,Grassland,NULL,Water,NULL,Water,NULL,Wetland
572,Grassland,NULL,Water,NULL,Water,NULL,Water
573,Grassland,NULL,Water,NULL,Water,NULL,Forest
574,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland
575,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland
576,Grassland,NULL,Water,Non_Water,Water,NULL,Water
577,Grassland,NULL,Water,Non_Water,Water,NULL,Forest
578,Grassland,NULL,Water,Water,Water,NULL,Grassland
579,Grassland,NULL,Water,Water,Water,NULL,Cropland
580,Grassland,NULL,Water,Water,Water,NULL,Wetland
581,Grassland,NULL,Water,Water,Water,NULL,Water
582,Grassland,NULL,Water,Water,Water,NULL,Forest
583,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
584,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
585,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
586,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
587,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water
588,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
589,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
590,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
591,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
592,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
593,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
594,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
595,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water
596,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest
597,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest
598,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
599,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
600,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
602,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
603,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
604,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
605,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
606,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
607,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
608,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
609,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
610,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
611,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
612,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
613,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
614,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
615,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
616,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
617,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
618,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
619,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
620,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland
621,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland
622,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
623,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
624,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest
625,Grassland,Cropland,Water,Water,Water,NULL,Wetland
626,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
627,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
628,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
629,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water
630,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
631,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
632,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
633,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
634,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
635,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
636,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
637,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
638,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
639,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
640,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
641,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
642,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
643,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
644,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
645,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
646,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
647,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
648,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
649,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
650,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
651,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
652,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
653,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
654,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
655,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
656,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
657,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
658,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
659,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water
660,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest
661,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
662,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
663,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
664,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
665,Grassland,Wetland,Wetland,Water,Wetland,NULL,Grassland
666,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland
667,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water
668,Grassland,Wetland,Wetland,Water,Wetland,NULL,Forest
669,Grassland,Wetland,Water,NULL,Water,NULL,Grassland
670,Grassland,Wetland,Water,NULL,Water,NULL,Wetland
671,Grassland,Wetland,Water,NULL,Water,NULL,Forest
672,Grassland,Wetland,Water,Non_Water,Water,NULL,Grassland
673,Grassland,Wetland,Water,Non_Water,Water,NULL,Wetland
674,Grassland,Wetland,Water,Non_Water,Water,NULL,Forest
675,Grassland,Wetland,Water,Water,Water,NULL,Grassland
676,Grassland,Wetland,Water,Water,Water,NULL,Wetland
677,Grassland,Wetland,Water,Water,Water,NULL,Water
678,Grassland,Wetland,Water,Water,Water,NULL,Forest
679,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
680,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
681,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
682,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
683,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
684,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
685,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
686,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
687,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
688,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
689,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Water
690,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
691,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
692,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
693,Grassland,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
694,Grassland,Bareland,Wetland,Water,Wetland,NULL,Grassland
695,Grassland,Bareland,Wetland,Water,Wetland,NULL,Wetland
696,Grassland,Bareland,Wetland,Water,Wetland,NULL,Water
697,Grassland,Bareland,Water,NULL,Water,NULL,Water
698,Grassland,Bareland,Water,Non_Water,Water,NULL,Wetland
699,Grassland,Bareland,Water,Water,Water,NULL,Wetland
700,Grassland,Bareland,Water,Water,Water,NULL,Water
701,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
702,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
703,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
704,Grassland,Built-up,Grassland,Water,Non_Wetland,NULL,Wetland
705,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
706,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
707,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland
708,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
709,Grassland,Built-up,Water,NULL,Water,NULL,Forest
710,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
711,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
712,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
713,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
714,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
715,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
716,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
717,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
718,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Water
719,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
720,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Water
721,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
722,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
723,Grassland,Water,Wetland,NULL,Wetland,NULL,Water
724,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest
725,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland
726,Grassland,Water,Wetland,Water,Wetland,NULL,Wetland
727,Grassland,Water,Water,NULL,Water,NULL,Grassland
728,Grassland,Water,Water,Non_Water,Water,NULL,Forest
729,Grassland,Water,Water,Water,Water,NULL,Wetland
730,Grassland,Water,Water,Water,Water,NULL,Water
731,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
732,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
733,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
734,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
735,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
736,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
737,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
738,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
739,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
740,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
741,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
742,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
743,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
744,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
745,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
746,Grassland,Forest,Wetland,Water,Wetland,NULL,Wetland
747,Grassland,Forest,Wetland,Water,Wetland,NULL,Forest
748,Grassland,Forest,Water,NULL,Water,NULL,Forest
749,Grassland,Forest,Water,Non_Water,Water,NULL,Forest
750,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
751,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
752,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
753,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
754,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Forest
755,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
756,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
757,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
758,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
759,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
760,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
761,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
762,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
763,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
764,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
765,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
766,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
767,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
768,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
769,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
770,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
771,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
772,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
