Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNS_M_R
4511,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4512,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4513,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
4514,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4515,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4516,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4517,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4518,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4519,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4520,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4521,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4522,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
4523,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4524,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4525,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4526,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4527,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
4528,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4529,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4530,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
4531,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
4532,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
4533,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4534,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
4535,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
4536,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
4537,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
4538,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
4539,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
4540,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Bareland
4541,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4542,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
4543,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4544,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4545,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4546,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4547,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4548,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4549,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4550,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4551,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
4552,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4553,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
4554,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4555,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4556,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4557,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4558,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4559,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4560,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4561,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4562,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
4563,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
4564,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
4565,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4566,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Cropland
4567,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Bareland
4568,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
4569,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
4570,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Cropland
4571,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
4572,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4573,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
4574,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4575,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4576,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
4577,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4578,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4579,Grassland,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
4580,Grassland,Cropland,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
4581,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4582,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4583,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4584,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4585,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4586,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4587,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4588,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4589,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4590,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4591,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4592,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4593,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4594,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4595,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4596,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4597,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4598,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4599,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4600,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4601,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4602,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4603,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4604,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4605,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4606,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4607,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4608,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4609,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4610,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4611,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4612,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4613,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4614,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4615,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
4616,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4617,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4618,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4619,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4620,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4621,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4622,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4623,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4624,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4625,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4626,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4627,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4628,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4629,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4630,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
4631,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4632,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4633,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4634,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
4635,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4636,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4637,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
4638,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4639,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
4640,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4641,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4642,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4643,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4644,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4645,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4646,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4647,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4648,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4649,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Water
4650,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4651,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4652,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4653,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4654,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4655,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
4656,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4657,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4658,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4659,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4660,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4661,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
4662,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4663,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4664,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4665,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4666,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4667,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4668,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4669,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4670,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4671,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4672,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
4673,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4674,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4675,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
4676,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
4677,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
4678,Grassland,Wetland,Water,Water,Water,Water,Water,Water
4679,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4680,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4681,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4682,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4683,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
4684,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4685,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4686,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4687,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4688,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4689,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4690,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4691,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4692,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4693,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
4694,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4695,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4696,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4697,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4698,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4699,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4700,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4701,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4702,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4703,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4704,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4705,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
4706,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4707,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4708,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4709,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4710,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4711,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4712,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4713,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4714,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4715,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4716,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4717,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4718,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4719,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4720,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4721,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4722,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4723,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4724,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4725,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4726,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4727,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4728,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4729,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4730,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4731,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4732,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4733,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4734,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4735,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4736,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4737,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4738,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4739,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4740,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4741,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4742,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4743,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4744,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4745,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4746,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4747,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4748,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4749,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4750,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4751,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4752,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4753,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4754,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4755,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4756,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4757,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4758,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4759,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4760,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4761,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4762,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4763,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4764,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4765,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4766,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4767,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4768,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4769,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4770,Grassland,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
4771,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4772,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4773,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4774,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4775,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4776,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4777,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4778,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4779,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4780,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
4781,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4782,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
4783,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4784,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4785,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4786,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4787,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4788,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4789,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4790,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4791,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4792,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4793,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4794,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4795,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4796,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4797,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
4798,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4799,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4800,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4801,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4802,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4803,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
4804,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4805,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
4806,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4807,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4808,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4809,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4810,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4811,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4812,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4813,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4814,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4815,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4816,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4817,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4818,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4819,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4820,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4821,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4822,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
4823,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
