Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGH_M_R
3899,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3900,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3901,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3902,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3903,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3904,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3905,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3906,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3907,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3908,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
3909,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3910,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
3911,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3912,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
3913,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3914,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3915,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3916,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3917,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3918,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3919,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3920,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
3921,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3922,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
3923,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
3924,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3925,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Cropland
3926,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
3927,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3928,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3929,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
3930,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Shrubland,Water
3931,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
3932,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
3933,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
3934,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
3935,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
3936,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3937,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
3938,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
3939,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
3940,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3941,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
3942,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Cropland
3943,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
3944,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3945,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3946,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
3947,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
3948,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Cropland
3949,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
3950,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
3951,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3952,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
3953,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
3954,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Cropland
3955,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Bareland
3956,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
3957,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3958,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
3959,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
3960,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Cropland
3961,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
3962,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
3963,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3964,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
3965,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3966,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3967,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3968,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
3969,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
3970,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
3971,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3972,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3973,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3974,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Built-up
3975,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
3976,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Water
3977,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3978,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
3979,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
3980,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
3981,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
3982,NULL,Built-up,Built-up,Water,Non_Wetland,Forest,Water,Forest
3983,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
3984,NULL,Built-up,Water,NULL,Water,NULL,Shrubland,Grassland
3985,NULL,Built-up,Water,NULL,Water,NULL,Shrubland,Forest
3986,NULL,Built-up,Water,NULL,Water,NULL,Grassland,Bareland
3987,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Grassland
3988,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Cropland
3989,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Bareland
3990,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Grassland
3991,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Bareland
3992,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
3993,NULL,Built-up,Water,NULL,Water,NULL,Forest,Forest
3994,NULL,Built-up,Water,NULL,Water,Shrubland,NULL,Forest
3995,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Grassland
3996,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
3997,NULL,Built-up,Water,NULL,Water,Shrubland,Built-up,Forest
3998,NULL,Built-up,Water,NULL,Water,Shrubland,Water,Forest
3999,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Grassland
4000,NULL,Built-up,Water,NULL,Water,Grassland,Shrubland,Grassland
4001,NULL,Built-up,Water,NULL,Water,Grassland,Shrubland,Forest
4002,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
4003,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Grassland
4004,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Grassland
4005,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
4006,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
4007,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
4008,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Grassland
4009,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Bareland
4010,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Forest
4011,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
4012,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
4013,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Built-up
4014,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
4015,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Cropland
4016,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
4017,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
4018,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
4019,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,NULL
4020,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
4021,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Cropland
4022,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
4023,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
4024,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
4025,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Grassland
4026,NULL,Built-up,Water,NULL,Water,Built-up,Shrubland,Bareland
4027,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
4028,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Cropland
4029,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
4030,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,NULL
4031,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
4032,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Cropland
4033,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
4034,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
4035,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
4036,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
4037,NULL,Built-up,Water,NULL,Water,Forest,NULL,Forest
4038,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
4039,NULL,Built-up,Water,Water,Water,Grassland,Grassland,Grassland
4040,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Water
4041,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Forest
4042,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
4043,NULL,Built-up,Water,Water,Water,Water,Water,Water
4044,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4045,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4046,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4047,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4048,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4049,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4050,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4051,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4052,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4053,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
4054,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4055,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4056,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4057,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4058,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4059,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4060,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
4061,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
4062,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
4063,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
4064,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
4065,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
4066,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
4067,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4068,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4069,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4070,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
4071,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4072,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4073,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4074,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
4075,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4076,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4077,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4078,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4079,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4080,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4081,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4082,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4083,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4084,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4085,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
4086,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
4087,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4088,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
4089,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
4090,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4091,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4092,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
4093,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4094,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4095,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4096,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4097,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
4098,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4099,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4100,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4101,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4102,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4103,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4104,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4105,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4106,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4107,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4108,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4109,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
4110,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4111,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
4112,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
4113,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4114,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
4115,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
4116,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4117,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4118,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4119,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4120,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4121,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4122,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4123,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4124,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
4125,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4126,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4127,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4128,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4129,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4130,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4131,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4132,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4133,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
4134,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
4135,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4136,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4137,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4138,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4139,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4140,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
4141,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4142,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4143,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4144,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4145,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4146,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
4147,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4148,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4149,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
4150,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4151,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
4152,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
4153,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
4154,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
4155,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
4156,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Water
4157,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
4158,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4159,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
4160,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4161,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4162,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4163,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
4164,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4165,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
4166,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
4167,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
4168,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
4169,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
4170,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
4171,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4172,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4173,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
4174,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
4175,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4176,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
4177,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
4178,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4179,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
4180,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4181,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4182,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
4183,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4184,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
4185,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
4186,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
4187,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
4188,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4189,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
4190,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
4191,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
4192,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
4193,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
4194,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4195,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4196,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4197,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4198,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4199,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4200,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4201,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4202,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
4203,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Built-up
4204,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4205,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4206,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
4207,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4208,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
4209,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
4210,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Bareland
4211,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
4212,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
4213,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Built-up
4214,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4215,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4216,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
4217,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
4218,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4219,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4220,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4221,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4222,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4223,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
4224,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4225,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4226,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4227,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4228,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4229,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
4230,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
