Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFM_M_R
10960,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10961,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10962,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10963,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
10964,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10965,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10966,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10967,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
10968,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10969,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
10970,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
10971,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10972,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
10973,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
10974,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
10975,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10976,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10977,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10978,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
10979,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
10980,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
10981,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
10982,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
10983,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10984,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10985,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10986,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
10987,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10988,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10989,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10990,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10991,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
10992,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
10993,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10994,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10995,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10996,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
10997,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
10998,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10999,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
11000,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11001,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11002,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11003,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
11004,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
11005,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
11006,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
11007,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
11008,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11009,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11010,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11011,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11012,Wetland,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
11013,Wetland,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
11014,Wetland,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Water
11015,Wetland,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
11016,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
11017,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
11018,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
11019,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
11020,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
11021,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
11022,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
11023,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
11024,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
11025,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
11026,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
11027,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
11028,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
11029,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
11030,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
11031,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
11032,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
11033,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
11034,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
11035,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
11036,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
11037,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
11038,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
11039,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
11040,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
11041,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
11042,Wetland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
11043,Wetland,Water,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
11044,Wetland,Water,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
11045,Wetland,Water,Wetland,Water,Wetland,Shrubland,Wetland,Water
11046,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
11047,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
11048,Wetland,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
11049,Wetland,Water,Wetland,Water,Wetland,Bareland,Shrubland,Forest
11050,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
11051,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
11052,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
11053,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
11054,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
11055,Wetland,Water,Wetland,Water,Wetland,Water,Forest,Grassland
11056,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Forest
11057,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11058,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11059,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
11060,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
11061,Wetland,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
11062,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
11063,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
11064,Wetland,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11065,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Water
11066,Wetland,Water,Water,NULL,Water,Shrubland,NULL,Wetland
11067,Wetland,Water,Water,NULL,Water,Shrubland,NULL,Water
11068,Wetland,Water,Water,NULL,Water,Shrubland,NULL,Forest
11069,Wetland,Water,Water,NULL,Water,Shrubland,Shrubland,Wetland
11070,Wetland,Water,Water,NULL,Water,Shrubland,Shrubland,Water
11071,Wetland,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
11072,Wetland,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
11073,Wetland,Water,Water,NULL,Water,Shrubland,Grassland,Wetland
11074,Wetland,Water,Water,NULL,Water,Shrubland,Water,Grassland
11075,Wetland,Water,Water,NULL,Water,Shrubland,Water,Wetland
11076,Wetland,Water,Water,NULL,Water,Shrubland,Water,Water
11077,Wetland,Water,Water,NULL,Water,Shrubland,Water,Forest
11078,Wetland,Water,Water,NULL,Water,Shrubland,Forest,Wetland
11079,Wetland,Water,Water,NULL,Water,Shrubland,Forest,Water
11080,Wetland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
11081,Wetland,Water,Water,NULL,Water,Wetland,Shrubland,Water
11082,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Water
11083,Wetland,Water,Water,NULL,Water,Bareland,NULL,Grassland
11084,Wetland,Water,Water,NULL,Water,Bareland,Shrubland,Wetland
11085,Wetland,Water,Water,NULL,Water,Bareland,Shrubland,Water
11086,Wetland,Water,Water,NULL,Water,Bareland,Shrubland,Forest
11087,Wetland,Water,Water,NULL,Water,Bareland,Water,Wetland
11088,Wetland,Water,Water,NULL,Water,Bareland,Water,Water
11089,Wetland,Water,Water,NULL,Water,Bareland,Water,Forest
11090,Wetland,Water,Water,NULL,Water,Water,Shrubland,Wetland
11091,Wetland,Water,Water,NULL,Water,Water,Shrubland,Water
11092,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
11093,Wetland,Water,Water,NULL,Water,Water,Water,Water
11094,Wetland,Water,Water,NULL,Water,Water,Water,Forest
11095,Wetland,Water,Water,NULL,Water,Water,Forest,Forest
11096,Wetland,Water,Water,NULL,Water,Forest,Shrubland,Forest
11097,Wetland,Water,Water,NULL,Water,Forest,Forest,Forest
11098,Wetland,Water,Water,Non_Water,Water,NULL,Water,Wetland
11099,Wetland,Water,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
11100,Wetland,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
11101,Wetland,Water,Water,Non_Water,Water,Shrubland,Wetland,Wetland
11102,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
11103,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
11104,Wetland,Water,Water,Non_Water,Water,Shrubland,Water,Water
11105,Wetland,Water,Water,Non_Water,Water,Shrubland,Forest,Wetland
11106,Wetland,Water,Water,Non_Water,Water,Bareland,Shrubland,Wetland
11107,Wetland,Water,Water,Non_Water,Water,Bareland,Wetland,Wetland
11108,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Wetland
11109,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Water
11110,Wetland,Water,Water,Non_Water,Water,Bareland,Forest,Forest
11111,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
11112,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
11113,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
11114,Wetland,Water,Water,Non_Water,Water,Water,Forest,Wetland
11115,Wetland,Water,Water,Non_Water,Water,Forest,Shrubland,Wetland
11116,Wetland,Water,Water,Water,Water,Shrubland,NULL,Wetland
11117,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,Wetland
11118,Wetland,Water,Water,Water,Water,Shrubland,Shrubland,Water
11119,Wetland,Water,Water,Water,Water,Shrubland,Wetland,Wetland
11120,Wetland,Water,Water,Water,Water,Shrubland,Wetland,Water
11121,Wetland,Water,Water,Water,Water,Shrubland,Water,Wetland
11122,Wetland,Water,Water,Water,Water,Shrubland,Water,Water
11123,Wetland,Water,Water,Water,Water,Shrubland,Water,Forest
11124,Wetland,Water,Water,Water,Water,Shrubland,Forest,Wetland
11125,Wetland,Water,Water,Water,Water,Shrubland,Forest,Water
11126,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
11127,Wetland,Water,Water,Water,Water,Bareland,Shrubland,Wetland
11128,Wetland,Water,Water,Water,Water,Bareland,Shrubland,Water
11129,Wetland,Water,Water,Water,Water,Bareland,Shrubland,Forest
11130,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
11131,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
11132,Wetland,Water,Water,Water,Water,Bareland,Water,Water
11133,Wetland,Water,Water,Water,Water,Bareland,Water,Forest
11134,Wetland,Water,Water,Water,Water,Bareland,Forest,Water
11135,Wetland,Water,Water,Water,Water,Water,NULL,Forest
11136,Wetland,Water,Water,Water,Water,Water,Shrubland,Wetland
11137,Wetland,Water,Water,Water,Water,Water,Shrubland,Water
11138,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
11139,Wetland,Water,Water,Water,Water,Water,Wetland,Water
11140,Wetland,Water,Water,Water,Water,Water,Water,Wetland
11141,Wetland,Water,Water,Water,Water,Water,Water,Water
11142,Wetland,Water,Water,Water,Water,Water,Water,Forest
11143,Wetland,Water,Water,Water,Water,Forest,Shrubland,Forest
11144,Wetland,Water,Water,Water,Water,Forest,Water,Wetland
11145,Wetland,Water,Water,Water,Water,Forest,Water,Water
11146,Wetland,Water,Water,Water,Water,Forest,Water,Forest
11147,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11148,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11149,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11150,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11151,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11152,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11153,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11154,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11155,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
11156,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11157,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11158,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
11159,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11160,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11161,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11162,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11163,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11164,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
11165,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
11166,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11167,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11168,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
11169,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11170,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11171,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
11172,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11173,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11174,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11175,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11176,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11177,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
11178,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11179,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11180,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
11181,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11182,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
11183,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
11184,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11185,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
11186,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
11187,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11188,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11189,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
11190,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
11191,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
11192,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
11193,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
11194,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
11195,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11196,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
11197,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11198,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11199,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
11200,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
11201,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11202,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11203,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
11204,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
11205,Wetland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
11206,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
11207,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11208,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
11209,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
11210,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
11211,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
11212,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11213,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
11214,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11215,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
11216,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
11217,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
11218,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11219,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11220,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
11221,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
11222,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
11223,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
11224,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
11225,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
11226,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
11227,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Wetland
11228,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
11229,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
11230,Wetland,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
11231,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
11232,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11233,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11234,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11235,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11236,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11237,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11238,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11239,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
11240,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Water
11241,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11242,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11243,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
11244,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11245,Wetland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11246,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
11247,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11248,Wetland,Forest,NULL,Water,Non_Wetland,Bareland,Water,Wetland
11249,Wetland,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
11250,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11251,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11252,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11253,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11254,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11255,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11256,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11257,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11258,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11259,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11260,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11261,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11262,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11263,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11264,Wetland,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
11265,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
11266,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
11267,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11268,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11269,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11270,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
11271,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
11272,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
11273,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11274,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
11275,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Water
11276,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
11277,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
11278,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Wetland
11279,Wetland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
11280,Wetland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11281,Wetland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
11282,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
11283,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
11284,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
11285,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
11286,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
11287,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
11288,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
11289,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
11290,Wetland,Forest,Wetland,Water,Wetland,Shrubland,Water,Water
11291,Wetland,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
11292,Wetland,Forest,Wetland,Water,Wetland,Shrubland,Forest,Wetland
11293,Wetland,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
11294,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
11295,Wetland,Forest,Water,NULL,Water,NULL,Shrubland,Forest
11296,Wetland,Forest,Water,NULL,Water,Shrubland,NULL,Forest
11297,Wetland,Forest,Water,NULL,Water,Shrubland,Shrubland,Wetland
11298,Wetland,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
11299,Wetland,Forest,Water,NULL,Water,Shrubland,Water,Wetland
11300,Wetland,Forest,Water,NULL,Water,Shrubland,Water,Forest
11301,Wetland,Forest,Water,NULL,Water,Shrubland,Forest,Wetland
11302,Wetland,Forest,Water,NULL,Water,Shrubland,Forest,Forest
11303,Wetland,Forest,Water,NULL,Water,Bareland,NULL,Forest
11304,Wetland,Forest,Water,NULL,Water,Bareland,Shrubland,Wetland
11305,Wetland,Forest,Water,NULL,Water,Bareland,Shrubland,Forest
11306,Wetland,Forest,Water,NULL,Water,Bareland,Wetland,Wetland
11307,Wetland,Forest,Water,NULL,Water,Bareland,Water,Wetland
