Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUQ_M_R
341,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
342,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
343,NULL,Built-up,Water,NULL,Water,NULL,NULL,Wetland
344,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
345,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
346,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
347,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
348,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
349,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
350,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
351,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
352,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
353,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
354,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
355,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
356,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
357,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
358,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
359,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
360,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
361,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
362,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
363,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
365,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
366,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
367,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,NULL
368,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
370,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
371,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
372,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
373,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
374,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
375,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
377,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
378,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
379,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
380,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
381,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
382,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
383,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
384,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
385,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
386,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
387,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
388,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
389,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
390,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
391,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
392,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
393,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
394,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
395,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
396,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
397,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
398,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
399,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
400,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
401,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
402,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
403,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
404,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
405,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
406,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
407,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
408,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
409,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
410,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
412,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
413,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
414,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
415,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
416,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
417,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
418,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
419,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
420,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
421,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
422,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
423,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
424,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
426,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
428,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
429,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
430,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
431,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
432,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
433,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
434,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
435,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
436,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
437,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
438,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
439,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
440,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
441,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
442,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
443,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
444,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
445,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
446,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
447,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
448,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
449,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
450,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
451,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
452,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
453,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
454,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
455,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
456,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
457,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
458,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
459,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
460,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
461,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
462,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
463,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
464,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
465,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
466,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
467,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
468,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
469,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
470,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
472,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
473,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
474,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
475,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
476,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
477,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
478,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
479,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
480,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
482,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
483,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
484,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
485,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
486,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
487,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
488,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
490,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
491,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
492,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
493,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
494,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
495,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
496,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
497,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
498,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
499,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
500,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
501,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
502,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
503,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
504,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
505,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
507,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
508,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
509,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
510,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
511,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
512,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
513,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
515,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
516,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
517,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
518,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
519,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
520,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
521,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
522,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
523,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
524,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
525,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
526,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
527,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
528,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
529,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
530,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
531,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
532,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
533,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
534,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
535,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
536,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
537,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
538,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
539,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
540,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
541,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
542,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
543,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
544,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
545,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
546,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
547,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
548,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
549,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
550,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
551,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
552,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
553,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
554,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
555,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
556,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
557,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
558,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
559,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
560,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
561,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
562,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
563,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
564,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
565,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
566,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
567,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
568,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
569,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
570,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
571,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
572,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
573,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
574,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
575,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
576,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
577,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
578,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
579,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
580,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
581,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
582,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
583,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
584,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
585,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
586,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
587,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
588,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
590,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
591,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
592,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
593,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
594,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
595,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
596,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
597,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
598,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
599,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
600,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
601,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
602,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
603,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
604,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
605,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
606,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
607,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
608,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
609,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
610,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
611,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
612,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
619,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
620,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
621,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
622,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
623,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
624,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
625,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
626,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
628,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
630,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
631,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
632,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
633,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
634,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
635,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
636,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
638,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
639,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
640,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
641,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
642,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
643,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
644,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
645,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
646,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
647,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
648,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
649,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
650,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
651,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
652,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
653,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
654,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
655,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
656,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
658,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
659,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
660,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
661,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
662,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
663,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
664,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
665,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
666,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
667,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
668,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
669,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
670,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
671,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
672,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
673,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
674,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
675,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
676,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
677,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
678,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
679,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
680,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
681,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
682,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
683,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
684,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
685,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
686,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
688,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
689,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
