Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25LBL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25LBL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25LBL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25LBL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25LBL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25LBL_M_R
6026,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6027,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
6028,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
6029,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6030,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
6031,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6032,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
6033,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6034,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6035,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
6036,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6037,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
6038,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
6039,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland,NULL
6040,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
6041,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
6042,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Bareland
6043,Grassland,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
6044,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
6045,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
6046,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
6047,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
6048,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
6049,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
6050,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
6051,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Cropland
6052,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
6053,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
6054,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
6055,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6056,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
6057,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6058,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
6059,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6060,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
6061,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6062,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
6063,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6064,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6065,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6066,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6067,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6068,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
6069,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6070,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
6071,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
6072,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
6073,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
6074,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Wetland
6075,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Built-up
6076,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
6077,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Shrubland,Grassland
6078,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Shrubland,Forest
6079,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
6080,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
6081,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
6082,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
6083,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
6084,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
6085,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Water,Forest
6086,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
6087,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
6088,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6089,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6090,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
6091,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6092,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6093,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6094,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6095,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
6096,Grassland,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
6097,Grassland,NULL,Wetland,NULL,Wetland,Built-up,NULL,Wetland
6098,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
6099,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
6100,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
6101,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
6102,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
6103,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
6104,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
6105,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Cropland
6106,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
6107,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
6108,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
6109,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6110,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
6111,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
6112,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
6113,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
6114,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
6115,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
6116,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
6117,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
6118,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6119,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6120,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6121,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
6122,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6123,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6124,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
6125,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6126,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6127,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6128,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
6129,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
6130,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6131,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6132,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6133,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
6134,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6135,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6136,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
6137,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6138,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6139,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
6140,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
6141,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
6142,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
6143,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6144,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6145,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6146,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6147,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6148,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6149,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6150,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6151,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
6152,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
6153,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
6154,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
6155,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6156,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
6157,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
6158,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
6159,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
6160,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
6161,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6162,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
6163,Grassland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
6164,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
6165,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
6166,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
6167,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
6168,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
6169,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6170,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Forest
6171,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
6172,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
6173,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6174,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
6175,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Cropland
6176,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Wetland
6177,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
6178,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Forest
6179,Grassland,NULL,Wetland,Water,Wetland,Cropland,Shrubland,Grassland
6180,Grassland,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
6181,Grassland,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
6182,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
6183,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6184,Grassland,NULL,Wetland,Water,Wetland,Built-up,NULL,Grassland
6185,Grassland,NULL,Wetland,Water,Wetland,Built-up,Wetland,Wetland
6186,Grassland,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
6187,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
6188,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
6189,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
6190,Grassland,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
6191,Grassland,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
6192,Grassland,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
6193,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
6194,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
6195,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
6196,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
6197,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
6198,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6199,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
6200,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
6201,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
6202,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
6203,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6204,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6205,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6206,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6207,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
6208,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6209,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
6210,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
6211,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6212,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
6213,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
6214,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6215,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6216,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
6217,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
6218,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Built-up
6219,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
6220,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6221,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6222,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6223,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6224,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6225,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6226,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6227,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6228,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6229,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
6230,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Wetland
6231,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Built-up
6232,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
6233,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6234,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6235,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6236,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6237,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
6238,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6239,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Wetland
6240,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6241,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
6242,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Cropland
6243,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
6244,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6245,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
6246,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
6247,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
6248,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6249,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
6250,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
6251,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
6252,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6253,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6254,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
6255,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6256,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6257,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6258,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6259,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Forest
6260,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
6261,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
6262,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
6263,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
6264,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
6265,Grassland,NULL,Bareland,Water,Non_Wetland,Water,NULL,Cropland
6266,Grassland,NULL,Bareland,Water,Non_Wetland,Forest,NULL,Wetland
6267,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6268,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6269,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
6270,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6271,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6272,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6273,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6274,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
6275,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6276,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6277,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Cropland
6278,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
6279,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6280,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6281,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6282,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6283,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
6284,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6285,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6286,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6287,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6288,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6289,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6290,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6291,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6292,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6293,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6294,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6295,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6296,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6297,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6298,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
6299,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6300,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6301,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6302,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6303,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6304,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6305,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6306,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6307,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6308,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
6309,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6310,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6311,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
6312,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
6313,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
6314,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
6315,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
6316,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
6317,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
6318,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
6319,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
6320,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
6321,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6322,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6323,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6324,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6325,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
6326,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6327,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6328,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
6329,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
6330,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6331,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6332,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6333,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6334,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6335,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6336,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
6337,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
6338,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6339,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6340,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6341,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Wetland
6342,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Built-up
6343,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
6344,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
6345,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
6346,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
6347,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
6348,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
6349,Grassland,NULL,Water,NULL,Water,NULL,Bareland,Wetland
6350,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
6351,Grassland,NULL,Water,NULL,Water,NULL,Forest,Forest
6352,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
6353,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
6354,Grassland,NULL,Water,NULL,Water,Cropland,NULL,Grassland
6355,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
6356,Grassland,NULL,Water,NULL,Water,Forest,NULL,Forest
6357,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
