Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZU_M_R
969,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
970,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
971,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
972,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
973,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
974,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
975,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
976,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
977,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
978,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
979,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
980,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,NULL
981,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
982,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
983,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
984,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
985,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
986,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
987,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
988,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
989,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
990,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
991,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
992,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,NULL
993,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
994,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
995,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
996,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
997,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
998,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
999,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
1000,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1001,NULL,NULL,Cropland,Water,Non_Wetland,Forest,NULL,NULL
1002,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1003,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1004,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1005,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1006,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1007,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
1008,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1009,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1010,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
1011,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1012,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1013,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1014,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
1015,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
1016,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1017,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
1018,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
1019,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1020,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
1021,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
1022,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
1023,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
1024,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
1025,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
1026,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1027,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1028,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1029,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
1030,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
1031,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1032,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
1033,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Bareland
1034,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1035,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1036,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
1037,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1038,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1039,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1040,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1041,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1042,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
1043,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1044,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1045,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
1046,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,NULL
1047,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
1048,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1049,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1050,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1051,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1052,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
1053,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1054,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1055,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
1056,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1057,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
1058,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
1059,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
1060,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
1061,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1062,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1063,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1064,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1065,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1066,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1067,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1068,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1069,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1070,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1071,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1072,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Bareland
1073,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1074,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
1075,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
1076,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
1077,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
1078,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
1079,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1080,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
1081,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1082,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Bareland
1083,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
1084,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1085,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1086,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1087,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
1088,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
1089,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1090,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
1091,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
1092,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
1093,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
1094,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1095,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
1096,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1097,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1098,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
1099,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1100,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
1101,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
1102,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1103,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1104,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1105,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
1106,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1107,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1108,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1109,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1110,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1111,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
1112,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
1113,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1114,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
1115,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
1116,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
1117,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1118,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1119,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1120,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1121,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1122,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1123,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Bareland
1124,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1125,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1126,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1127,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1128,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
1129,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
1130,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1131,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1132,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1133,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
1134,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1135,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
1136,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1137,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1138,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
1139,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1140,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1141,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
1142,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1143,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1144,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1145,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
1146,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1147,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1148,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1149,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
1150,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,NULL
1151,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1152,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
1153,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1154,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1155,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1156,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1157,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1158,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1159,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
1160,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1161,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1162,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1163,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
1164,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
1165,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
1166,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
1167,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
1168,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1169,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
1170,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1171,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
1172,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1173,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1174,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1175,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1176,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
1177,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1178,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1179,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
1180,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1181,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
1182,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
1183,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1184,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1185,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1186,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1187,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
1188,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1189,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1190,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1191,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
1192,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1193,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
1194,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
1195,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
1196,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
1197,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1198,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1199,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
1200,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1201,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1202,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
1203,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1204,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1205,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1206,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1207,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1208,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1209,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1210,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Forest
1211,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1212,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1213,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1214,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
1215,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1216,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1217,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
1218,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1219,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
1220,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1221,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1222,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1223,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1224,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1225,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
1226,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
1227,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Bareland
1228,NULL,NULL,Bareland,Water,Non_Wetland,Cropland,NULL,Grassland
1229,NULL,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
1230,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1231,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1232,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1233,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1234,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1235,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1236,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1237,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1238,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1239,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1240,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1241,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1242,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1243,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1244,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1245,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1246,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1247,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1248,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1249,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1250,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1251,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1252,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1253,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1254,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1255,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1256,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1257,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1258,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1259,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1260,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1261,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
1262,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1263,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
1264,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1265,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1266,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
1267,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Wetland
1268,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
1269,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1270,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1271,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1272,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1273,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1274,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1275,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1276,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1277,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1278,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1279,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1280,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1281,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1282,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
1283,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1284,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1285,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
1286,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
1287,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
1288,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1289,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1290,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1291,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1292,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1293,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
1294,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1295,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1296,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1297,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1298,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1299,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1300,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1301,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1302,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1303,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1304,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1305,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
