Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRH_M_R
2387,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2388,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2389,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2390,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2391,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2392,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2393,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2394,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2395,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2396,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2397,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2398,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2399,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2400,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2401,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2402,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2403,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2404,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2405,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2406,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2407,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2408,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2409,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2410,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2411,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2412,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2413,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2414,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2415,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2416,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2417,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2418,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2419,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2420,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2421,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2422,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2423,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
2424,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2425,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2426,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Bareland
2427,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2428,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Wetland
2429,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2430,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2431,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2432,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2433,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2434,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2435,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2436,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2437,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2438,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2439,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2440,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2441,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2442,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2443,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2444,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2445,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2446,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2447,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2448,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
2449,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2450,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2451,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2452,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2453,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2454,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2455,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2456,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
2457,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2458,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2459,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2460,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2461,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2462,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2463,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Wetland
2464,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2465,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2466,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2467,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2468,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2469,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
2470,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
2471,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
2472,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2473,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2474,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2475,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2476,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2477,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2478,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2479,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2480,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2481,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2482,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2483,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2484,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2485,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2486,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2487,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2488,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2489,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2490,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2491,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2492,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
2493,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
2494,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
2495,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2496,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2497,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2498,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2499,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2500,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2501,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2502,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2503,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2504,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2505,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2506,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2507,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2508,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2509,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2510,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2511,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2512,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2513,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2514,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
2515,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2516,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2517,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2518,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2519,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2520,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2521,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2522,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2523,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2524,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2525,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2526,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2527,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2528,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2529,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2530,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2531,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2532,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2533,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2534,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2535,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2536,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2537,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
2538,NULL,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
2539,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2540,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2541,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2542,NULL,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2543,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2544,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2545,NULL,Water,Water,NULL,Water,Wetland,Grassland,Grassland
2546,NULL,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2547,NULL,Water,Water,NULL,Water,Bareland,Bareland,Grassland
2548,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2549,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2550,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2551,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2552,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2553,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2554,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2555,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2556,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2557,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2558,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2559,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2560,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2561,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2562,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
2563,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2564,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2565,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2566,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2567,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2568,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2569,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2570,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2571,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2572,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2573,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2574,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2575,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2576,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2577,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2578,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2579,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2580,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2581,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2582,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2583,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2584,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2585,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2586,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2587,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2588,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2589,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2590,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2591,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2592,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2593,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
2594,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2595,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2596,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2597,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2598,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2599,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2600,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2601,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2602,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2603,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2604,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2605,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2606,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2607,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2608,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2609,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2610,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2611,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2612,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2613,NULL,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2614,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2615,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2616,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2617,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2618,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
2619,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2620,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2621,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2622,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2623,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
2624,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2625,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2626,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2627,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2628,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2629,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2630,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2631,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2632,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2633,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2634,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2635,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2636,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2637,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2638,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2639,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2640,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2641,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2642,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2643,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2644,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2645,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2646,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2647,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2648,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2649,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2650,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2651,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2652,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2653,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2654,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2655,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2656,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2657,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2658,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2659,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2660,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2661,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2662,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2663,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2664,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2665,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2666,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2667,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2668,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2669,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2670,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
2671,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2672,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2673,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2674,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2675,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2676,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2677,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2678,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2679,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2680,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2681,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2682,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2683,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2684,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2685,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2686,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2687,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2688,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2689,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2690,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
2691,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2692,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2693,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2694,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2695,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2696,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2697,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2698,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2699,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2700,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2701,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2702,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2703,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2704,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2705,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2706,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2707,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2708,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2709,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
