Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLS_M_R
25,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
26,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
27,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
32,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
33,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
36,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
37,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
50,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
52,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
58,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
59,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
60,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
61,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
62,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
63,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
64,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
65,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
67,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
129,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
130,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
131,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
132,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
133,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
134,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
135,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
136,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
137,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
138,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
139,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
140,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
141,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
142,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
143,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
144,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
145,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
146,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
147,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
148,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
149,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
150,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
151,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
152,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
153,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
154,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
155,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
156,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
157,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
158,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
159,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
160,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
161,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
162,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
163,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
164,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
165,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
166,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
167,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
168,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
169,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
170,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
171,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
172,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
173,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
174,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
175,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
176,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
177,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
178,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
179,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
180,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
181,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
182,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
183,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
184,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
185,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
186,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Built-up
187,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
188,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
190,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
191,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
192,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
194,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
195,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
196,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
197,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
198,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
199,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
200,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
201,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
202,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
203,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
204,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
205,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
206,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
207,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
208,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
209,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
210,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
211,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
212,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
213,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
214,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
215,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
216,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
217,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
218,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
219,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
220,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
221,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
222,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
223,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
225,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
226,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
227,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
228,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
229,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
230,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
231,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
232,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
233,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
234,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
235,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
236,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
237,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
238,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
239,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
240,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
241,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
242,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
243,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
244,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
245,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
247,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
248,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
249,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
251,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
253,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
255,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
257,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
258,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
259,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
260,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
261,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
262,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
263,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
264,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
265,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
266,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
267,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
268,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
269,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
270,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
271,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
272,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
273,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
274,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
275,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
276,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
277,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
278,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
279,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
280,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
281,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
282,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
283,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
284,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
285,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
286,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
287,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
288,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
289,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
290,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
291,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
292,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
293,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
294,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
295,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
296,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
297,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
298,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
299,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
300,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
301,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
302,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
303,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
304,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
305,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
306,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
307,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
308,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
309,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
310,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
311,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
312,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
313,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
314,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
315,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
316,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
317,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
318,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
319,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
320,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Built-up
321,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
322,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
323,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
324,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
325,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
