Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRG_M_R
1398,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1399,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1400,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1401,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1402,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1403,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1404,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1405,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1406,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1407,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1408,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1409,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1410,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1411,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
1412,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1413,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1414,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1415,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1416,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1417,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1418,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1419,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1420,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1421,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1422,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1423,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1424,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1425,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
1426,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1427,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1428,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1429,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1430,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1431,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1432,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1433,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1434,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1435,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1436,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1437,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1438,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1439,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1440,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1441,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1442,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1443,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1444,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1445,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1446,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1447,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
1448,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
1449,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1450,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1451,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
1452,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
1453,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1454,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Forest
1455,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
1456,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1457,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1458,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1459,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
1460,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Wetland
1461,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Forest
1462,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1463,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1464,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1465,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1466,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1467,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1468,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1469,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1470,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1471,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
1472,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
1473,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1474,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
1475,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1476,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
1477,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
1478,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
1479,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1480,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1481,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1482,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1483,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1484,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1485,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1486,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1487,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1488,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1489,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1490,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1491,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1492,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1493,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1494,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1495,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1496,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1497,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1498,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1499,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1500,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1501,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1502,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1503,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1504,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1505,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1506,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1507,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1508,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1509,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1510,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1511,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1512,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1513,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1514,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1515,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1516,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1517,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1518,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
1519,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1520,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1521,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1522,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1523,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1524,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1525,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1526,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1527,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1528,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1529,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1530,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
1531,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1532,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1533,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1534,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1535,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1536,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1537,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1538,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
1539,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1540,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1541,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1542,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1543,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1544,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1545,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1546,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1547,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1548,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1549,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1550,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1551,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1552,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1553,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1554,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1555,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1556,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1557,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1558,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1559,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1560,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1561,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1562,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1564,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1566,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1567,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
1568,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1569,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1570,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1571,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1572,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1573,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1574,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1575,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1576,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1577,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1578,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1579,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1580,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1581,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1582,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1583,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1584,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1585,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1586,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1587,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1588,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1589,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1590,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1591,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1592,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1593,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1594,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1595,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1596,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
1597,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1598,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1599,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
1600,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1602,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1603,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1604,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1605,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1606,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1607,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1608,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1609,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1610,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1611,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1612,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
1614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1619,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1620,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1621,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1622,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1623,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1624,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1625,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1626,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1627,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1628,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1629,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1630,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
1631,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1632,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1633,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1634,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1635,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1636,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1637,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1638,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1639,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1640,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1641,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1642,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1643,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1644,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1645,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1646,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1647,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1648,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1649,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1650,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1651,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1652,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1653,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1654,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1655,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1656,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1657,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1658,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1659,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1660,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1661,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1662,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1663,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1664,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1665,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1666,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1667,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1668,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1669,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1670,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1671,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1672,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1673,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1674,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1675,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1676,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1677,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1678,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1679,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1680,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1681,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1682,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1683,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1684,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1685,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1686,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
1687,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1688,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1689,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1690,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
1691,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1692,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1693,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1694,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1695,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1696,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1697,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
1698,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1699,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1700,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1701,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1702,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1703,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1704,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1705,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1706,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1707,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1708,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1709,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1710,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1711,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1712,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1713,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
1714,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1715,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1716,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1717,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
