Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R
4149,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
4150,NULL,Forest,Water,Water,Water,Shrubland,Shrubland,Forest
4151,NULL,Forest,Water,Water,Water,Shrubland,Water,Forest
4152,NULL,Forest,Water,Water,Water,Bareland,Water,Forest
4153,NULL,Forest,Water,Water,Water,Water,Water,Forest
4154,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4155,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4156,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4157,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4158,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4159,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4160,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4161,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4162,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4163,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4164,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4165,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4166,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4167,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4168,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4169,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4170,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4171,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4172,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4173,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4174,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4175,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4176,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4177,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
4178,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
4179,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
4180,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
4181,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4182,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4183,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4184,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4185,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4186,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4187,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4188,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4189,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4190,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4191,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4192,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4193,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4194,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4195,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4196,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4197,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4198,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4199,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4200,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4201,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4202,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4203,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4204,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4205,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4206,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4207,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4208,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4209,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4210,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4211,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4212,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4213,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4214,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4215,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4216,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4217,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4218,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4219,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
4220,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4221,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4222,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
4223,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4224,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
4225,NULL,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
4226,NULL,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
4227,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
4228,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
4229,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4230,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4231,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4232,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4233,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4234,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
4235,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4236,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4237,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4238,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4239,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
4240,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4241,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4242,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4243,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4244,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4245,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4246,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
4247,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
4248,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4249,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
4250,NULL,Forest,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
4251,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4252,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4253,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4254,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4255,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4256,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4257,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4258,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4259,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4260,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4261,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4262,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4263,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4264,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4265,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4266,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4267,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4268,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4269,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4270,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
4271,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4272,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4273,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4274,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4275,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4276,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4277,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4278,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4279,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4280,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4281,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4282,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4283,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4284,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4285,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4286,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
4287,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4288,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4289,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4290,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4291,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4292,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4293,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4294,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4295,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4296,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4297,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4298,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4299,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4300,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4301,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4302,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4303,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4304,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4305,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4306,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4307,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4308,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4309,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
4310,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4311,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4312,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4313,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4314,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4315,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4316,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4317,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4318,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4319,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4320,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4321,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4322,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4323,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4324,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4325,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4326,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4327,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
4328,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4329,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4330,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4331,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4332,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
4333,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4334,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
4335,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4336,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4337,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4338,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4339,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
4340,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4341,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4342,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4343,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4344,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4345,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4346,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4347,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4348,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4349,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
4350,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4351,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4352,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4353,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
4354,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4355,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4356,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4357,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
4358,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4359,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Cropland
4360,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4361,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
4362,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4363,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4364,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4365,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4366,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
4367,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
4368,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
4369,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
4370,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4371,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4372,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
4373,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
4374,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4375,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Cropland
4376,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4377,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4378,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4379,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4380,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4381,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4382,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4383,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4384,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4385,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4386,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4387,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4388,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4389,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4390,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4391,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4402,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4405,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4406,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
4407,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4408,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4409,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4410,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4411,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4412,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4415,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4416,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4417,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4418,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4419,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4420,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4423,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4424,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4426,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4427,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4455,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4463,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4464,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4467,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4468,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
