Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZT_M_R
2119,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2120,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
2121,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2122,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2123,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2124,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
2125,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2126,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
2127,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Water
2128,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
2129,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2130,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
2131,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2132,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2133,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2134,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2135,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2136,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2137,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2138,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2139,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2140,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
2141,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
2142,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2143,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2144,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2145,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2146,NULL,Wetland,Water,Non_Water,Water,Grassland,Water,NULL
2147,NULL,Wetland,Water,Water,Water,Grassland,Water,Wetland
2148,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
2149,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
2150,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2151,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2152,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2153,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2154,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
2155,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
2156,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2157,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
2158,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2159,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2160,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2161,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2162,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2163,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2164,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2165,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2166,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2167,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2168,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2169,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2170,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
2171,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2172,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2173,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2174,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2175,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2176,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2177,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2178,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2179,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2180,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2181,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2182,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2183,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2184,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2185,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2186,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2187,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2188,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2189,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2190,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2191,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2192,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2193,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2194,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2195,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2196,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2197,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2198,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2199,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2200,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2201,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2202,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2203,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2204,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2205,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2206,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2207,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2208,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2209,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
2210,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
2211,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2212,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2213,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2214,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
2215,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2216,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2217,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2218,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2219,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2220,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2221,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2222,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2223,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2224,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2225,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2226,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2227,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2228,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2229,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2230,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2231,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2232,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2233,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
2234,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2235,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2236,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2237,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2238,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2239,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2240,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2241,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
2242,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2243,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2244,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2245,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2246,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2247,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2248,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2249,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2250,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2251,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2252,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2253,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2254,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2255,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
2256,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2257,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2258,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
2259,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2260,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2261,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2262,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2263,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2264,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2265,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2266,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2267,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2268,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2269,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2270,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2271,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2272,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2273,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2274,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2275,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2276,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2277,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2278,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2279,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2280,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2281,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2282,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2283,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2286,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2287,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2295,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2296,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2297,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2298,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2299,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2300,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2301,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2302,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2303,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2304,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2313,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
2314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2328,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2329,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2330,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2331,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2332,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2333,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
2339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
2360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2362,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2363,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2364,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2365,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2366,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2367,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2368,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2369,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2370,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2371,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2372,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2373,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2374,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2375,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2376,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2377,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2378,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2379,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2380,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2381,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2382,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2383,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2384,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2385,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2386,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2387,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2388,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2389,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2390,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2391,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2392,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2393,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2394,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2395,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2396,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2397,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2398,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2399,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2400,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2401,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2402,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2403,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2404,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2405,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2406,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2407,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2408,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2409,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2410,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2411,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2412,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2413,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2414,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2415,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2416,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2417,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2418,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2419,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2420,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2421,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2422,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2423,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2424,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2425,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2426,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2427,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2428,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2429,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2430,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2431,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2432,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2433,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2434,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2435,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2436,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
