Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWV_M_R
50,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
51,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
52,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
53,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
54,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
55,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
56,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
57,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
58,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
59,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
60,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
61,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
62,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
63,NULL,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
64,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
65,NULL,Wetland,Water,NULL,Water,Wetland,Water,NULL
66,NULL,Wetland,Water,NULL,Water,Water,Wetland,NULL
67,NULL,Wetland,Water,NULL,Water,Water,Water,NULL
68,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
69,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
70,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
71,NULL,Bareland,Water,NULL,Water,Water,Water,NULL
72,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
73,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
74,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
75,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
76,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
77,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
78,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
79,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
80,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
81,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
82,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
83,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
84,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
85,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
86,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
87,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
88,NULL,Water,Wetland,NULL,Wetland,Water,Water,NULL
89,NULL,Water,Wetland,NULL,Wetland,Water,Forest,NULL
90,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
91,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
92,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
93,NULL,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
94,NULL,Water,Water,NULL,Water,Grassland,Wetland,NULL
95,NULL,Water,Water,NULL,Water,Grassland,Water,NULL
96,NULL,Water,Water,NULL,Water,Wetland,Wetland,NULL
97,NULL,Water,Water,NULL,Water,Wetland,Water,NULL
98,NULL,Water,Water,NULL,Water,Water,Wetland,NULL
99,NULL,Water,Water,NULL,Water,Water,Water,NULL
100,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
101,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
102,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
103,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
104,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
105,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
106,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
107,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
108,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
109,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
110,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
111,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
112,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
113,NULL,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
114,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
115,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
116,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
117,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
118,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
119,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
120,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
121,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
122,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
123,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
124,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
125,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
126,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
127,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
128,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
129,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
130,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
131,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
132,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
133,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
134,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
135,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
136,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
137,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
138,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
139,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
140,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
141,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
142,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
143,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
144,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
145,Wetland,NULL,Water,NULL,Water,Wetland,Water,NULL
146,Wetland,NULL,Water,NULL,Water,Water,Wetland,NULL
147,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
148,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
149,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
150,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
151,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
152,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,NULL
153,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
154,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
155,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
156,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
157,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
158,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
159,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
160,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
161,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
162,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
163,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
164,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
165,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
166,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
167,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
168,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
169,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
170,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
171,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,NULL
172,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
173,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
174,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
175,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
176,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
177,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
178,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
179,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
180,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
181,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
182,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,NULL
183,Wetland,Wetland,Water,NULL,Water,NULL,Water,NULL
184,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
185,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
186,Wetland,Wetland,Water,NULL,Water,Wetland,Water,NULL
187,Wetland,Wetland,Water,NULL,Water,Water,Wetland,NULL
188,Wetland,Wetland,Water,NULL,Water,Water,Water,NULL
189,Wetland,Wetland,Water,NULL,Water,Forest,Wetland,NULL
190,Wetland,Wetland,Water,NULL,Water,Forest,Water,NULL
191,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
192,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
193,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
194,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
195,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,NULL
196,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
197,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
198,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
199,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
200,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
201,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
202,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
203,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
204,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
205,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
206,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
207,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
208,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,NULL
209,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
210,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
211,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
212,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
213,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
214,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
215,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
216,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,NULL
217,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
218,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,NULL
219,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
220,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
221,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
222,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
223,Wetland,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
224,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
225,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
226,Wetland,Water,Water,NULL,Water,Wetland,Wetland,NULL
227,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
228,Wetland,Water,Water,NULL,Water,Water,Wetland,NULL
229,Wetland,Water,Water,NULL,Water,Water,Water,NULL
230,Wetland,Water,Water,NULL,Water,Forest,Water,NULL
231,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
232,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
233,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
234,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
235,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
236,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
237,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
238,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
239,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
240,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
241,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
242,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
243,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
244,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
245,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
246,Bareland,Bareland,Water,NULL,Water,Grassland,Wetland,NULL
247,Bareland,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
248,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
249,Bareland,Water,Water,NULL,Water,Water,Wetland,NULL
250,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
251,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
252,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
253,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
254,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
255,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
256,Water,NULL,Water,NULL,Water,Wetland,Forest,NULL
257,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
258,Water,NULL,Water,NULL,Water,Water,Water,NULL
259,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
260,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
261,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
262,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
263,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
264,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,NULL
265,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
266,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
267,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
268,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
269,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
270,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
271,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
272,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
273,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
274,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
275,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
276,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
277,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
278,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
279,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
280,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
281,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
282,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
283,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
284,Water,Wetland,Water,NULL,Water,NULL,Water,NULL
285,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
286,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
287,Water,Wetland,Water,NULL,Water,Water,Wetland,NULL
288,Water,Wetland,Water,NULL,Water,Water,Water,NULL
289,Water,Wetland,Water,NULL,Water,Water,Forest,NULL
290,Water,Wetland,Water,NULL,Water,Forest,Water,NULL
291,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
292,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
293,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
294,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
295,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
296,Water,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
297,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,NULL
298,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
299,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
300,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
301,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
302,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
303,Water,Bareland,Water,NULL,Water,Grassland,Wetland,NULL
304,Water,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
305,Water,Bareland,Water,NULL,Water,Water,Wetland,NULL
306,Water,Bareland,Water,NULL,Water,Water,Water,NULL
307,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
308,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
309,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
310,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
311,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
312,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
313,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
314,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
315,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
316,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
317,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
318,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
319,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
320,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
321,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
322,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
323,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
324,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
325,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
326,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
327,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
328,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
329,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
330,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
331,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
332,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
333,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
334,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
335,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
336,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
337,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
338,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
339,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
340,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
341,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
342,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
343,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
344,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
345,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
346,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
347,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
348,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
349,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
350,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
351,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
352,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
353,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
