Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R
3199,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3200,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3201,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3202,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3203,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
3204,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3205,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
3206,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3207,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
3208,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3209,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
3210,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3211,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3212,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3213,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3214,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3215,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3216,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3217,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3218,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3219,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3220,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3221,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3222,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3223,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3224,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3225,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3226,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3227,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3228,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3229,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3230,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3231,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3232,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3233,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3234,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3235,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3236,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3237,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3238,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3239,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3240,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3241,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3242,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3243,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3244,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3245,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3246,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3247,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3248,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3249,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3250,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3251,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3252,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3253,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3254,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3255,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3256,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3257,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3258,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3259,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3260,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3261,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3262,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3263,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3264,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3265,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3266,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3267,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3268,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3269,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3270,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3271,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3272,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3273,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3274,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3275,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3276,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3277,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3278,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3279,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3280,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3281,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3282,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3283,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3284,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3285,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3286,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3287,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3288,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3289,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3290,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3291,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3292,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3293,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3294,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3295,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3296,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3297,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3298,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3299,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3300,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3301,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3302,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3303,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3304,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3305,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3306,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3307,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3308,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3309,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3310,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3311,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3312,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3313,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3314,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3315,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3316,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3317,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3318,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3319,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3320,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3321,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3322,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3323,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3324,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3325,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
3326,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3327,Grassland,Cropland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
3328,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3329,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3330,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3331,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3332,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3333,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3334,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3335,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3336,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3337,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3338,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3339,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3340,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3341,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3342,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3343,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3344,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3345,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3346,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3347,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3348,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3349,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3350,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3351,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3352,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3353,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
3354,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3355,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3356,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
3357,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3358,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3359,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
3360,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Forest
3361,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3362,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3363,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3364,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3365,Grassland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3366,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3367,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3368,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3369,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3370,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3371,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3372,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3373,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3374,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3375,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3376,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3377,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3378,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3379,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3380,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3381,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3382,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
3383,Grassland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
3384,Grassland,Cropland,Water,NULL,Water,Bareland,Water,Forest
3385,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3386,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3387,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3388,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3389,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3390,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3391,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3392,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3393,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3394,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3395,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3396,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3397,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3398,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3399,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3400,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3401,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3402,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3403,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3404,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3405,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3406,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3407,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3408,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3409,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3410,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3411,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3412,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3413,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3414,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3415,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3416,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3417,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3418,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3419,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3420,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3421,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3422,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3423,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3424,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3425,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3426,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3427,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3428,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3429,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3430,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3431,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3432,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3433,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3434,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3435,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3436,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3437,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3438,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3439,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3440,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3441,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3442,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3443,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3444,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3445,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3446,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3447,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3448,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3449,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3450,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3451,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3452,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3453,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3454,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3455,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3456,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3457,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3458,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3459,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3460,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3461,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3462,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3463,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3464,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3465,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3466,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3467,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3468,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3469,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
3470,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3471,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3472,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3473,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3474,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3475,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3476,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3477,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3478,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3479,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3480,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3481,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3482,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3483,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3484,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3485,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3486,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3487,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3488,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3489,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3490,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3491,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3492,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3493,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3494,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3495,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3496,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3497,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3498,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3499,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3500,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3501,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3502,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3503,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3504,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3505,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
3506,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3507,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3508,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3509,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
