Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPK_M_R
1716,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1717,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1718,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1719,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1720,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
1721,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1722,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1723,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
1724,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1725,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1726,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1727,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1728,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1729,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1730,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1731,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1732,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1733,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1734,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1735,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1736,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1737,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1738,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1739,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1740,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1741,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1742,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1743,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1744,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1745,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1746,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1747,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
1748,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1749,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1750,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1751,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1752,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1753,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1754,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1755,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1756,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1757,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1758,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1759,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1760,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1761,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1762,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1763,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1764,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1765,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1766,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1767,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1768,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1769,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1770,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1771,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1772,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1773,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1774,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1775,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1776,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1777,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1778,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1779,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1780,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1781,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1782,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1783,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1784,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1785,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1786,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1787,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1788,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1789,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1790,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1791,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1792,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1793,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1794,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1795,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1796,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1797,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1798,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1799,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1800,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1801,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1802,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1803,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1804,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1805,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1806,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1807,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1808,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1809,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1810,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1811,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1812,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1813,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1814,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1815,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1816,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1817,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1818,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1819,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1820,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1821,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1822,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1823,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1824,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1825,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1826,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1827,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1828,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1829,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1830,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1831,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1832,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1833,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1834,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1835,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1836,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1837,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1838,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1839,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1840,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1841,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1842,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1843,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1844,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1845,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1846,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1847,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1848,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1849,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1850,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1851,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1852,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1853,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1854,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1855,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1856,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1857,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1858,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1859,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1860,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1861,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1862,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1863,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1864,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1865,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1866,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1867,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1868,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1869,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1870,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1871,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1872,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1873,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1874,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1875,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1876,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1877,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1878,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1879,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1880,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1881,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1882,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1883,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1884,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1885,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1886,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1887,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1888,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1889,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1890,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1891,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1892,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1893,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1894,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1895,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1896,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1897,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1898,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1899,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1900,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1901,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1902,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1903,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1904,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1905,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1906,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1907,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1908,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1909,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1910,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1911,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1912,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1913,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1914,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1915,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1916,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1917,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1918,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1919,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1920,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1921,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1922,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1923,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1924,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1925,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1926,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1927,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1928,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1929,NULL,Cropland,Water,NULL,Water,Built-up,Built-up,Grassland
1930,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1931,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1932,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1933,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1934,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1935,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1936,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1937,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1938,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1939,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1940,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1941,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1942,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1943,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1944,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1945,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1946,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1947,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1948,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1949,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1950,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1951,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1952,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1953,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1954,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1955,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1956,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1957,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1958,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1959,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1960,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1961,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1962,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1963,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1964,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1965,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1966,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1967,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1968,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1969,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1970,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1971,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1972,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1973,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1974,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1975,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1976,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1977,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1978,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1979,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1980,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1981,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1982,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1983,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1984,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1985,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1986,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1987,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1988,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1989,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1990,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1991,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1992,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1993,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Water
1994,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1995,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1996,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1997,NULL,Bareland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1998,NULL,Bareland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1999,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2000,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2001,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2002,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2003,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2004,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2005,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2006,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2007,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2008,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2009,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2010,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2011,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
2012,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2013,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2014,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
2015,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2016,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2017,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2018,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2019,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2020,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2021,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2022,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2023,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2024,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2025,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2026,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2027,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
2028,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
