Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMM_M_R
341,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
342,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
343,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
344,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
345,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
346,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
347,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
348,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
349,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
350,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
351,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
352,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
353,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
354,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
355,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
356,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
357,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
359,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
360,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
361,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
362,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
363,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
364,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
365,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
366,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
367,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
368,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
369,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
370,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
373,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
374,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
375,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
376,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
377,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
378,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
379,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
380,Wetland,Water,Water,Water,Water,NULL,NULL,Water
381,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
382,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
383,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
384,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
385,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
386,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
387,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
389,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
390,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
391,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
392,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
393,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
394,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
395,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
396,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
398,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
399,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
400,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
401,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
403,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
404,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
405,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
406,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
407,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
408,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
410,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
411,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
413,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
414,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
415,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
416,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
417,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
418,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
419,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
420,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
421,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
422,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
423,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
424,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
425,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
426,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
427,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
428,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
429,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
430,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
431,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
433,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
434,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
436,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
437,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
438,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
439,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
440,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
441,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
442,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
444,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
445,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
446,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
448,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
449,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
450,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
452,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
453,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
454,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
455,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
456,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
458,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
459,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
460,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
461,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
462,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
463,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
464,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
465,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
466,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
467,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
468,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
469,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
470,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
471,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
472,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
473,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
474,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
475,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
476,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
478,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
479,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
480,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
481,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
482,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
483,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
484,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
485,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
486,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
487,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
489,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
490,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
491,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
492,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
493,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
494,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
495,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
496,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
497,Bareland,Water,Water,Water,Water,NULL,NULL,Water
498,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
499,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
500,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
501,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
502,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
503,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
504,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
505,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
506,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
507,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
508,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
510,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
512,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
513,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
514,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
515,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
516,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
517,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
518,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
519,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
520,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
521,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
522,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
523,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
524,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
525,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
526,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
527,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
528,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
529,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
530,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
532,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
533,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
534,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
535,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
537,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
538,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
539,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
540,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
541,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
542,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
543,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
544,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
545,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
547,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
548,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
549,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
550,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
551,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
552,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
553,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
554,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
556,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
557,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
558,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
559,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
560,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
561,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
562,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
563,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
564,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
565,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
566,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
567,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
568,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
570,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
571,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
572,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
573,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
574,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
575,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
577,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
578,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
579,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
580,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
581,Water,NULL,Water,NULL,Water,NULL,NULL,Water
582,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
583,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
584,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
585,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
586,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
587,Water,NULL,Water,Water,Water,NULL,NULL,Water
588,Water,NULL,Water,Water,Water,NULL,NULL,Forest
589,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
590,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
591,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
592,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
593,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
594,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
595,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
596,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
597,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
598,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
599,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
600,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
601,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
602,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
603,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
604,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
605,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
606,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
607,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
608,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
609,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
610,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
611,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
612,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
613,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
614,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
615,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
616,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
617,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
618,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
619,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
620,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
621,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
622,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
623,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
624,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
625,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
626,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
627,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
628,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
629,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
630,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
631,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
632,Water,Wetland,Water,Water,Water,NULL,NULL,Water
633,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
634,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
635,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
636,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
637,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
638,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
639,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
640,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
641,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
642,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
643,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
645,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
646,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
647,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
648,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
649,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
650,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
651,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
652,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
653,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
654,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
655,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
656,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
657,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
658,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
659,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
660,Water,Bareland,Water,Water,Water,NULL,NULL,Water
661,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
663,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
664,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
666,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
667,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
668,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
669,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
670,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
671,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
672,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
674,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
675,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
676,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
677,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
679,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
680,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
681,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
682,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
683,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
684,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
685,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
686,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
687,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
688,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
690,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
691,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
692,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
693,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
694,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
695,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
