Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQE_M_R
333,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
334,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
335,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
336,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
337,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
338,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
339,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
340,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
341,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
342,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
343,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
344,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
345,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
346,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
347,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
348,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
349,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
351,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
352,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
353,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
354,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
355,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
356,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
357,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
358,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
359,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
360,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
361,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
362,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
363,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
364,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
365,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
366,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
368,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
369,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
370,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
371,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
373,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
374,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
375,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
376,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
377,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
378,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
379,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
380,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
381,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
382,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
383,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
385,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
386,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
387,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
388,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
389,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
390,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
391,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
392,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
393,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
394,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
395,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
396,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
397,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
398,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
399,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
400,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
401,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
402,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
403,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
404,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
405,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
406,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
407,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
408,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
409,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
410,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
411,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
412,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
414,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
415,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
416,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
417,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
418,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
419,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
420,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
422,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
423,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
424,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
425,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
426,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
427,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
428,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
429,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
430,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
431,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
432,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
434,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
435,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
436,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
438,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
439,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
440,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
441,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
442,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
443,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
444,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
445,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
446,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
447,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
448,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
449,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
450,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
451,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
452,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
453,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
454,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
455,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
456,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
457,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
458,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
459,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
461,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
462,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
463,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
464,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
465,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
466,Water,NULL,Water,Water,Water,NULL,NULL,Forest
467,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
468,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
469,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
470,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
471,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
472,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
473,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
474,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
475,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
476,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
477,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
479,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
480,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
481,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
482,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
483,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
484,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
485,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
486,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
488,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
489,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
490,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
491,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
492,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
493,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
494,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
495,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
496,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
497,Water,Water,Water,NULL,Water,NULL,NULL,Water
498,Water,Water,Water,NULL,Water,NULL,NULL,Forest
499,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
500,Water,Water,Water,Water,Water,NULL,NULL,Grassland
501,Water,Water,Water,Water,Water,NULL,NULL,Wetland
502,Water,Water,Water,Water,Water,NULL,NULL,Water
503,Water,Water,Water,Water,Water,NULL,NULL,Forest
504,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
505,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
506,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
507,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
508,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
510,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
511,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
512,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
513,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
514,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
515,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
516,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
517,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
518,Water,Forest,Water,Water,Water,NULL,NULL,Forest
519,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
520,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
521,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
522,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
523,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
524,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
525,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
526,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
527,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
528,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
529,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
530,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
531,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
532,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
533,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
534,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
536,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
537,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
538,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
539,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
540,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
541,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
542,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
543,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
544,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
545,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
546,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
547,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
548,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
549,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
550,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
551,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
552,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
553,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
554,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
555,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
556,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
557,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
558,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
560,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
561,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
562,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
563,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
564,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
565,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
566,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
567,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
568,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
571,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
572,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
573,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
574,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
575,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
577,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
578,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
579,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
580,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
581,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
582,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
583,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
584,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
585,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
587,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
588,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
589,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
590,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
591,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
592,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
593,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
594,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
595,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
596,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
597,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
598,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
599,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
600,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
601,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
602,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
604,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
605,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
606,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
607,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
608,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
609,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
610,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
611,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
612,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
613,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
614,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
615,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
616,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
617,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
618,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
619,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
620,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
621,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
622,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
623,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
624,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
625,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
626,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
628,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
629,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
630,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
631,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
632,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
633,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
634,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
635,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
636,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
637,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
638,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
639,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
640,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
641,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
643,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
644,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
645,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
647,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
648,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
649,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
650,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
651,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
652,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
653,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
654,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
655,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
656,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
657,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
658,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
659,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
660,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
661,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
662,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
663,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
664,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
666,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
667,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
668,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
669,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
670,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
671,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
672,Forest,Water,Water,NULL,Water,NULL,NULL,NULL
673,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
674,Forest,Water,Water,Water,Water,NULL,NULL,Forest
675,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
676,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
677,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
