Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRV_M_R
828,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
829,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
830,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
831,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
832,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
833,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
834,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
835,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
836,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
837,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
838,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
839,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
840,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
841,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
842,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
844,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
845,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
846,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
847,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
848,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
849,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
850,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
851,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
852,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
853,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
854,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
855,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
856,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
857,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
859,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
860,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
861,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
862,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
863,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
865,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
866,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
867,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
868,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
869,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
870,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
871,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
872,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
873,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
874,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
875,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
876,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
877,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
878,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
879,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
880,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
881,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
882,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
883,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
884,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
885,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
886,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
887,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
888,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
889,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
890,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
892,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
893,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
894,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
895,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
896,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
897,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
898,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
899,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
900,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
901,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
902,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
903,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
904,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
905,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
906,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
907,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
908,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
909,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
910,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
911,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
912,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
913,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
915,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
916,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
917,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
918,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
919,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
920,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
921,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
922,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
923,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
924,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
925,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
926,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
927,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
928,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
929,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
930,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
931,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
932,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
933,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
934,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
935,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
936,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
937,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
938,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
939,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
940,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
941,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
942,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
943,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
944,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
945,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
946,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
947,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
948,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
949,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
950,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
951,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
952,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
953,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
954,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
955,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
956,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
957,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
958,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
959,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
960,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
961,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
962,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
963,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
964,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
965,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
966,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
967,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
968,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
969,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
970,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
971,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
972,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
973,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
974,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
975,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
976,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
977,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
978,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
979,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
980,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
981,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
982,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
983,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
984,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
985,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
986,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
987,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
988,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
989,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
990,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
991,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
992,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
993,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
994,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
995,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
996,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
997,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
998,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
999,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1000,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1001,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1002,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1003,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
1004,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1005,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1006,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1007,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1008,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1009,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1010,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1011,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1012,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
1013,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1014,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
1015,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1016,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
1017,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1018,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1019,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1020,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1022,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1023,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1025,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1026,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1027,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1028,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1029,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1030,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1031,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1032,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1033,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1034,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1035,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1036,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1037,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1038,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1039,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1040,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1041,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1042,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1044,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1045,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1046,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1047,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1048,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1049,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1050,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1052,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1053,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1054,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
1055,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1056,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Built-up
1057,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1058,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1059,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1061,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1062,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1063,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1064,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1065,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1066,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1067,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1068,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1069,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1070,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1071,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1072,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1073,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1075,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1076,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1077,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1078,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1079,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1080,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1081,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1082,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1084,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1085,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1086,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1087,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1088,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1089,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1090,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1091,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1092,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1093,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1095,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1096,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1097,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1098,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1099,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1100,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1101,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1102,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1103,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1104,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1105,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1106,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1107,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1108,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1109,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1110,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1111,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1112,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1113,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1114,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1115,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1116,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1117,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1118,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1119,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1120,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1121,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1122,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1123,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1124,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1125,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1126,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1127,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1128,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1129,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1130,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1131,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1132,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1133,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1134,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1135,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1136,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1137,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1139,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1140,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1141,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1142,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1143,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1144,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1146,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1147,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1148,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1149,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1150,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1151,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1152,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1153,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
1154,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1155,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1156,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1157,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1158,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1159,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1160,Cropland,Cropland,Water,Water,Water,NULL,NULL,NULL
1161,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1162,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1163,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1164,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1165,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1166,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1167,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
