Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYV_M_R
2368,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2369,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2370,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2371,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2372,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Water
2373,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2374,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2375,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2376,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2377,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2378,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2379,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2380,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2381,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2382,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2383,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2384,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2385,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2386,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2387,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2388,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
2389,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2390,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2391,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2392,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2393,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2394,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2395,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2396,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2397,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2398,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2399,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
2400,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2401,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2402,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2403,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2404,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2405,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2406,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2407,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2408,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2409,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2410,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2411,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
2412,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Water
2413,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2414,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2415,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2416,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2417,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2418,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
2419,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2420,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2421,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
2422,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2423,NULL,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2424,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
2425,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2426,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2427,NULL,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2428,NULL,Water,NULL,NULL,Non_Wetland,Water,Built-up,Water
2429,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2430,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2431,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
2432,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2433,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2434,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2435,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
2436,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2437,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2438,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2439,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
2440,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2441,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2442,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2443,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2444,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2445,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2446,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
2447,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2448,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2449,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2450,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2451,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2452,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2453,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2454,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2455,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2456,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2457,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2458,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2459,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2460,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2461,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2462,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2463,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2464,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2465,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2466,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2467,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2468,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2469,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2470,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
2471,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
2472,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2473,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2474,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2475,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2476,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2477,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2478,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
2479,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2480,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
2481,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
2482,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2483,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2484,NULL,Water,Wetland,NULL,Wetland,Water,Built-up,Water
2485,NULL,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2486,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2487,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Built-up
2488,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2489,NULL,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2490,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Water
2491,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
2492,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
2493,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2494,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2495,NULL,Water,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2496,NULL,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
2497,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Bareland
2498,NULL,Water,Water,NULL,Water,Bareland,Built-up,Forest
2499,NULL,Water,Water,NULL,Water,Water,Forest,Water
2500,NULL,Water,Water,Non_Water,Water,Grassland,NULL,Bareland
2501,NULL,Water,Water,Water,Water,Water,Water,Water
2502,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2503,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2504,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2505,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2506,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2507,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2508,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2509,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2510,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2511,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2512,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2513,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2514,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2515,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2516,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2517,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2518,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2519,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2520,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2521,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2522,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2523,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2524,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2525,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2526,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2527,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2528,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2529,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2530,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2531,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2532,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2533,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2534,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2535,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2536,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2537,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2538,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2539,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2540,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2541,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2542,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2543,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2544,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2545,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2546,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2547,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2548,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2549,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2550,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2551,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2552,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2553,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2554,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2555,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2556,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2557,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2558,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2559,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2560,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2561,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2562,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2563,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2564,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2565,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2566,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2567,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2568,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2569,NULL,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2570,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2571,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2572,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2573,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2574,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2575,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2576,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2577,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2578,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2579,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2580,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2581,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2582,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2583,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2584,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2585,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2586,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2587,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2588,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2589,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2590,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2591,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2592,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2593,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2594,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2595,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2596,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2597,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2598,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2599,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2600,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2601,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2602,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2603,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2604,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2605,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2606,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2607,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2608,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2609,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2610,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2611,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2612,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2613,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2614,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2615,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2616,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2617,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2618,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2619,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2620,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2621,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2622,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2623,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2624,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2625,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2626,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2627,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2628,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2629,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2630,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2631,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2632,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2633,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2634,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2635,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2636,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2637,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2638,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2639,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2640,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2641,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2642,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2643,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2644,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2645,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2646,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2647,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2648,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2649,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2650,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2651,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2652,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2653,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2654,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2655,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2656,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2657,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2658,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2659,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2660,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2661,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2662,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2663,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2664,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2665,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2666,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2667,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2668,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2669,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2670,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2671,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2672,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
2673,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2674,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2675,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2676,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2677,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2678,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2679,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2680,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2681,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2682,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2683,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2684,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2685,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2686,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2687,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2688,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2689,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2690,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2691,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2692,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2693,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2694,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2695,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2696,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2697,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
