Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHF_M_R
346,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
347,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
348,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
349,NULL,Forest,Water,Water,Water,NULL,NULL,Water
350,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
351,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
352,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
353,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
354,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
355,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
356,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
357,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
359,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
360,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
361,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
362,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
363,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
365,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
366,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
367,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
368,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
369,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
371,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
372,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
373,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
374,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
375,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
376,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
377,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
378,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
379,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
381,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
382,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
383,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
384,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
385,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
386,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
387,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
388,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
389,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
390,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
391,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
392,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
393,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
394,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
395,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
396,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
397,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
398,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
399,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
400,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
401,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
402,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
403,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
404,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
405,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
406,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
407,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
408,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
409,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
410,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
411,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
412,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
413,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
414,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
415,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
416,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
417,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
418,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
419,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
420,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
421,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
422,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
424,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
425,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
426,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
427,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
428,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
429,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
430,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
431,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
432,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
433,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
434,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
435,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
436,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
437,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
438,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
439,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
440,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
441,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
442,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
443,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
444,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
445,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
446,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
447,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
448,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
449,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
450,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
451,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
452,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
453,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
454,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
455,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
456,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
457,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
458,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
460,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
461,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
462,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
463,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
464,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
465,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
466,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
467,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
468,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
469,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
470,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
472,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
473,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
474,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
475,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
476,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
477,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
478,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
479,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
480,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
481,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
482,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
483,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
484,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
485,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
486,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
487,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
488,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
489,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
490,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
491,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
492,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
493,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
495,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
496,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
497,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
498,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
499,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
500,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
501,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
502,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
503,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
504,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
505,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
507,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
510,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
511,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
512,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
514,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
515,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
516,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
517,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
518,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
522,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
524,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
525,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
526,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
527,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
528,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
529,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
530,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
531,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
532,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
533,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
534,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
535,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
536,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
537,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
538,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
539,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
541,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
543,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
544,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
545,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
546,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
547,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
548,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
549,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
550,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
551,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
552,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
553,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
554,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
555,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
556,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
557,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
558,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
559,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
560,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
561,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
562,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
563,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
564,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
565,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
566,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
567,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
568,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
569,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
571,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
572,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
573,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
574,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
576,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
577,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
578,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
579,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
580,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
581,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
582,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
583,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
584,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
585,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
586,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
587,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
588,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
589,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
590,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
591,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
592,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
593,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
594,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
595,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
596,Grassland,Water,Water,Water,Water,NULL,NULL,Water
597,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
598,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
599,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
600,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
601,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
602,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
603,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
604,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
606,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
608,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
609,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
610,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
612,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
613,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
614,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
615,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
618,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
619,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
620,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
621,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
622,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
623,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
624,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
625,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
626,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
627,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
628,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
629,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
630,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
631,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
632,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
633,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
634,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
635,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
636,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
638,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
639,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
640,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
642,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
643,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
644,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
645,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
646,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
647,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
648,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
649,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
650,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
651,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
652,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
654,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
655,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
656,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
657,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
658,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
659,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
660,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
661,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
662,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
663,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
664,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
665,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
666,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
668,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
669,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
670,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
671,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
672,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
673,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
675,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
676,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
677,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
679,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
680,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
681,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
682,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
683,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
684,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
685,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
686,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
687,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
688,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
689,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
690,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
691,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
693,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
