Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQN_M_R
383,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
384,NULL,Water,Grassland,Water,Non_Wetland,NULL,Grassland
385,NULL,Water,Grassland,Water,Non_Wetland,NULL,Bareland
386,NULL,Water,Grassland,Water,Non_Wetland,NULL,Water
387,NULL,Water,Grassland,Water,Non_Wetland,NULL,Forest
388,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
389,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
390,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water
391,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest
392,NULL,Water,Cropland,Water,Non_Wetland,NULL,Bareland
393,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water
394,NULL,Water,Cropland,Water,Non_Wetland,NULL,Forest
395,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland
396,NULL,Water,Wetland,NULL,Wetland,NULL,Bareland
397,NULL,Water,Wetland,NULL,Wetland,NULL,Water
398,NULL,Water,Wetland,NULL,Wetland,NULL,Forest
399,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water
400,NULL,Water,Wetland,Non_Water,Wetland,NULL,Forest
401,NULL,Water,Wetland,Water,Wetland,NULL,Grassland
402,NULL,Water,Wetland,Water,Wetland,NULL,Wetland
403,NULL,Water,Wetland,Water,Wetland,NULL,Bareland
404,NULL,Water,Wetland,Water,Wetland,NULL,Water
405,NULL,Water,Wetland,Water,Wetland,NULL,Forest
406,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
407,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Water
408,NULL,Water,Bareland,Water,Non_Wetland,NULL,Water
409,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
410,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
411,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up
412,NULL,Water,Built-up,Water,Non_Wetland,NULL,Bareland
413,NULL,Water,Water,NULL,Water,NULL,Grassland
414,NULL,Water,Water,NULL,Water,NULL,Bareland
415,NULL,Water,Water,NULL,Water,NULL,Water
416,NULL,Water,Water,NULL,Water,NULL,Forest
417,NULL,Water,Water,Non_Water,Water,NULL,Grassland
418,NULL,Water,Water,Non_Water,Water,NULL,Bareland
419,NULL,Water,Water,Non_Water,Water,NULL,Water
420,NULL,Water,Water,Non_Water,Water,NULL,Forest
421,NULL,Water,Water,Water,Water,NULL,Grassland
422,NULL,Water,Water,Water,Water,NULL,Bareland
423,NULL,Water,Water,Water,Water,NULL,Water
424,NULL,Water,Water,Water,Water,NULL,Forest
425,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland
426,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland
427,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water
428,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest
429,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
430,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water
431,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
432,NULL,Water,Forest,Water,Non_Wetland,NULL,Grassland
433,NULL,Water,Forest,Water,Non_Wetland,NULL,Bareland
434,NULL,Water,Forest,Water,Non_Wetland,NULL,Water
435,NULL,Water,Forest,Water,Non_Wetland,NULL,Forest
436,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
437,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland
438,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest
439,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
440,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
441,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
442,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
443,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
444,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
445,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
446,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water
447,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
448,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
449,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
450,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
451,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
452,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
453,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Water
454,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
455,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
456,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
457,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Water
458,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Forest
459,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
460,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Cropland
461,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
462,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water
463,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
464,NULL,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
465,NULL,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
466,NULL,Forest,Cropland,Water,Non_Wetland,NULL,Water
467,NULL,Forest,Cropland,Water,Non_Wetland,NULL,Forest
468,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland
469,NULL,Forest,Wetland,NULL,Wetland,NULL,Bareland
470,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest
471,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
472,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland
473,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
474,NULL,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
475,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
476,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
477,NULL,Forest,Water,NULL,Water,NULL,Grassland
478,NULL,Forest,Water,NULL,Water,NULL,Water
479,NULL,Forest,Water,NULL,Water,NULL,Forest
480,NULL,Forest,Water,Water,Water,NULL,Forest
481,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
482,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Cropland
483,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
484,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
485,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
486,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water
487,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest
488,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
489,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
490,NULL,Forest,Forest,Water,Non_Wetland,NULL,Grassland
491,NULL,Forest,Forest,Water,Non_Wetland,NULL,Forest
492,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
493,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
494,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
495,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
496,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
497,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
498,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
499,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
500,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
501,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
502,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
503,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
504,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
505,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
506,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
507,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
508,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
509,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
510,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
511,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
512,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
513,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
514,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
515,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
516,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
517,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water
518,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
519,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
520,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
521,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland
522,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water
523,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
524,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water
525,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
526,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
527,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
528,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland
529,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
530,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest
531,Grassland,NULL,Water,NULL,Water,NULL,Grassland
532,Grassland,NULL,Water,NULL,Water,NULL,Wetland
533,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland
534,Grassland,NULL,Water,Non_Water,Water,NULL,Water
535,Grassland,NULL,Water,Water,Water,NULL,Grassland
536,Grassland,NULL,Water,Water,Water,NULL,Water
537,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
538,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
539,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
540,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water
541,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
542,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
543,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
544,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
545,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
546,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water
547,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest
548,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
549,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
550,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
551,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
552,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
553,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
554,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
555,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
556,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
557,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
558,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
559,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
560,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
561,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
562,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
563,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
564,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
565,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
566,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
567,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
568,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
569,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
570,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
571,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
572,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water
573,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest
574,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
575,Grassland,Wetland,Wetland,Water,Wetland,NULL,Grassland
576,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland
577,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water
578,Grassland,Wetland,Wetland,Water,Wetland,NULL,Forest
579,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
580,Grassland,Wetland,Water,NULL,Water,NULL,Grassland
581,Grassland,Wetland,Water,Non_Water,Water,NULL,Grassland
582,Grassland,Wetland,Water,Water,Water,NULL,Grassland
583,Grassland,Wetland,Water,Water,Water,NULL,Water
584,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
585,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
586,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
587,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
588,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
589,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
590,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
591,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
592,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
593,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Water
594,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
595,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
596,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
597,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
598,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
599,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
600,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
601,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
602,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
603,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Water
604,Grassland,Water,Water,NULL,Water,NULL,Grassland
605,Grassland,Water,Water,Water,Water,NULL,Forest
606,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
607,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
608,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water
609,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
610,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
611,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
612,Grassland,Water,Forest,Water,Non_Wetland,NULL,Water
613,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
614,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
615,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
616,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
617,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
618,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
619,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
620,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
621,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
622,Grassland,Forest,Wetland,Water,Wetland,NULL,Grassland
623,Grassland,Forest,Wetland,Water,Wetland,NULL,Water
624,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
625,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
626,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
627,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
628,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
629,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
630,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Water
631,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Forest
632,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
633,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
634,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
635,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
636,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
637,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
638,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
639,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
640,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Water
641,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
642,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
643,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
644,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
645,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
646,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
647,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water
648,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
649,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
650,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
651,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
652,Cropland,NULL,Water,NULL,Water,NULL,Forest
653,Cropland,NULL,Water,Water,Water,NULL,Bareland
654,Cropland,NULL,Water,Water,Water,NULL,Water
655,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
656,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
657,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water
658,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
659,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
660,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
661,Cropland,Wetland,Wetland,Water,Wetland,NULL,Forest
662,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
663,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
664,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
665,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
666,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
667,Cropland,Bareland,Water,Water,Water,NULL,Water
668,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
669,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
670,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
671,Cropland,Built-up,Water,Non_Water,Water,NULL,Bareland
672,Cropland,Built-up,Water,Water,Water,NULL,Bareland
673,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
674,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
675,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
676,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
677,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
678,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
679,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
680,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Water
681,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
682,Cropland,Water,Grassland,Water,Non_Wetland,NULL,Water
683,Cropland,Water,Wetland,NULL,Wetland,NULL,Water
684,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
685,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
686,Cropland,Water,Wetland,Water,Wetland,NULL,Water
687,Cropland,Water,Wetland,Water,Wetland,NULL,Forest
688,Cropland,Water,Water,NULL,Water,NULL,Water
689,Cropland,Water,Water,Water,Water,NULL,Bareland
690,Cropland,Water,Water,Water,Water,NULL,Water
691,Cropland,Water,Water,Water,Water,NULL,Forest
692,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
693,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
694,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Water
695,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Forest
696,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
697,Cropland,Water,Forest,Water,Non_Wetland,NULL,Bareland
698,Cropland,Water,Forest,Water,Non_Wetland,NULL,Water
699,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
700,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
701,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
702,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
703,Cropland,Forest,Wetland,NULL,Wetland,NULL,Water
704,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
705,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
706,Cropland,Forest,Water,NULL,Water,NULL,Forest
707,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
708,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
709,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
710,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
711,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
712,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
713,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water
714,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water
715,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
716,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
717,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
718,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
719,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
720,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
721,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
722,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
723,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
724,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
725,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
726,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
727,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
728,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
729,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
730,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
731,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
732,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
733,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Water
734,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
735,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
736,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
737,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
738,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
739,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
740,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
741,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water
742,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
743,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland
744,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
745,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
746,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
747,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
748,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
749,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
750,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
751,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
752,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
753,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
754,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
755,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Water
756,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
757,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland
758,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
759,Wetland,NULL,Water,NULL,Water,NULL,Grassland
760,Wetland,NULL,Water,NULL,Water,NULL,Wetland
761,Wetland,NULL,Water,NULL,Water,NULL,Water
762,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
763,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
764,Wetland,NULL,Water,Water,Water,NULL,Grassland
765,Wetland,NULL,Water,Water,Water,NULL,Wetland
766,Wetland,NULL,Water,Water,Water,NULL,Bareland
767,Wetland,NULL,Water,Water,Water,NULL,Water
768,Wetland,NULL,Water,Water,Water,NULL,Forest
769,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
770,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
771,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
772,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
773,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
774,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
775,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
776,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
777,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
778,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
