Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPH_M_R
341,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
342,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
343,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
345,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
346,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
347,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
348,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
349,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
350,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
351,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
352,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
353,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
354,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
355,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
356,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
357,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
358,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
359,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
360,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
361,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
362,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
363,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
364,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
365,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
367,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
368,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
369,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
370,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
371,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
372,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
373,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
374,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
375,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
376,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
377,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
378,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
379,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
380,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
381,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
382,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
383,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
384,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
385,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
386,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
387,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
388,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
389,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
390,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
391,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
392,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
394,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
395,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
396,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
397,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
398,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
399,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
400,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
401,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
402,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
403,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
404,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
405,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
406,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
407,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
408,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
409,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
410,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
411,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
412,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
413,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
414,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
415,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
416,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
417,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
418,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
419,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
420,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
421,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
422,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
423,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
424,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
425,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
426,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
427,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
428,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
429,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
430,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
431,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
432,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
433,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
434,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
435,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
436,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
437,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
441,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
442,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
443,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
444,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
445,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
446,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
448,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
449,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
450,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
451,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
452,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
453,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
454,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
455,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
456,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
457,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
458,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
459,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
461,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
462,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
463,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
464,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
465,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
466,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
467,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
468,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
469,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
470,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
471,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
472,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
474,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
475,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
476,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
477,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
478,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
479,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
480,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
481,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
482,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
483,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
484,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
485,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
486,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
487,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
488,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
489,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
491,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
492,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
493,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
495,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
496,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
497,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
498,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
499,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
500,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
501,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
502,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
503,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
504,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
505,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
506,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
507,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
508,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
509,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
510,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
511,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
512,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
513,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
514,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
515,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
516,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
518,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
519,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
522,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
523,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
524,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
525,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
527,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
528,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
529,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
531,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
532,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
533,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
534,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
536,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
537,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
538,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
539,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
540,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
541,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
542,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
543,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
544,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
545,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
546,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
548,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
549,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
551,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
552,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
554,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
555,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
556,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
557,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
558,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
559,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
560,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
561,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
562,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
563,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
564,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
565,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
566,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
567,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
568,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
569,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
570,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
572,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
573,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
574,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
575,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
576,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
577,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
578,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
579,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
581,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
582,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
583,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
584,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
585,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
586,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
588,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
589,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
590,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
591,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
592,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
593,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
594,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
595,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
596,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
597,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
598,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
599,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
601,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
602,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
604,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
605,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
606,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
607,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
608,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
609,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
610,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
611,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
612,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
613,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
614,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
615,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
616,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
617,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
618,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
619,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
620,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
621,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
622,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
623,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
624,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
625,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
626,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
628,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
630,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
631,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
632,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
633,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
634,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
635,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
637,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
638,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
639,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
640,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
642,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
643,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
644,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
645,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
646,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
647,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
648,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
649,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
650,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
651,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
652,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
653,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
654,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
655,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
656,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
657,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
658,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
659,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
660,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
661,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
662,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
663,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
664,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
665,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
666,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
667,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
668,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
669,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
670,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
671,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
672,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
673,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
674,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
675,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
676,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
677,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
678,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
679,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
