Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMU_M_R
905,Grassland,Forest,Water,Water,Water,Water,Water,Water
906,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
907,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
908,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
909,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
910,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
911,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
912,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
913,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
914,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
915,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
916,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
917,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
918,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
919,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
920,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
921,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
922,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
923,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
924,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
925,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
926,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
927,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
928,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
929,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
930,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
931,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
932,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
933,Cropland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
934,Cropland,NULL,Wetland,Water,Wetland,Grassland,Built-up,Grassland
935,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
936,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
937,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
938,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
939,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
940,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
941,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
942,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
943,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
944,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
945,Cropland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
946,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
947,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
948,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
949,Cropland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
950,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
951,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
952,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
953,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
954,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
955,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
956,Cropland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
957,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
958,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
959,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
960,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
961,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
962,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
963,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
964,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
965,Cropland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
966,Cropland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
967,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
968,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
969,Cropland,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
970,Cropland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
971,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
972,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
973,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
974,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
975,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
976,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
977,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
978,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
979,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
980,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
981,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
982,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
983,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
984,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
985,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
986,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
987,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
988,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
989,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
990,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
991,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
992,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
993,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
994,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
995,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
996,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
997,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
998,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
999,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1000,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1001,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1002,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1003,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1004,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1005,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1006,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1007,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1008,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1009,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1010,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1011,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1012,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1013,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1014,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1015,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1016,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1017,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1018,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1019,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1020,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1021,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1022,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1023,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1024,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1025,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
1026,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1027,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1028,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1029,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1030,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1031,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1032,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1033,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1034,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
1035,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1036,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1037,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1038,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1039,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1040,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1041,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1042,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1043,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1044,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1045,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1046,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1047,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1048,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1049,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1050,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1051,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
1052,Wetland,Water,Water,NULL,Water,Water,Water,Water
1053,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
1054,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
1055,Wetland,Water,Water,Water,Water,Wetland,Water,Water
1056,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1057,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1058,Wetland,Water,Water,Water,Water,Water,Water,Water
1059,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1060,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1061,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1062,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1063,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1064,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1065,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1066,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1067,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1068,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1069,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1070,Bareland,NULL,Water,Water,Water,Water,Water,Water
1071,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1072,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1073,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1074,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1075,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
1076,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1077,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1078,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1079,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1080,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1081,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1082,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1083,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1084,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1085,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1086,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1087,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1088,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1089,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1090,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1091,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1092,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1093,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1094,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1095,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1096,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1097,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1098,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1099,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1100,Bareland,Water,Water,Water,Water,Water,Water,Water
1101,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1102,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1103,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1104,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1105,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1106,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1107,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1108,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1109,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1110,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1111,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1112,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1113,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1114,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1115,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1116,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1117,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1118,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1119,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1120,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1121,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1122,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1123,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1124,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1125,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1126,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1127,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1128,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1129,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1130,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1131,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1132,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1133,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1134,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1135,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1136,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1137,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1138,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1139,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1140,Water,NULL,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
1141,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Built-up,Grassland
1142,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1143,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1144,Water,NULL,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
1145,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1146,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1147,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1148,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
1149,Water,NULL,Water,Water,Water,Wetland,Water,Water
1150,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1151,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1152,Water,NULL,Water,Water,Water,Water,Water,Grassland
1153,Water,NULL,Water,Water,Water,Water,Water,Wetland
1154,Water,NULL,Water,Water,Water,Water,Water,Water
1155,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1156,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1157,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1158,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1159,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1160,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1161,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1162,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1163,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1164,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1165,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1166,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1167,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1168,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1169,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1170,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
1171,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1172,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1173,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
1174,Water,Wetland,Cropland,Water,Non_Wetland,Water,Wetland,Water
1175,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1176,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1177,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1178,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1179,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1180,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1181,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1182,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1183,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1184,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1185,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1186,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1187,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1188,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1189,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1190,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1191,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1192,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1193,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1194,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1195,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1196,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1197,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1198,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1199,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1200,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1201,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1202,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1203,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1204,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1205,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1206,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1207,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1208,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1209,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1210,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1211,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1212,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1213,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1214,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1215,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1216,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1217,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1218,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1219,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1220,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1221,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1222,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1223,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1224,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1225,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1226,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1227,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1228,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1229,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1230,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1231,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
1232,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1233,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1234,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1235,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
1236,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
1237,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1238,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
1239,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1240,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1241,Water,Wetland,Water,NULL,Water,Water,Water,Water
1242,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1243,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1244,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1245,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1246,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1247,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1248,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1249,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1250,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1251,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1252,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1253,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1254,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1255,Water,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
1256,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1257,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1258,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1259,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1260,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1261,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1262,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1263,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1264,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
1265,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
