Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PPS_M_R
122,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
123,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
124,NULL,Cropland,NULL,Water,Non_Wetland,Water
125,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
126,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
127,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
128,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
129,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
130,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
131,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
132,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
133,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
134,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
135,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
136,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
137,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
138,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
139,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
140,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
141,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
142,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
143,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
144,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
145,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
146,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
147,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
148,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
149,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
150,NULL,Cropland,Wetland,NULL,Wetland,Grassland
151,NULL,Cropland,Wetland,NULL,Wetland,Wetland
152,NULL,Cropland,Wetland,NULL,Wetland,Forest
153,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
154,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland
155,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
156,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
157,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
158,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
159,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
160,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland
161,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
162,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
163,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
164,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
165,NULL,Cropland,Water,Non_Water,Water,Grassland
166,NULL,Cropland,Water,Water,Water,Grassland
167,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
168,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
169,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
170,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
171,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
172,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
173,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
174,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
175,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
176,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland
177,NULL,Wetland,NULL,NULL,Non_Wetland,Built-up
178,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
179,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
180,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland
181,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
182,NULL,Wetland,NULL,Water,Non_Wetland,Bareland
183,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
184,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
185,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
186,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up
187,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
188,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
189,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
190,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
191,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
192,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
193,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
194,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
195,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
196,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
197,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
198,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
199,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
200,NULL,Wetland,Cropland,NULL,Non_Wetland,Water
201,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
202,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
203,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
204,NULL,Wetland,Cropland,Water,Non_Wetland,Built-up
205,NULL,Wetland,Wetland,NULL,Wetland,Grassland
206,NULL,Wetland,Wetland,NULL,Wetland,Wetland
207,NULL,Wetland,Wetland,NULL,Wetland,Forest
208,NULL,Wetland,Wetland,Non_Water,Wetland,NULL
209,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
210,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
211,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
212,NULL,Wetland,Wetland,Water,Wetland,Grassland
213,NULL,Wetland,Wetland,Water,Wetland,Forest
214,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
215,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
216,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
217,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
218,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
219,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
220,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
221,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
222,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
223,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up
224,NULL,Wetland,Built-up,NULL,Non_Wetland,Forest
225,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
226,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
227,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Forest
228,NULL,Wetland,Water,NULL,Water,Bareland
229,NULL,Wetland,Water,Non_Water,Water,Grassland
230,NULL,Wetland,Water,Non_Water,Water,Water
231,NULL,Wetland,Water,Water,Water,Wetland
232,NULL,Wetland,Water,Water,Water,Forest
233,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
234,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
235,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
236,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
237,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
238,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
239,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland
240,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up
241,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
242,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
243,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
244,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
245,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
246,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
247,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
248,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
249,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
250,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
251,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
252,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
253,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
254,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
255,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
256,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
257,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
258,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
259,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
260,NULL,Bareland,Water,NULL,Water,Bareland
261,NULL,Bareland,Water,NULL,Water,Built-up
262,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
263,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
264,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
265,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
266,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
267,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
268,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
269,NULL,Built-up,NULL,NULL,Non_Wetland,Water
270,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
271,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland
272,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland
273,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up
274,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water
275,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest
276,NULL,Built-up,NULL,Water,Non_Wetland,Grassland
277,NULL,Built-up,NULL,Water,Non_Wetland,Wetland
278,NULL,Built-up,NULL,Water,Non_Wetland,Bareland
279,NULL,Built-up,NULL,Water,Non_Wetland,Built-up
280,NULL,Built-up,NULL,Water,Non_Wetland,Water
281,NULL,Built-up,NULL,Water,Non_Wetland,Forest
282,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
283,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
286,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
287,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
290,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
291,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
292,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
293,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
294,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
295,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water
296,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
297,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
298,NULL,Built-up,Shrubland,Water,Non_Wetland,Cropland
299,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
300,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up
301,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
302,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
303,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
304,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
305,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
306,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
307,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
308,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
309,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
310,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
311,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
312,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
313,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
314,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
315,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
316,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water
317,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
318,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
319,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
320,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up
321,NULL,Built-up,Grassland,Water,Non_Wetland,Water
322,NULL,Built-up,Grassland,Water,Non_Wetland,Forest
323,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
324,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
325,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
326,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
327,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
328,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
329,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
330,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
331,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
332,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
333,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
334,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
335,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
336,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
337,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
338,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland
339,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
340,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up
341,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
342,NULL,Built-up,Wetland,NULL,NULL,Grassland
343,NULL,Built-up,Wetland,NULL,NULL,Built-up
344,NULL,Built-up,Wetland,NULL,NULL,Water
345,NULL,Built-up,Wetland,NULL,NULL,Forest
346,NULL,Built-up,Wetland,NULL,Wetland,Grassland
347,NULL,Built-up,Wetland,NULL,Wetland,Wetland
348,NULL,Built-up,Wetland,NULL,Wetland,Bareland
349,NULL,Built-up,Wetland,NULL,Wetland,Built-up
350,NULL,Built-up,Wetland,NULL,Wetland,Water
351,NULL,Built-up,Wetland,NULL,Wetland,Forest
352,NULL,Built-up,Wetland,Non_Water,NULL,Grassland
353,NULL,Built-up,Wetland,Non_Water,NULL,Forest
354,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
355,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
356,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
357,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up
358,NULL,Built-up,Wetland,Non_Water,Wetland,Water
359,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
360,NULL,Built-up,Wetland,Water,NULL,Built-up
361,NULL,Built-up,Wetland,Water,NULL,Water
362,NULL,Built-up,Wetland,Water,NULL,Forest
363,NULL,Built-up,Wetland,Water,Wetland,Grassland
364,NULL,Built-up,Wetland,Water,Wetland,Wetland
365,NULL,Built-up,Wetland,Water,Wetland,Bareland
366,NULL,Built-up,Wetland,Water,Wetland,Built-up
367,NULL,Built-up,Wetland,Water,Wetland,Water
368,NULL,Built-up,Wetland,Water,Wetland,Forest
369,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
370,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
371,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
372,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
373,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
374,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
375,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
376,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
377,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
378,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
379,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
380,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
381,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
382,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
383,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
384,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
385,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
386,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
387,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
388,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
389,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
390,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
391,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
392,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water
393,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
394,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
395,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland
396,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
397,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
398,NULL,Built-up,Built-up,Water,Non_Wetland,Water
399,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
400,NULL,Built-up,Water,NULL,NULL,Bareland
401,NULL,Built-up,Water,NULL,NULL,Built-up
402,NULL,Built-up,Water,NULL,NULL,Water
403,NULL,Built-up,Water,NULL,NULL,Forest
404,NULL,Built-up,Water,NULL,Water,Grassland
405,NULL,Built-up,Water,NULL,Water,Bareland
406,NULL,Built-up,Water,NULL,Water,Built-up
407,NULL,Built-up,Water,NULL,Water,Water
408,NULL,Built-up,Water,NULL,Water,Forest
409,NULL,Built-up,Water,Non_Water,NULL,Grassland
410,NULL,Built-up,Water,Non_Water,NULL,Built-up
411,NULL,Built-up,Water,Non_Water,NULL,Forest
412,NULL,Built-up,Water,Non_Water,Water,Grassland
413,NULL,Built-up,Water,Non_Water,Water,Bareland
414,NULL,Built-up,Water,Non_Water,Water,Built-up
415,NULL,Built-up,Water,Non_Water,Water,Water
416,NULL,Built-up,Water,Non_Water,Water,Forest
417,NULL,Built-up,Water,Water,NULL,Grassland
418,NULL,Built-up,Water,Water,NULL,Bareland
419,NULL,Built-up,Water,Water,NULL,Built-up
420,NULL,Built-up,Water,Water,NULL,Water
421,NULL,Built-up,Water,Water,NULL,Forest
422,NULL,Built-up,Water,Water,Water,Grassland
423,NULL,Built-up,Water,Water,Water,Wetland
424,NULL,Built-up,Water,Water,Water,Bareland
425,NULL,Built-up,Water,Water,Water,Built-up
426,NULL,Built-up,Water,Water,Water,Water
427,NULL,Built-up,Water,Water,Water,Forest
428,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
