Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R
3935,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3936,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3937,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3938,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3939,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3940,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3941,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3942,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3943,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3944,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3945,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
3946,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3947,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3948,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3949,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3950,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3951,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3952,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3953,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
3954,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3955,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
3956,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3957,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3958,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3959,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3960,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3961,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
3962,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3963,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3964,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3965,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3966,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3967,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3968,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3969,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3970,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3971,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3972,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3973,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3974,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
3975,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
3976,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
3977,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3978,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3979,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3980,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3981,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
3982,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
3983,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
3984,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3985,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3986,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3987,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3988,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
3989,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3990,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3991,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
3992,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Forest
3993,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
3994,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3995,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3996,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3997,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
3998,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
3999,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4000,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
4001,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4002,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
4003,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
4004,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
4005,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Shrubland,Forest
4006,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
4007,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,Water,Grassland
4008,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,Water,Wetland
4009,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4010,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4011,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4012,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4013,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4014,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4015,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4016,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4017,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4018,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4019,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4020,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4021,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4022,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4023,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4024,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4025,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4026,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4027,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4028,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4029,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4030,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4031,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4032,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4033,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4034,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4035,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4036,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4037,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4038,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4039,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4040,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4041,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4042,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4043,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4044,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4045,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4046,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4047,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4048,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4049,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4050,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4051,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4052,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4053,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4054,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4055,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4056,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4057,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4058,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4059,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4060,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4061,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4062,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4063,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4064,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4065,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4066,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4067,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4068,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4069,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4070,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4071,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4072,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4073,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
4074,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
4075,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4076,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
4077,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4078,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4079,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4080,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4081,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4082,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4083,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4084,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4085,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
4086,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4087,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4088,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4089,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4090,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4091,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4092,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4093,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4094,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
4095,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
4096,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
4097,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4098,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4099,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4100,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4101,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4102,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
4103,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4104,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
4105,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4106,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
4107,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4108,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4109,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4110,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
4111,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
4112,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4113,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4114,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4115,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4116,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4117,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
4118,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
4119,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
4120,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4121,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4122,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4123,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4124,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4125,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
4126,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4127,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4128,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
4129,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
4130,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
4131,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4132,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4133,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
4134,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
4135,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
4136,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
4137,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
4138,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4139,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4140,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
4141,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
4142,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4143,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4144,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
4145,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4146,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
4147,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4148,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
4149,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
4150,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
4151,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
4152,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
4153,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
4154,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
4155,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4156,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
4157,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
4158,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
4159,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
4160,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
4161,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
4162,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4163,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
4164,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
4165,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
4166,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
4167,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
4168,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4169,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4170,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4171,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4172,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
4173,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4174,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
4175,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4176,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4177,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4178,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
4179,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
4180,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4181,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
4182,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
4183,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
4184,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
4185,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
4186,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4187,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4188,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
4189,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4190,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4191,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4192,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4193,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
4194,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
4195,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
4196,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
4197,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
4198,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4199,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
4200,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
4201,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
4202,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
4203,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
4204,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Water
4205,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
4206,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
4207,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
4208,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4209,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
4210,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
4211,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
4212,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
4213,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
4214,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4215,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
4216,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
4217,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
4218,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
4219,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
4220,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
4221,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
4222,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
4223,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
4224,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
4225,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
4226,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
4227,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
4228,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
4229,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4230,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
4231,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
4232,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
4233,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
4234,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Cropland
4235,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
4236,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4237,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4238,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4239,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
4240,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
4241,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
4242,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
4243,Grassland,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
4244,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4245,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4246,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4247,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
4248,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
4249,Grassland,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
4250,Grassland,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
4251,Grassland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
4252,Grassland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
4253,Grassland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
4254,Grassland,NULL,Wetland,Water,Wetland,Forest,Grassland,Grassland
4255,Grassland,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
4256,Grassland,NULL,Wetland,Water,Wetland,Forest,Grassland,Water
4257,Grassland,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
4258,Grassland,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
4259,Grassland,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
