Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFH_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
96,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
103,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
105,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
145,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
146,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
159,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
161,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
168,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
169,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
170,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
171,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
172,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
173,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
174,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
176,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
191,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
192,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
193,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
194,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
195,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
196,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
197,NULL,NULL,NULL,Water,Non_Wetland,Forest,Forest,Grassland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
199,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
203,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
204,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
206,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
