Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXL_M_R
91,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
92,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
93,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
94,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
95,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
178,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
179,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
180,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
181,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
182,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
183,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
184,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
185,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
186,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
187,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
188,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
190,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
191,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
192,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
193,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
194,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
195,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
196,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
197,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
198,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
199,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
200,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
201,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
202,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
203,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
204,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
205,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
206,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
207,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
208,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
209,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
210,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
211,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
212,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
213,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
214,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
215,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
216,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
217,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
218,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
219,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
220,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
221,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
222,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
223,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
224,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
225,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
226,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
227,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
228,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
229,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
230,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
231,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
232,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
233,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
234,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
235,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
236,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
237,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
238,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
239,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
240,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
241,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
242,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
243,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
244,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
245,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
246,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
247,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
248,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
249,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
250,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
251,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
252,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
253,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
254,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
255,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
256,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
257,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
258,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
259,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
260,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
261,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
262,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
263,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
264,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
265,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
266,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
267,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
268,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
269,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
270,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
271,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
272,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
273,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
274,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
275,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
276,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
277,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
278,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
279,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
280,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
281,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
282,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
283,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
284,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
285,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
286,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
287,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
288,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
289,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
290,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
291,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
292,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
293,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
294,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
295,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
296,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
297,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
298,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
299,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
300,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
301,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
302,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
303,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
304,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
305,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
306,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
307,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
308,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
309,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
310,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
311,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
312,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
313,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
314,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
315,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
316,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
317,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
318,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
319,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
320,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
321,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
