Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVQ_M_R
743,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
745,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
746,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
747,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
748,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
749,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
750,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
751,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
752,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
753,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
754,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
755,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
756,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
757,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
758,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
759,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
761,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
762,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
763,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
764,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
765,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
766,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
767,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
768,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
769,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
770,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
771,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
772,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
773,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
774,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
775,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
776,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
777,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
778,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
779,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
780,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
781,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
782,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
783,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
784,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
785,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
786,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
787,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
788,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
789,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
790,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
791,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
792,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
794,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
795,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
796,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
797,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
798,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
799,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
800,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
801,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
803,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
804,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
805,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
806,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
807,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
808,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
809,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
810,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
811,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
812,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
813,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
815,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
816,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
817,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
818,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
819,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
820,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
821,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
822,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
823,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
824,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
825,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
826,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
827,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
828,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
829,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
830,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
831,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
832,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
833,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
834,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
835,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
836,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
837,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
838,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
839,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
840,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
841,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
842,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
843,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
844,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
846,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
847,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
848,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
849,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
850,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
851,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
852,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
853,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
854,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
855,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
856,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
857,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
859,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
860,Grassland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
861,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
862,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
863,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
864,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
865,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
866,Grassland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
867,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
868,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
869,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
870,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
871,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
872,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
873,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
874,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
875,Grassland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
876,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
877,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
878,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
879,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
880,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
881,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
882,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
883,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
884,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
885,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
886,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
887,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
888,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
889,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
890,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
891,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
892,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
893,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
894,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
895,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
896,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
897,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
898,Grassland,Water,Water,Water,Water,NULL,NULL,Water
899,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
900,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
901,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
902,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
903,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
904,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
905,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
906,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
907,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
908,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
909,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
910,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
911,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
912,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
913,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
915,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
916,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
917,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
918,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
919,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
920,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
921,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
922,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
923,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
924,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
925,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
926,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
927,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
928,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
929,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
930,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
931,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
932,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
933,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
934,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
935,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
936,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
937,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
938,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
939,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
940,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
941,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
942,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
943,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
944,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
945,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
946,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
947,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
948,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
949,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
950,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
951,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
952,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
953,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
954,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
955,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
956,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
957,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
958,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
959,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
960,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
961,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
962,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
963,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
964,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
965,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
966,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
967,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
968,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
969,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
970,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
971,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
972,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
973,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
974,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
975,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
976,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
977,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
978,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
979,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
980,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
981,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
982,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
983,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
984,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
985,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
986,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
987,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
988,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
989,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
990,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
991,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
992,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
993,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
994,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
995,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
996,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
997,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
998,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
999,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1000,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1001,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1002,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1004,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1005,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1006,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1007,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1008,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1010,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1011,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1012,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1013,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1015,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1016,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1017,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1018,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1019,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1020,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1021,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1022,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1023,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1024,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1025,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1026,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1027,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1028,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1029,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1030,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1031,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1032,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
1033,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1034,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1035,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1036,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1037,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1038,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1039,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1040,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1041,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1042,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1043,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1044,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1045,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1046,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1047,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1048,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1049,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1051,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1052,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1053,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1054,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1056,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1057,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1058,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1059,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1060,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1061,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1062,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
1063,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1064,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1065,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1066,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1067,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1068,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1069,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1070,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1071,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1072,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1073,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1075,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1076,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1077,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1078,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1079,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1080,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1081,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1082,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1083,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1084,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1085,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1086,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1087,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
