Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRC_M_R
2323,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2324,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2325,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2326,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2327,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2328,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2329,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2330,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2331,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2332,NULL,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2333,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2334,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2335,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2336,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2337,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2338,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2339,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2340,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2341,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2342,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2343,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
2344,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2345,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2346,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2347,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2348,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2349,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2350,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2351,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2352,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
2353,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2354,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2355,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2356,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2357,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2358,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2359,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2360,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2361,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
2362,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2363,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2364,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2365,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2366,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2367,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
2368,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2369,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
2370,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2371,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
2372,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2373,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2374,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2375,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2376,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Built-up
2377,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
2378,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2379,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
2380,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2381,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2382,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
2383,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2384,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2385,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2386,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2387,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2388,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2389,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2390,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2391,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2392,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2393,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2394,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2395,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
2396,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2397,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2398,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2399,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2400,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2401,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2402,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2403,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2404,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2405,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2406,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2407,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2408,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2409,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2410,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2411,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2412,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2413,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2414,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
2415,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
2416,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
2417,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2418,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2419,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2420,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
2421,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
2422,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Water
2423,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2424,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2425,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2426,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2427,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2428,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2429,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2430,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2431,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2432,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2433,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2434,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2435,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2436,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2437,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
2438,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
2439,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2440,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2441,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2442,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
2443,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2444,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
2445,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
2446,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2447,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2448,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2449,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
2450,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2451,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2452,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2453,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2454,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2455,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2456,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
2457,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
2458,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
2459,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
2460,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2461,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2462,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2463,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2464,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2465,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
2466,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
2467,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2468,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2469,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2470,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
2471,NULL,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2472,NULL,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2473,NULL,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
2474,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2475,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2476,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Water,Grassland
2477,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2478,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2479,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2480,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2481,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2482,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2483,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2484,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2485,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2486,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2487,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2488,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2489,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2490,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2491,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2492,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2493,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2494,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2495,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2496,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2497,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2498,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2499,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2500,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
2501,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2502,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2503,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2504,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
2505,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2506,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
2507,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2508,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2509,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2510,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2511,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2512,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2513,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2514,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2515,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2516,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2517,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2518,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2519,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2520,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2521,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2522,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2523,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2524,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2525,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2526,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2527,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2528,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2529,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2530,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2531,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2532,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2533,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2534,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2535,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2536,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2537,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2538,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2539,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2540,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2541,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2542,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2543,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2544,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2547,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2548,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2549,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2550,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2551,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2552,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2553,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2554,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2555,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2556,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2557,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
2558,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2559,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2560,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2561,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2562,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2563,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
2582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
2586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2599,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2600,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2601,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2603,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2604,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2605,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2606,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2607,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2608,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2609,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2610,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
2611,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2612,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
2613,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2614,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2616,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2617,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
2618,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
2619,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2620,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2621,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2622,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2623,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2624,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2625,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2626,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2627,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2628,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2629,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2630,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
2631,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
2632,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2633,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
2634,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2635,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2636,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
