Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEC_M_R
49,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
50,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
52,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
53,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
54,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
55,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
56,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
57,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
58,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
59,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
60,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
61,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
62,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
63,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
64,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
65,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
66,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
67,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
68,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
69,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
70,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
71,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
72,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
73,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
74,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
75,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
76,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
77,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
78,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
79,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
80,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
81,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
82,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
83,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
84,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
85,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
86,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
87,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
88,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
89,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
90,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
92,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
93,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
94,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
95,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
96,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
97,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
98,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
100,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
101,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
103,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
104,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
105,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
106,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
107,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
108,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
109,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
110,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
111,NULL,Water,Water,Water,Water,NULL,NULL,Water
112,NULL,Water,Water,Water,Water,NULL,NULL,Forest
113,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
114,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
115,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
116,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
117,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
118,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
119,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
120,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
121,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
122,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
123,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
124,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
125,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
126,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
127,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
128,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
129,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
130,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
131,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
132,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
133,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
134,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
135,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
136,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
137,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
138,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
139,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
140,Grassland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
141,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
142,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
143,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
144,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
145,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
146,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
147,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
148,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
149,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
150,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
151,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
152,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
153,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
154,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
155,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
156,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
157,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
158,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
159,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
160,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
161,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
162,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
163,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
164,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
165,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
166,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
167,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
168,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
169,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
170,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
171,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
172,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
173,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
174,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
175,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
176,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
177,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
178,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
179,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
180,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
181,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
182,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
183,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
184,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
185,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
186,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
187,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
188,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
189,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
190,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
191,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
192,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
193,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
194,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
195,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
196,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
197,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
198,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
199,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
200,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
201,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
202,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
203,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
204,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
205,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
206,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
207,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
208,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
209,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
210,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
211,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
212,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
213,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
214,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
215,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
216,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
217,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
218,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
219,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
220,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
221,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
222,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
223,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
224,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
225,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
226,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
227,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
228,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
229,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
230,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
231,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
232,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
233,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
234,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
235,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
236,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
237,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
238,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
239,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
240,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
241,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
242,Water,Water,Wetland,Water,Wetland,Water,Water,Water
243,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
244,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
245,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
246,Water,Water,Water,NULL,Water,NULL,NULL,Water
247,Water,Water,Water,NULL,Water,NULL,NULL,Forest
248,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
249,Water,Water,Water,NULL,Water,Water,NULL,Grassland
250,Water,Water,Water,NULL,Water,Water,NULL,Water
251,Water,Water,Water,NULL,Water,Water,NULL,Forest
252,Water,Water,Water,NULL,Water,Water,Wetland,Water
253,Water,Water,Water,NULL,Water,Water,Wetland,Forest
254,Water,Water,Water,NULL,Water,Water,Water,Bareland
255,Water,Water,Water,NULL,Water,Water,Water,Water
256,Water,Water,Water,NULL,Water,Water,Water,Forest
257,Water,Water,Water,NULL,Water,Water,Forest,Water
258,Water,Water,Water,NULL,Water,Water,Forest,Forest
259,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
260,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
261,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
262,Water,Water,Water,Non_Water,Water,Water,NULL,Water
263,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
264,Water,Water,Water,Non_Water,Water,Water,Water,Water
265,Water,Water,Water,Non_Water,Water,Water,Water,Forest
266,Water,Water,Water,Non_Water,Water,Water,Forest,Water
267,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
268,Water,Water,Water,Water,Water,NULL,NULL,Grassland
269,Water,Water,Water,Water,Water,NULL,NULL,Wetland
270,Water,Water,Water,Water,Water,NULL,NULL,Bareland
271,Water,Water,Water,Water,Water,NULL,NULL,Water
272,Water,Water,Water,Water,Water,NULL,NULL,Forest
273,Water,Water,Water,Water,Water,Wetland,NULL,Water
274,Water,Water,Water,Water,Water,Water,NULL,Wetland
275,Water,Water,Water,Water,Water,Water,NULL,Water
276,Water,Water,Water,Water,Water,Water,NULL,Forest
277,Water,Water,Water,Water,Water,Water,Wetland,Water
278,Water,Water,Water,Water,Water,Water,Water,Grassland
279,Water,Water,Water,Water,Water,Water,Water,Wetland
280,Water,Water,Water,Water,Water,Water,Water,Bareland
281,Water,Water,Water,Water,Water,Water,Water,Water
282,Water,Water,Water,Water,Water,Water,Water,Forest
283,Water,Water,Water,Water,Water,Water,Forest,Water
284,Water,Water,Water,Water,Water,Water,Forest,Forest
285,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
286,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
287,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
288,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
289,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
290,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
291,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
292,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
293,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
294,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
295,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
296,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
297,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
298,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
299,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
300,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
301,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
302,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
303,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
304,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
305,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
306,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
307,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
308,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
309,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
310,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
311,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
312,Water,Forest,Water,NULL,Water,NULL,NULL,Water
313,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
314,Water,Forest,Water,NULL,Water,Grassland,Grassland,Forest
315,Water,Forest,Water,NULL,Water,Grassland,Wetland,Forest
316,Water,Forest,Water,NULL,Water,Wetland,Grassland,Forest
317,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
318,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
319,Water,Forest,Water,NULL,Water,Water,Grassland,Grassland
320,Water,Forest,Water,NULL,Water,Water,Grassland,Forest
321,Water,Forest,Water,NULL,Water,Forest,Grassland,Forest
322,Water,Forest,Water,NULL,Water,Forest,Water,Forest
323,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
324,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
325,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
326,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
327,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
328,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
329,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
330,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
331,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
332,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
333,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
334,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
335,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
336,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
337,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
338,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
339,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
340,Permanent_ice_and_snow,Forest,Water,NULL,Water,Grassland,Grassland,Forest
341,Permanent_ice_and_snow,Forest,Water,NULL,Water,Wetland,Grassland,Forest
342,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
343,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
344,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
345,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
346,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
347,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
348,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
349,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
350,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
351,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
352,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
353,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
354,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
