Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQK_M_R
1625,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1626,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1627,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1628,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1629,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1630,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1631,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1632,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1633,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1634,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,NULL
1635,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
1636,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1637,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1638,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1639,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
1640,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
1641,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1642,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1643,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1644,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1645,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1646,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1647,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1648,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1649,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1650,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1651,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1652,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1653,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1654,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1655,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1656,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Shrubland,Forest
1657,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1658,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Forest
1659,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1660,NULL,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1661,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1662,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1663,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1664,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1665,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1666,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1667,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1668,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1669,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1670,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1671,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1672,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
1673,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1674,NULL,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
1675,NULL,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
1676,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1677,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1678,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1679,NULL,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1680,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1681,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1682,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1683,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1684,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1685,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1686,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1687,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1688,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1689,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1690,NULL,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
1691,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1692,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1693,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1694,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1695,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1696,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1697,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1698,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1699,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1700,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
1701,NULL,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
1702,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1703,NULL,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
1704,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1705,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1706,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1707,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1708,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1709,NULL,Wetland,Water,NULL,Water,Grassland,Forest,Forest
1710,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1711,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1712,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1713,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1714,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1715,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1716,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1717,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1718,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1719,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1720,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1721,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1722,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1723,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1724,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1725,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1726,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1727,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1728,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1729,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1730,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1731,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1732,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1733,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1734,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1735,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1736,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1737,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1738,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1739,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1740,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1741,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1742,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1743,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1744,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1745,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1746,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1747,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1748,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1749,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1750,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1751,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1752,NULL,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
1753,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1754,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1755,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1756,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1757,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1758,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1759,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1760,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1761,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1762,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1763,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1764,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1765,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1766,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1767,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1768,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1769,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1770,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1771,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1772,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1773,NULL,Bareland,Wetland,Non_Water,Wetland,Water,Forest,Forest
1774,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1775,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1776,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1777,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1778,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1779,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1780,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1781,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
1782,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1783,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1784,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1785,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1786,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1787,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1788,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1789,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1790,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1791,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1792,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1793,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1794,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1795,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1796,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1797,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1798,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
1799,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1800,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1801,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1802,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
1803,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1804,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1805,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1806,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1807,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1808,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1809,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1810,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1811,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1812,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1813,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1814,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
1815,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1816,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1817,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1818,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1819,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1820,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1821,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1822,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1823,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1824,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1825,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1826,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1827,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1828,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1829,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1830,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1831,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1832,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1833,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
1834,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
1835,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1836,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1837,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1838,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1839,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1840,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1841,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
1842,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1843,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
1844,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1845,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1846,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1847,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1848,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1849,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1850,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
1851,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1852,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1853,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1854,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1855,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1856,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1857,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1858,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1859,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1860,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1861,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1862,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1863,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1864,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1865,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1866,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1867,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1868,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1869,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1870,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1871,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1872,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,Built-up
1873,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1874,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1875,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1876,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1877,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1878,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1879,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1880,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1881,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1882,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1883,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1884,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1885,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1886,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1887,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1888,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1889,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1890,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1891,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1892,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1893,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1894,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1895,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1896,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1897,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1898,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1899,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1900,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1901,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1902,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1903,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1904,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1905,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1906,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1907,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1908,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1909,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1910,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1911,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1912,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1913,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1914,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1915,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1916,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1917,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1918,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1919,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1920,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1921,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1922,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1923,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1924,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
1925,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1926,NULL,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
1927,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
1928,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Built-up
1929,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
1930,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1931,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1932,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1933,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
1934,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
1935,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1936,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1937,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1938,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1939,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1940,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1941,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1942,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1943,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1944,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1945,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1946,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1947,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
