Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHR_M_R
2486,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2487,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2488,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2489,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2490,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2491,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2492,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2493,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2494,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2495,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2496,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2497,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2498,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2499,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2500,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2501,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2502,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2503,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2504,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2505,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2506,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2507,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2508,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2509,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2510,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2511,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2512,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2513,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2514,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2515,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2516,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2517,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2518,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Built-up
2519,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2520,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2521,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
2522,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
2523,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2524,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2525,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2526,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2527,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2528,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2529,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2530,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2531,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2532,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2533,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2534,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2535,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2536,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2537,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2538,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2539,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2540,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2541,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2542,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2543,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2544,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2545,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2546,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2547,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2548,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2549,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2550,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2551,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2552,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,NULL
2553,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2554,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
2555,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
2556,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2557,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2558,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2559,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2560,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2561,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2562,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2563,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2564,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2565,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2566,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2567,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2568,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2569,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2570,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2571,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2572,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2573,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2574,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2575,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2576,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2577,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2578,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2579,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2580,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2581,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2582,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2583,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2584,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2585,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
2586,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2587,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2588,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2589,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2590,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2591,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2592,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2593,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2594,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2595,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2596,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2597,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
2598,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2599,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2600,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2601,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2602,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2603,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2604,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2605,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2606,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
2607,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2608,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2609,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
2610,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2611,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2612,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
2613,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2614,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2615,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2616,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Shrubland,Grassland
2617,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
2618,NULL,Built-up,Water,NULL,Water,Shrubland,Built-up,Forest
2619,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Bareland
2620,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
2621,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
2622,NULL,Built-up,Water,Water,Water,Bareland,NULL,Bareland
2623,NULL,Built-up,Water,Water,Water,Forest,Water,Forest
2624,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2625,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2626,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2627,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2628,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2629,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2630,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2631,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2632,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
2633,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2634,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2635,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2636,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2637,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2638,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2639,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2640,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2641,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2642,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2643,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2644,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2645,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2646,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2647,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2648,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2649,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2650,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2651,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2652,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2653,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2654,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2655,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2656,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Built-up
2657,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2658,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2659,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2660,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2661,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2662,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2663,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2664,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2665,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2666,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2667,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2668,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2669,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2670,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2671,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2672,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2673,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2674,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2675,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2676,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2677,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2678,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2679,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2680,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2681,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2682,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2683,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2684,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2685,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2686,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2687,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2688,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2689,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Built-up
2690,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2691,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2692,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2693,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2694,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2695,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2696,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2697,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2698,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2699,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2700,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2701,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2702,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2703,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2704,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2705,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2706,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
2707,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
2708,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2709,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2710,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2711,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2712,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2713,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2714,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2715,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2716,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2717,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2718,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2719,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2720,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2721,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2722,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2723,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
2724,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2725,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2726,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2727,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2728,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2729,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2730,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2731,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2732,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2733,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2734,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2735,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2736,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2737,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2738,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2739,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2740,NULL,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2741,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2742,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2743,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2744,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2745,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2746,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2747,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2748,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2749,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2750,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2751,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2752,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2753,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2754,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2755,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2756,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2757,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2758,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2759,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2760,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
2761,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2762,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2763,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2764,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
2765,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2766,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
2767,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
2768,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2769,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2770,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2771,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2772,NULL,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
2773,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2774,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2775,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2776,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2777,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2778,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2779,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2780,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2781,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2782,NULL,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2783,NULL,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2784,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2785,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2786,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
2787,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2788,NULL,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
2789,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2790,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2791,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2792,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2793,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2794,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
2795,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Water
2796,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2797,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2798,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2799,NULL,Water,Water,NULL,Water,NULL,Forest,Forest
2800,NULL,Water,Water,NULL,Water,Bareland,NULL,Grassland
2801,NULL,Water,Water,NULL,Water,Water,Bareland,Bareland
2802,NULL,Water,Water,Water,Water,NULL,Water,Forest
2803,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2804,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2805,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2806,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2807,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2808,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2809,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2810,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
