Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNF_M_R
1021,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1022,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1023,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1025,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1026,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1027,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1028,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1029,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1030,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1031,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1032,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1033,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1034,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1035,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1036,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1037,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1038,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1039,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1040,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1041,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1042,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1043,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1044,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1045,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1046,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1047,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1048,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1049,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1050,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1051,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1052,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1053,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1054,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1055,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
1056,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1057,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1058,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1059,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1060,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1061,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1062,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1063,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1065,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1066,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1067,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1068,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1069,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1070,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1071,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1072,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1074,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1075,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1076,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1077,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1078,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1079,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1080,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1081,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1082,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1083,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1084,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1085,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1086,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1087,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1088,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1089,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1090,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1091,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1092,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1093,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1094,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1095,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1096,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1097,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1098,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1099,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1100,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1101,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1102,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1103,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1104,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1105,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1106,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Built-up
1107,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1108,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1109,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
1110,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1111,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1112,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1113,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1114,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1115,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1116,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1117,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1118,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1119,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1120,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1121,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1122,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1123,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1125,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1126,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1127,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1128,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1129,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1130,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1131,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1133,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1134,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1135,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1136,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1138,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1139,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1140,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1141,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1142,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1143,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1144,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1145,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1146,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1147,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1148,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1149,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1150,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1151,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1152,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1155,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1156,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1157,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1158,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1159,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1160,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1161,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1162,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1163,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1164,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1165,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1166,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1167,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1169,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1170,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1171,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1172,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1173,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1175,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1177,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1178,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1179,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1180,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1181,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1182,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1184,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1185,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1186,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1188,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1189,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1190,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1191,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1192,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1194,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1195,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1196,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1197,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1198,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1199,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1200,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1201,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1202,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1203,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1204,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1205,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1206,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1207,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1208,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1209,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1211,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1212,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1213,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1214,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1215,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1216,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1217,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1218,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1219,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1220,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1221,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1222,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1223,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1224,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1225,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1226,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1227,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1228,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1229,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1230,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1232,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1233,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1234,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1235,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1236,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1237,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1238,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1239,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
1240,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1241,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1242,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Water
1243,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1244,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
1245,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1246,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1248,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1249,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1250,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1252,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1253,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1255,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1256,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1257,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1258,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1260,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1261,Cropland,Water,Water,NULL,Water,NULL,NULL,NULL
1262,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1263,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1264,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1265,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
1266,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1267,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1268,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1269,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1270,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1271,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1272,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1273,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1274,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1275,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1276,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1277,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1278,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1279,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1280,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1281,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1282,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1283,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1284,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1285,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1286,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1287,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1288,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1289,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1290,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1291,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1293,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1294,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1295,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1296,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1297,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1298,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1299,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1300,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1301,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1302,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1303,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1304,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1305,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1306,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1307,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1308,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1309,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1310,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1311,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1312,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1313,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1314,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1315,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1316,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1317,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1318,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1320,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1321,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1322,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1323,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1324,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1325,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1326,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1327,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1328,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1329,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1330,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1331,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1332,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1333,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1334,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1335,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1336,Cropland,Forest,Water,NULL,Water,NULL,NULL,NULL
1337,Cropland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1338,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1339,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1340,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1341,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1342,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1343,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
1344,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1345,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1347,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1348,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1349,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1350,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1351,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1352,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1353,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
