Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRT_M_R
1198,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1199,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1200,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1201,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1202,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1203,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1204,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1205,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1206,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1207,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1208,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1209,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1210,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1211,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1212,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1213,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1214,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1215,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1216,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1217,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1218,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1219,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1220,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1221,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1222,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
1223,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1224,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1225,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1226,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1227,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1228,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1229,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1230,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1231,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1232,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1233,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1234,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1235,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1236,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1237,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1238,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1239,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1240,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1241,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1242,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1243,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1244,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Water,Water
1245,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
1246,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1247,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1248,NULL,Cropland,Water,Water,Water,Water,NULL,Forest
1249,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1250,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1251,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1252,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1253,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1254,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1255,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1256,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1257,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1258,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1259,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1260,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1261,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1262,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1263,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1264,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1265,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1266,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1267,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1268,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1269,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1270,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1271,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
1272,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1273,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1274,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1275,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1276,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1277,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1278,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1279,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1280,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1281,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1282,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1283,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1284,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1285,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1286,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1287,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1288,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1289,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1290,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
1291,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1292,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1293,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1294,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1295,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1296,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1297,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1298,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1299,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1300,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1301,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1302,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1303,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1304,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1305,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1306,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1307,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1308,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1309,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1310,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1311,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1312,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1313,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1314,NULL,Bareland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1315,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1316,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1317,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1318,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1319,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1320,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1321,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1322,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1323,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1324,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1325,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1326,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1327,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1328,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1329,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1330,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1331,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1332,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1333,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1334,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1335,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1336,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1337,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1338,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1339,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1340,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1341,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1342,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1343,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1344,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1345,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1346,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1347,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1348,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1349,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1350,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1351,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1352,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1353,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1354,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1355,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1356,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1357,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1358,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1359,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1360,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1361,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1362,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1363,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1364,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1365,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1366,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1367,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1368,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1369,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1370,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1371,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1372,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1373,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1374,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1375,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1376,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1377,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1378,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1379,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1380,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1381,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1382,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1383,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1384,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1385,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1386,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1387,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1388,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
1389,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Built-up
1390,NULL,Bareland,Water,NULL,Water,NULL,Bareland,Bareland
1391,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1392,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1393,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1394,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1395,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1396,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1397,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1398,NULL,Bareland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1399,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1400,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1401,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1402,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1403,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1404,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1405,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1406,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1407,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1408,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1409,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1410,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1411,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1412,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1413,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1414,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1415,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
1416,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1417,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1418,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
1419,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
1420,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
1421,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
1422,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Water
1423,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1424,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1425,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Bareland
1426,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Built-up
1427,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Water
1428,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
1429,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1430,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
1431,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1432,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1433,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1434,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1435,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1436,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1437,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1438,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1439,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1440,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1441,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1442,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1443,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1444,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
1445,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1446,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1447,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1448,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1449,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1450,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
1451,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
1452,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1453,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1454,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1455,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1456,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1457,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1458,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1459,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1460,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1461,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
1462,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Water
1463,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1464,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1465,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1466,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
1467,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Built-up
1468,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
1469,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1470,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1471,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1472,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1473,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1474,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1475,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1476,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1477,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
1478,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1479,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1480,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1481,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1482,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1483,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1484,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1485,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1486,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1487,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1488,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1489,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
1490,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Water
1491,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1492,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1493,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1494,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1495,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1496,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1497,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
1498,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1499,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Water
1500,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1501,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1502,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
1503,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
1504,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1505,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1506,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1507,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
1508,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1509,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Water
1510,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1511,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1512,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1513,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1514,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1515,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
1516,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1517,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
1518,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Bareland
1519,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
1520,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
