Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMF_M_R
2004,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2005,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2006,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2007,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2008,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2009,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2010,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2011,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2012,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2013,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2014,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2015,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2016,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2017,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2018,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2019,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2020,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2021,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2022,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2023,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2024,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2025,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2026,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2027,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2028,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2029,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2030,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2031,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2032,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2033,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2034,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2035,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2036,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2037,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2038,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2039,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2040,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2041,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2042,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2043,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2044,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2045,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2046,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2047,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2048,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2049,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2050,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2051,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2052,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2053,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2054,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
2055,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
2056,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2057,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2058,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2059,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
2060,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2061,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2062,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2063,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2064,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2065,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2066,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2067,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2068,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2069,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2070,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2071,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2072,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2073,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2074,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2075,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2076,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2077,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2078,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2079,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2080,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2081,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2082,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2083,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2084,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2085,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2086,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2087,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2088,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2089,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2090,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2091,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2092,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2093,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2094,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2095,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2096,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2097,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2098,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2099,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2100,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2101,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2102,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2103,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2104,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2105,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2106,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2107,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2108,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2109,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
2110,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
2111,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2112,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2113,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2114,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2115,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2116,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2117,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2118,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
2119,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Cropland
2120,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
2121,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
2122,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Bareland
2123,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2124,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
2125,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
2126,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2127,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2128,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
2129,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
2130,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Built-up
2131,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2132,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2133,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2134,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Forest,Bareland
2135,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Forest,Built-up
2136,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2137,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2138,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2139,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2140,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Built-up
2141,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2142,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2143,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2144,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2145,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2146,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2147,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2148,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2149,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2150,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2151,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
2152,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
2153,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2154,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2155,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2156,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2157,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2158,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2159,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2160,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Bareland
2161,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2162,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2163,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2164,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2165,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2166,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2167,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2168,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2169,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2170,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2171,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2172,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2173,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2174,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
2175,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2176,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2177,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2178,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2179,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2180,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2181,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2182,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2183,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2184,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2185,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2186,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2187,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2188,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2189,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
2190,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2191,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
2192,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2193,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2194,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2195,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
2196,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
2197,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2198,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2199,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2200,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
2201,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2202,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2203,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2204,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2205,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2206,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2207,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2208,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2209,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2210,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2211,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2212,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2213,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2214,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2215,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
2216,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2217,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
2218,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2219,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2220,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2221,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2222,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2223,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2224,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2225,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2226,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2227,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
2228,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2229,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2230,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2231,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2232,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,NULL
2233,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2234,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
2235,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2236,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2237,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
2238,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
2239,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Built-up
2240,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
2241,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Cropland
2242,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Bareland
2243,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Built-up
2244,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2245,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2246,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2247,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2248,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2249,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2250,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2251,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2252,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2253,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2254,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2255,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2256,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2257,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2258,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2259,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2260,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2261,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2262,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2263,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2264,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2265,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2266,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2267,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2268,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
2269,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2270,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2271,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2272,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2273,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2274,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2275,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2276,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2277,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2278,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2279,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2280,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2281,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2282,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2283,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2284,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2285,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2286,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2287,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
2288,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,NULL
2289,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2290,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2291,NULL,Built-up,Water,NULL,Water,NULL,NULL,NULL
2292,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2293,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
2294,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2295,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
2296,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Grassland
2297,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Cropland
2298,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Bareland
2299,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Built-up
2300,NULL,Built-up,Water,NULL,Water,NULL,Forest,Bareland
2301,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Grassland
2302,NULL,Built-up,Water,NULL,Water,Shrubland,Built-up,NULL
2303,NULL,Built-up,Water,NULL,Water,Shrubland,Built-up,Grassland
2304,NULL,Built-up,Water,NULL,Water,Shrubland,Built-up,Bareland
2305,NULL,Built-up,Water,NULL,Water,Shrubland,Built-up,Forest
2306,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Grassland
2307,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Cropland
2308,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
2309,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Built-up
2310,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Grassland
2311,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Bareland
2312,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Built-up
2313,NULL,Built-up,Water,NULL,Water,Cropland,Forest,Bareland
2314,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
2315,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
2316,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
2317,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
2318,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
2319,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,NULL
2320,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
2321,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
2322,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
