Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRH_M_R
3257,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3258,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3259,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3260,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3261,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
3262,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3263,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3264,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3265,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3266,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3267,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3268,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3269,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3270,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3271,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3272,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3273,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3274,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3275,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3276,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
3277,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
3278,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3279,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3280,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3281,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3282,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3283,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3284,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3285,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3286,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3287,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3288,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3289,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3290,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3291,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3292,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
3293,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
3294,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
3295,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
3296,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3297,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3298,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3299,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3300,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
3301,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Forest,Wetland
3302,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
3303,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3304,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
3305,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Forest,Grassland
3306,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3307,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3308,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3309,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3310,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3311,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3312,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3313,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3314,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3315,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3316,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3317,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
3318,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3319,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3320,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3321,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3322,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3323,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3324,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3325,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3326,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3327,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3328,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
3329,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3330,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3331,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3332,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3333,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3334,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3335,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3336,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3337,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3338,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3339,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3340,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3341,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3342,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
3343,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3344,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3345,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3346,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3347,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3348,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3349,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3350,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3351,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3352,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3353,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3354,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3355,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3356,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3357,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3358,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3359,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3360,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3361,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3362,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3363,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
3364,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3365,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3366,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3367,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
3368,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3369,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
3370,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3371,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3372,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
3373,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
3374,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3375,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
3376,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3377,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3378,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3379,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3380,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
3381,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3382,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3383,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
3384,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Wetland
3385,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
3386,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Wetland
3387,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3388,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3389,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3390,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3391,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3392,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3393,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3394,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3395,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3396,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3397,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3398,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3399,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
3400,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3401,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Forest,Wetland
3402,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3403,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3404,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3405,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3406,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3407,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3408,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3409,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3410,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3411,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3412,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3413,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3414,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3415,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3416,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3417,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3418,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3419,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3420,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3421,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3422,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3423,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3424,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3425,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3426,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3427,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3428,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3429,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3430,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3431,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3432,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3433,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3434,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3435,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3436,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3437,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3438,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3439,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3440,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3441,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3442,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3443,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3444,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3445,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3446,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3447,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3448,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3449,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3450,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3451,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3452,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3453,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3454,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3455,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3456,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3457,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3458,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3459,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
3460,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
3461,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3462,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3463,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3464,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3465,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3466,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3467,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3468,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
3469,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3470,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
3471,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3472,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
3473,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
3474,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
3475,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3476,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3477,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3478,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
3479,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
3480,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
3481,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
3482,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3483,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
3484,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,NULL
3485,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
3486,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3487,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3488,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3489,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3490,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3491,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3492,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3493,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3494,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3495,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3496,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3497,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3498,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3499,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3500,Grassland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Wetland
3501,Grassland,NULL,Water,Non_Water,Water,Water,Shrubland,NULL
3502,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3503,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3504,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3505,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3506,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3507,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3508,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3509,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3510,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3511,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3512,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3513,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
3514,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3515,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3516,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3517,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
3518,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3519,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3520,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3521,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3522,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3523,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3524,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3525,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3526,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3527,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3528,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3529,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3530,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3531,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3532,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3533,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3534,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3535,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3536,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3537,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3538,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3539,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3540,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
3541,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
3542,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3543,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3544,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3545,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3546,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3547,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3548,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3549,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3550,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3551,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3552,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3553,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
3554,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3555,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3556,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
3557,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
3558,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
3559,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3560,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
3561,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
3562,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
3563,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3564,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3565,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3566,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3567,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
3568,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
3569,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3570,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
3571,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
3572,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
