Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPK_M_R
342,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
343,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
344,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
345,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
346,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
347,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
348,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
349,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
350,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
351,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
352,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
353,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
354,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
356,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
357,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
358,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
360,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
361,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
362,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
364,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
365,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
366,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
368,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
369,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
370,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
372,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
373,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
374,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
375,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
376,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
377,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
378,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
379,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
381,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
382,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
383,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
385,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
387,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
388,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
389,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
390,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
391,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
392,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
393,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
394,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
395,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
396,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
397,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
398,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
399,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
400,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
401,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
402,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
403,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
404,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
405,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
406,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
407,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
408,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
409,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
410,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
411,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
412,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
413,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
414,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
415,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
416,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
417,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
419,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
420,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
421,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
422,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
423,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
424,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
425,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
426,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
427,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
428,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
429,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
430,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
431,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
432,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
433,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
434,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
435,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
436,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
437,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
438,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
439,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
440,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
441,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
442,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
443,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
444,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
445,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
446,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
447,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
448,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
449,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
450,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
451,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
452,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
453,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
454,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
455,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
456,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
457,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
458,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
459,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
460,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
461,Wetland,Water,Water,Water,Water,NULL,NULL,Water
462,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
463,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
464,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
465,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
466,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
467,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
468,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
469,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
470,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
471,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
473,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
474,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
476,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
477,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
478,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
479,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
480,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
481,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
482,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
484,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
485,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
486,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
488,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
489,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
490,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
491,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
492,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
493,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
494,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
495,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
496,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
497,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
499,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
500,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
501,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
502,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
503,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
504,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
505,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
506,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
507,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
508,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
510,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
511,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
512,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
513,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
514,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
515,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
516,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
517,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
518,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
519,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
520,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
521,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
523,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
524,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
525,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
526,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
527,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
528,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
529,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
530,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
531,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
532,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
533,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
534,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
536,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
537,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
539,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
540,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
541,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
542,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
543,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
544,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
545,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
546,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
548,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
549,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
550,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
551,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
552,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
553,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
554,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
555,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
556,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
557,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
558,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
559,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
560,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
561,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
562,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
563,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
564,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
565,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
566,Water,NULL,Water,Water,Water,NULL,NULL,Forest
567,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
568,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
569,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
570,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
571,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
572,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
573,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
575,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
576,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
577,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
578,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
579,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
580,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
581,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
582,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
583,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
584,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
585,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
586,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
587,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
588,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
589,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
590,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
591,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
592,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
593,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
594,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
595,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
596,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
597,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
598,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
599,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
600,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
601,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
602,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
603,Water,Wetland,Water,Water,Water,NULL,NULL,Water
604,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
605,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
606,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
607,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
608,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
609,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
610,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
611,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
612,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
613,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
614,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
615,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
616,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
617,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
618,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
619,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
620,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
622,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
623,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
624,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
625,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
626,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
627,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
628,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
629,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
630,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
631,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
632,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
633,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
634,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
635,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
636,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
637,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
638,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
639,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
640,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
641,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
642,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
643,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
644,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
645,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
646,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
647,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
648,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
649,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
650,Water,Water,Water,NULL,Water,NULL,NULL,Water
651,Water,Water,Water,NULL,Water,NULL,NULL,Forest
652,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
653,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
654,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
655,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
656,Water,Water,Water,Water,Water,NULL,NULL,Grassland
657,Water,Water,Water,Water,Water,NULL,NULL,Wetland
658,Water,Water,Water,Water,Water,NULL,NULL,Water
659,Water,Water,Water,Water,Water,NULL,NULL,Forest
660,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
661,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
662,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
663,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
664,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
665,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
666,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
667,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
668,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
669,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
670,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
671,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
672,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
673,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
674,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
675,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
676,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
677,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
678,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
680,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
681,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
682,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
684,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
685,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
686,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
687,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
688,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
689,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
690,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
691,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
692,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
693,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
694,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
