Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R
327,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
328,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
329,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
330,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
331,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
332,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
333,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
334,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
335,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
336,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
337,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
338,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
339,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
340,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
341,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
342,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
343,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
344,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
345,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
346,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
347,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
348,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
349,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
350,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
351,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
352,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
353,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
354,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
355,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
356,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
357,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
358,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
359,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
360,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
361,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
363,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
364,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
365,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
366,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
367,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
368,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
369,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
370,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
371,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
372,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
373,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
374,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
375,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
376,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
377,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
378,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
379,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
381,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
382,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
383,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
385,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
386,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
388,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
389,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
390,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
391,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
392,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
393,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
395,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
396,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
397,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
398,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
399,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
400,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
401,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
402,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
403,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
404,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
405,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
406,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
407,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
408,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
409,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
411,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
412,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
413,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
414,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
415,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
416,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
417,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
419,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
421,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
422,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
423,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
424,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
425,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
426,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
430,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
431,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
432,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
433,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
434,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
435,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
436,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
437,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
438,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
440,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
441,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
442,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
443,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
444,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
445,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
446,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
448,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
449,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
450,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
451,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
452,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
453,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
454,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
455,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
456,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
457,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
458,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
460,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
461,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
462,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
463,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
465,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
466,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
467,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
468,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
469,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
470,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
472,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
473,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
474,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
475,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
476,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
477,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
478,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
479,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
480,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
481,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
482,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
484,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
485,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
487,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
488,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
489,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
490,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
491,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
492,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
493,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
494,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
495,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
496,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
497,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
498,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
499,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
500,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
501,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
502,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
503,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
504,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
505,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
506,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
508,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
509,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
510,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
511,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
512,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
513,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
515,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
516,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
517,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
518,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
519,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
520,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
522,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
523,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
524,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
525,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
526,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
527,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
528,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
529,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
530,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
531,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
532,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
533,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
534,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
535,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
536,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
537,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
539,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
540,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
541,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
542,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
543,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
544,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
545,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
546,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
547,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
548,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
549,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
550,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
551,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
552,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
553,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
554,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
555,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
556,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
557,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
558,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
559,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
560,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
561,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
562,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
563,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
564,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
565,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
566,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
567,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
568,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
570,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
571,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
572,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
574,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
575,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
576,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
577,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
578,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
579,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
580,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
581,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
582,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
583,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
584,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
585,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
586,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
587,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
588,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
589,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
590,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
591,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
592,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
593,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
594,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
595,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
596,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
597,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
598,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
599,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
600,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
601,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
602,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
603,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
604,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
605,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
606,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
607,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
608,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
609,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
610,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
611,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
612,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
613,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
614,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
615,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
616,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
617,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
618,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
619,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
620,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
621,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
622,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
624,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
625,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
626,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
628,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
629,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
630,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
631,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
633,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
634,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
635,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
636,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
638,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
639,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
640,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
641,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
642,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
643,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
644,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
645,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
646,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
648,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
649,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
650,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
651,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
652,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
653,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
654,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
655,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
656,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
657,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
658,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
659,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
