Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCF_M_R
3335,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3336,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3337,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3338,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3339,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3340,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3341,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
3342,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3343,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3344,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3345,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3346,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3347,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3348,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3349,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3350,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3351,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3352,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3353,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3354,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3355,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3356,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3357,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3358,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3359,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3360,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3361,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3362,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3363,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3364,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
3365,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3366,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3367,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3368,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3369,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3370,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3371,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3372,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3373,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3374,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3375,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3376,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3377,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3378,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3379,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3380,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3381,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3382,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3383,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3384,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3385,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3386,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3387,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3388,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3389,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3390,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3391,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3402,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3405,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3406,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3407,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3408,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3409,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3410,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3411,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3412,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3415,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3416,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3417,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3418,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3419,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3420,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3423,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3424,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3426,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3427,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
3448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
3452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3453,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3454,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3455,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3456,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3457,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3458,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3459,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3460,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3461,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3462,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3463,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3464,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3465,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3466,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3467,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3468,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3469,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3470,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3471,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3472,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3473,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3474,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3475,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3476,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
3477,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3478,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
3479,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3480,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3481,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3482,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3483,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3484,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3485,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3486,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3487,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3488,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3489,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3490,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3491,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3492,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3493,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3494,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3495,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3496,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3497,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3498,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3499,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3500,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3501,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3502,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3503,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3504,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3505,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3506,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3507,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3508,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3509,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3510,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3511,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3512,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3513,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3514,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3515,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3516,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3517,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3518,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3519,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3520,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3521,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3522,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3523,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3524,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3525,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3526,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3527,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
3528,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3529,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3530,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3531,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3532,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3533,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3534,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3535,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3536,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3537,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3538,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3539,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3540,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3541,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3542,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3543,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3544,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3545,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3546,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3547,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3548,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
3549,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3550,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3551,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3552,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
3553,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3554,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3555,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3556,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3557,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3558,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3559,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3560,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3561,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3562,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3563,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3564,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3565,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3566,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3567,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3568,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3569,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3570,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3571,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3572,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3573,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3574,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3575,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3576,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3577,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3578,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3579,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3580,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3581,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3582,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3583,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3584,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3585,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3586,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3587,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3588,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3589,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3590,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3591,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3592,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3593,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3594,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3595,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3596,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3597,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3598,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3599,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3600,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3601,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3602,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3603,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3604,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3605,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3606,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3607,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3608,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3609,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3610,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3611,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3612,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3613,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3614,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3615,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3616,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3617,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3618,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3619,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3620,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3621,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3622,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3623,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3624,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3625,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3626,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3627,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3628,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3629,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3630,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3631,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3632,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3633,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3634,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3635,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
3636,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
3637,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
3638,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3639,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
3640,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3641,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3642,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3643,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3644,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3645,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3646,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3647,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3648,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3649,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
