Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRN_M_R
46,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
47,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up
48,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
49,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
50,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
51,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water
52,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Forest
53,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland
54,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland
55,NULL,NULL,Wetland,NULL,Wetland,NULL,Water
56,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest
57,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
58,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
59,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water
60,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest
61,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland
62,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland
63,NULL,NULL,Wetland,Water,Wetland,NULL,Water
64,NULL,NULL,Wetland,Water,Wetland,NULL,Forest
65,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
66,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
67,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
68,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
69,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
70,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
71,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
72,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
73,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
74,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water
75,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
76,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
77,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
78,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
79,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water
80,NULL,NULL,Water,NULL,Water,NULL,Grassland
81,NULL,NULL,Water,NULL,Water,NULL,Wetland
82,NULL,NULL,Water,NULL,Water,NULL,Bareland
83,NULL,NULL,Water,NULL,Water,NULL,Water
84,NULL,NULL,Water,NULL,Water,NULL,Forest
85,NULL,NULL,Water,Non_Water,Water,NULL,Grassland
86,NULL,NULL,Water,Non_Water,Water,NULL,Bareland
87,NULL,NULL,Water,Non_Water,Water,NULL,Water
88,NULL,NULL,Water,Non_Water,Water,NULL,Forest
89,NULL,NULL,Water,Water,Water,NULL,Grassland
90,NULL,NULL,Water,Water,Water,NULL,Bareland
91,NULL,NULL,Water,Water,Water,NULL,Water
92,NULL,NULL,Water,Water,Water,NULL,Forest
93,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL
94,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
95,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
96,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
97,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water
98,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest
99,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
100,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
101,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
102,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
103,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland
104,NULL,NULL,Forest,Water,Non_Wetland,NULL,Bareland
105,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water
106,NULL,NULL,Forest,Water,Non_Wetland,NULL,Forest
107,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Grassland
108,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Bareland
109,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
110,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
111,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
112,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
113,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
114,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
115,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
116,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland
117,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
118,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
119,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
120,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
121,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
122,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
123,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
124,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland
125,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland
126,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
127,NULL,Cropland,Water,Water,Water,NULL,Grassland
128,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
129,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
130,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
131,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
132,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
133,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
134,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
135,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
136,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
137,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
138,NULL,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
139,NULL,Wetland,NULL,Water,Non_Wetland,NULL,Bareland
140,NULL,Wetland,NULL,Water,Non_Wetland,NULL,Water
141,NULL,Wetland,NULL,Water,Non_Wetland,NULL,Forest
142,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
143,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
144,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
145,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
146,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
147,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
148,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
149,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
150,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
151,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
152,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
153,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
154,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
155,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
156,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
157,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
158,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
159,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
160,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
161,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
162,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
163,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
164,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
165,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
166,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
167,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
168,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Water
169,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
170,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland
171,NULL,Wetland,Wetland,NULL,Wetland,NULL,Bareland
172,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water
173,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest
174,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
175,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
176,NULL,Wetland,Wetland,Water,Wetland,NULL,Bareland
177,NULL,Wetland,Wetland,Water,Wetland,NULL,Water
178,NULL,Wetland,Wetland,Water,Wetland,NULL,Forest
179,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
180,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
181,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Water
182,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
183,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
184,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
185,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,Bareland
186,NULL,Wetland,Water,NULL,Water,NULL,Grassland
187,NULL,Wetland,Water,NULL,Water,NULL,Bareland
188,NULL,Wetland,Water,NULL,Water,NULL,Forest
189,NULL,Wetland,Water,Non_Water,Water,NULL,Grassland
190,NULL,Wetland,Water,Water,Water,NULL,Grassland
191,NULL,Wetland,Water,Water,Water,NULL,Bareland
192,NULL,Wetland,Water,Water,Water,NULL,Water
193,NULL,Wetland,Water,Water,Water,NULL,Forest
194,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
195,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
196,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
197,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Water
198,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
199,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
200,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
201,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
202,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
203,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
204,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
205,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Water
206,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Forest
207,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
208,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
209,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Water
210,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
211,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
212,NULL,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
213,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL
214,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
215,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
216,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Built-up
217,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
218,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
219,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
220,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
221,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
222,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
223,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
224,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
225,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
226,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
227,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
228,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
229,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
230,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
231,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
232,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
233,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,Water
234,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
235,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
236,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
237,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
238,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
239,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
240,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
241,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
242,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
243,NULL,Bareland,Wetland,NULL,Wetland,NULL,Bareland
244,NULL,Bareland,Wetland,NULL,Wetland,NULL,Water
245,NULL,Bareland,Wetland,NULL,Wetland,NULL,Forest
246,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Water
247,NULL,Bareland,Wetland,Water,Wetland,NULL,Water
248,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
249,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
250,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up
251,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
252,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Forest
253,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
254,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,Grassland
255,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
256,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,Water
257,NULL,Bareland,Water,NULL,Water,NULL,Bareland
258,NULL,Bareland,Water,NULL,Water,NULL,Forest
259,NULL,Bareland,Water,Water,Water,NULL,Bareland
260,NULL,Bareland,Water,Water,Water,NULL,Water
261,NULL,Bareland,Water,Water,Water,NULL,Forest
262,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
263,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
264,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Water
265,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
266,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
267,NULL,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
268,NULL,Bareland,Forest,Water,Non_Wetland,NULL,Water
269,NULL,Bareland,Forest,Water,Non_Wetland,NULL,Forest
270,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
271,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
272,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up
273,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
274,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland
275,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland
276,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest
277,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Bareland
278,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Water
279,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
280,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
281,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
282,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
283,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
284,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
285,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
286,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
287,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
288,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water
289,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
290,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
291,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
292,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up
293,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
294,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
295,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL
296,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
297,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
298,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
299,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
300,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
301,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
302,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Bareland
303,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up
304,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
305,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland
306,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
307,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Water
308,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Forest
309,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL
310,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
311,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
312,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
313,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
314,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
315,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
316,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland
317,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest
318,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland
319,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland
320,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Forest
321,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland
322,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland
323,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water
324,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest
325,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
326,NULL,Built-up,Wetland,Water,Wetland,NULL,Water
327,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
328,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
329,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up
330,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
331,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Bareland
332,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Bareland
333,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
334,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
335,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
336,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
337,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
338,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
339,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland
340,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up
341,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Forest
342,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water
343,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Forest
344,NULL,Built-up,Water,NULL,Water,NULL,Grassland
345,NULL,Built-up,Water,NULL,Water,NULL,Bareland
346,NULL,Built-up,Water,NULL,Water,NULL,Water
347,NULL,Built-up,Water,Non_Water,Water,NULL,Bareland
348,NULL,Built-up,Water,Non_Water,Water,NULL,Water
349,NULL,Built-up,Water,Water,Water,NULL,Grassland
350,NULL,Built-up,Water,Water,Water,NULL,Water
351,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL
352,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
353,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
354,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
355,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water
356,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
357,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
358,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Bareland
359,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water
360,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
361,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
362,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Bareland
363,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Water
364,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Forest
365,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland
366,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland
367,NULL,Water,NULL,Water,Non_Wetland,NULL,Water
368,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
369,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
370,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water
371,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
372,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
373,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
374,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
375,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
376,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
377,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
378,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water
379,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Forest
380,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
381,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
