Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLJ_M_R
763,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
764,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
765,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
766,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
767,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
768,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
769,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
770,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
771,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
772,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
773,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
774,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
775,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
776,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
777,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
779,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
780,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
781,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
782,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
783,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
784,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
785,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
787,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
788,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
789,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
790,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
791,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
792,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
793,Grassland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
794,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
795,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
796,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
797,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Forest
798,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
799,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
800,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
801,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
803,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
804,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
805,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
806,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
807,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
808,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
809,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
810,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
811,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
812,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
813,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
814,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
815,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
816,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
817,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
818,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
819,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
820,Grassland,Water,Water,Water,Water,NULL,NULL,Water
821,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
822,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
823,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
824,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
825,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
826,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
828,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
829,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
830,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
831,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
832,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
833,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
834,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
835,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
836,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
837,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
838,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
839,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
840,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
841,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
842,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
843,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
844,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
845,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
846,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
847,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
848,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
849,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
851,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
852,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
853,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
854,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
855,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
856,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
857,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
858,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
859,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
860,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
861,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
862,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
863,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
865,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
866,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
867,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
868,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
869,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
870,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
871,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
872,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
873,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
874,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
875,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
876,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
877,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
878,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
879,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
880,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
881,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
882,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
883,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
884,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
886,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
887,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
888,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
889,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
890,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
891,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
892,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
893,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
894,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
895,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
896,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
897,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
898,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
899,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
900,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
901,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
902,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
903,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
904,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
905,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
906,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
907,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
908,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
909,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
910,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
911,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
912,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
913,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
914,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
915,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
916,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
917,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
918,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
919,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
920,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
921,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
922,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
923,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
924,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
925,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
926,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
927,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
928,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
929,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
930,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
931,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
932,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
933,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
934,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
935,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
936,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
937,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
938,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
939,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
940,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
941,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
942,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
943,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
944,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
945,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
946,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
947,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
948,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
949,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
950,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
951,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
952,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
953,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
955,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
956,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
957,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
958,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
959,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
960,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
961,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
962,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
963,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
964,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
965,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
966,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
967,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
968,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
969,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
970,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
971,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
972,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
973,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
974,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
975,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
976,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
977,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
978,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
979,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
980,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
981,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
983,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
984,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
985,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
986,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
987,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
988,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
989,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
990,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
991,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
992,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
993,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
994,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
995,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
996,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
997,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
998,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
999,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1000,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1001,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1002,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1003,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1004,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1005,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1006,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1007,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1008,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1009,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1010,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1011,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1012,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1013,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1014,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1015,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1016,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1017,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1018,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1019,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1020,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1021,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1022,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1024,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1025,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1026,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1027,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1028,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1029,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1030,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1031,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1032,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1033,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1034,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1035,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1036,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1037,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1038,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1039,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1040,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1041,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1042,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1044,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1045,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1046,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1047,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1048,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1049,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1050,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1052,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1053,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1054,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1055,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1056,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1057,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1059,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1060,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1061,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1062,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1063,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1064,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1065,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1066,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1067,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1068,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1069,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1070,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1071,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1072,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1073,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1074,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1075,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1076,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1077,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1078,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1079,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1080,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1081,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1082,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1083,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1084,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1085,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1087,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1088,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1089,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1090,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1091,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1093,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1095,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1096,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1097,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1098,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1099,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1100,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1101,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1102,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1103,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
