Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R
1114,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1115,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1116,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1117,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1118,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1119,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1120,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1121,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1122,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
1123,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1124,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1125,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1126,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1127,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1128,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1129,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1130,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1131,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1132,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1133,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1134,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1135,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1136,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1137,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1138,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1139,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1140,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1141,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1142,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1143,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1144,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1145,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1146,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1147,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1148,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1149,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1150,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1151,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1152,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1153,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1154,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1155,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
1156,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
1157,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1158,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1159,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1160,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
1161,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
1162,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1163,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1164,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1165,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1166,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1167,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1168,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
1169,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1170,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
1171,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
1172,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
1173,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1174,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,NULL
1175,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1176,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1177,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1178,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1179,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1180,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1181,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1182,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1183,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1184,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1185,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1186,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1187,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1188,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1189,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1190,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1191,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1192,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1193,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1194,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1195,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1196,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1197,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1198,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1199,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1200,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1201,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1202,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1203,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1204,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1205,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1206,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
1207,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1208,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1209,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1210,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1211,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1212,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1213,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1214,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1215,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1216,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1217,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1218,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1219,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1220,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1221,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1222,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1223,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1224,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1225,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1226,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
1227,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1228,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1229,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1230,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1231,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1232,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1233,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1234,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1235,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1236,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
1237,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1238,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1239,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1240,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1241,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1242,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1243,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1244,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1245,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1246,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1247,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1248,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1249,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1250,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1251,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1252,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1253,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1254,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1255,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1256,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1257,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1258,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1259,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1260,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1261,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1262,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1263,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1264,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1265,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1266,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1267,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
1268,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1269,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
1270,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1271,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1272,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1273,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1274,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1275,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1276,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1277,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1278,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1279,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1280,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1281,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1282,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1283,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1284,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1285,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1286,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1287,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1288,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1289,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1290,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1291,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
1292,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1293,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1294,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1295,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1296,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
1297,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1298,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1299,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1300,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1301,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1302,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1303,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1304,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1305,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1306,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1307,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1308,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1309,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1310,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1311,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1312,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1313,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1314,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1315,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1316,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1317,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1318,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1319,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1320,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1324,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1325,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1327,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1328,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1329,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1351,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1370,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1371,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1372,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1373,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1374,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1375,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1376,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1377,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1378,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1379,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
1380,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1381,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1382,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1383,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1384,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1385,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1386,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1387,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1388,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1389,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1390,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1391,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1392,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1393,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1394,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1395,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1396,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1397,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1398,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1399,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1400,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1401,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1402,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1403,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1404,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1405,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1406,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1407,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1408,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1409,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1410,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1411,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1412,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1413,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1414,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1415,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1416,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
1418,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
1419,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1420,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1421,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1422,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1423,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1424,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1425,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1426,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1427,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1428,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1429,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1430,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
