Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMD_M_R
338,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
339,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
340,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
341,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
343,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
344,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
345,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
346,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
347,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
348,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
349,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
351,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
352,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
353,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
354,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
355,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
356,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
357,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
358,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
359,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
360,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
361,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
362,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
363,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
364,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
365,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
366,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
367,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
368,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
369,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
370,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
371,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
372,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
373,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
374,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
375,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
377,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
378,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
379,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
380,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
382,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
383,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
384,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
385,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
386,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
387,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
388,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
389,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
390,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
391,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
392,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
393,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
394,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
395,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
397,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
398,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
399,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
401,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
402,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
403,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
404,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
406,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
407,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
408,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
410,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
411,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
412,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
413,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
414,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
415,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
417,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
418,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
419,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
420,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
422,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
423,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
424,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
425,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
426,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
427,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
428,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
429,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
430,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
431,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
432,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
433,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
434,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
435,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
436,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
438,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
439,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
440,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
441,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
442,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
443,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
444,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
445,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
446,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
447,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
448,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
449,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
450,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
451,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
452,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
453,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
454,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
455,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
456,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
457,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
458,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
459,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
460,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
461,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
462,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
464,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
465,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
466,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
467,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
468,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
469,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
471,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
472,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
473,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
474,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
476,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
477,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
478,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
479,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
480,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
481,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
482,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
484,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
485,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
486,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
487,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
488,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
489,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
491,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
492,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
493,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
494,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
495,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
496,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
497,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
498,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
499,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
500,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
501,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
502,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
503,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
504,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
505,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
507,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
508,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
509,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
510,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
511,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
512,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
513,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
514,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
515,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
516,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
517,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
518,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
519,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
521,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
522,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
523,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
524,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
525,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
526,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
527,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
528,Grassland,Wetland,Water,NULL,Water,NULL,NULL,NULL
529,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
530,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
531,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
532,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
533,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
535,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
537,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
538,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
539,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
541,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
542,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
543,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
544,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
545,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
546,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
547,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
548,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Grassland,Water,Water,Water,Water,NULL,NULL,Water
550,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
551,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
552,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
553,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
554,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
555,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
556,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
558,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
559,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
560,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
562,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
563,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
564,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
566,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
567,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
568,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
569,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
570,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
571,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
572,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
573,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
574,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
576,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
577,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
578,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
579,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
580,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
581,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
582,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
583,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
584,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
585,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
586,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
587,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
588,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
589,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
590,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
591,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
592,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
593,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
594,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
595,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
596,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
597,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
598,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
599,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
601,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
602,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
603,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
604,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
605,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
606,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
607,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
608,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
609,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
610,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
612,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
613,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
614,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
615,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
616,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
617,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
619,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
620,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
621,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
622,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
623,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
624,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
625,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
626,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
628,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
629,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
630,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
631,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
632,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
633,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
634,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
635,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
636,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
637,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
638,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
639,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
640,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
641,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
642,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
643,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
644,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
645,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
646,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
647,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
648,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
649,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
650,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
651,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
652,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
653,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
654,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
655,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
656,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
657,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
658,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
659,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
660,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
661,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
662,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
663,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
664,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
665,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
666,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
667,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
668,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
669,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
670,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
671,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
672,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
673,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
674,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
675,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
676,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
677,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
678,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
679,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
680,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
