Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXS_M_R
3221,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3222,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3223,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3224,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3225,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3226,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3227,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3228,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3229,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3230,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3231,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3232,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3233,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3234,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3235,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3236,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3237,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3238,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3239,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3240,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3241,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3242,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3243,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3244,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3245,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3246,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3247,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3248,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3249,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3250,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3251,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3252,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3253,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3254,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3255,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3256,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3257,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3258,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3259,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3260,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3261,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3262,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3263,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3264,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3265,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3266,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3267,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3268,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3269,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3270,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3271,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3272,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
3273,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3274,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3275,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
3276,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3277,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
3278,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3279,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3280,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3281,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3282,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3283,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3284,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3285,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3286,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3287,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3288,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3289,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3290,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3291,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3292,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3293,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3294,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3295,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3296,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3297,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3298,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
3299,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3300,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3301,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3302,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3303,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3304,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
3305,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3306,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
3307,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3308,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3309,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
3310,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3311,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3312,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3313,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3314,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3315,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
3316,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3317,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
3318,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3319,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3320,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3321,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3322,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3323,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3324,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3325,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3326,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
3327,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3328,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3329,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3330,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3331,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3332,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3333,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3334,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3335,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3336,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
3337,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3338,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3339,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3340,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3341,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
3342,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3343,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3344,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
3345,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
3346,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3347,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3348,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
3349,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3350,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3351,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3352,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3353,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
3354,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
3355,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
3356,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3357,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
3358,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3359,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3360,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3361,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3362,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
3363,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3364,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3365,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3366,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3367,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
3368,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
3369,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
3370,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3371,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
3372,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3373,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
3374,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3375,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
3376,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3377,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3378,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
3379,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3380,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
3381,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3382,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3383,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3384,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
3385,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
3386,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3387,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3388,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
3389,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
3390,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
3391,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
3392,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
3393,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3394,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3395,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3396,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
3397,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
3398,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3399,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3400,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3401,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3402,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3403,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
3404,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
3405,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3406,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3407,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
3408,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3409,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3410,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3411,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3412,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3413,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3414,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
3415,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3416,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3417,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3418,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3419,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3420,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3421,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3422,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3423,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3424,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3425,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3426,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3427,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3428,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3429,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3430,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3431,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3432,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3433,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3434,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
3435,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
3436,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3437,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
3438,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
3439,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
3440,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
3441,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
3442,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Cropland
3443,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Wetland
3444,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Water
3445,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
3446,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Forest
3447,Grassland,NULL,Water,NULL,Water,NULL,Forest,Grassland
3448,Grassland,NULL,Water,NULL,Water,NULL,Forest,Cropland
3449,Grassland,NULL,Water,NULL,Water,Grassland,NULL,NULL
3450,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
3451,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Cropland
3452,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Wetland
3453,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Water
3454,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Forest
3455,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,NULL
3456,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3457,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
3458,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
3459,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
3460,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
3461,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3462,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
3463,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
3464,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
3465,Grassland,NULL,Water,NULL,Water,Grassland,Water,Wetland
3466,Grassland,NULL,Water,NULL,Water,Grassland,Water,Water
3467,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
3468,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
3469,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Forest
3470,Grassland,NULL,Water,NULL,Water,Wetland,NULL,NULL
3471,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
3472,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Forest
3473,Grassland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
3474,Grassland,NULL,Water,NULL,Water,Bareland,NULL,Forest
3475,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3476,Grassland,NULL,Water,NULL,Water,Water,NULL,NULL
3477,Grassland,NULL,Water,NULL,Water,Water,NULL,Wetland
3478,Grassland,NULL,Water,NULL,Water,Water,Grassland,NULL
3479,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
3480,Grassland,NULL,Water,NULL,Water,Water,Grassland,Water
3481,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
3482,Grassland,NULL,Water,NULL,Water,Water,Water,Water
3483,Grassland,NULL,Water,NULL,Water,Forest,NULL,Grassland
3484,Grassland,NULL,Water,NULL,Water,Forest,NULL,Forest
3485,Grassland,NULL,Water,NULL,Water,Forest,Forest,Grassland
3486,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3487,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
3488,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
3489,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,NULL
3490,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
3491,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,NULL
3492,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
3493,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
3494,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
3495,Grassland,NULL,Water,Water,Water,Grassland,NULL,Grassland
3496,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
3497,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
3498,Grassland,NULL,Water,Water,Water,Grassland,Water,Wetland
3499,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
3500,Grassland,NULL,Water,Water,Water,Bareland,NULL,Grassland
3501,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Water
3502,Grassland,NULL,Water,Water,Water,Bareland,Water,Wetland
3503,Grassland,NULL,Water,Water,Water,Water,NULL,Water
3504,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
3505,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
3506,Grassland,NULL,Water,Water,Water,Water,Water,Water
3507,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3508,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3509,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3510,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3511,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3512,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3513,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3514,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3515,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3516,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3517,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3518,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3519,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3520,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
3521,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
3522,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3523,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3524,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3525,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3526,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
3527,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3528,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3529,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3530,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
3531,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3532,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3533,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3534,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3535,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
3536,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3537,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3538,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3539,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3540,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3541,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3542,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3543,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3544,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3545,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3546,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3547,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3548,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3549,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3550,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3551,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3552,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
3553,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
3554,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3555,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3556,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3557,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
