Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLP_M_R
3876,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3877,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3878,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
3879,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
3880,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Cropland
3881,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
3882,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
3883,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3884,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3885,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3886,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3887,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3888,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3889,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3890,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3891,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3892,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3893,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3894,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3895,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3896,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
3897,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
3898,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
3899,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3900,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3901,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
3902,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
3903,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3904,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3905,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3906,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
3907,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
3908,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3909,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3910,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3911,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3912,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3913,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3914,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3915,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3916,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3917,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3918,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3919,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3920,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3921,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3922,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3923,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3924,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
3925,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
3926,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3927,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3928,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3929,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3930,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3931,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3932,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3933,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3934,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3935,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3936,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3937,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3938,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3939,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3940,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
3941,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3942,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3943,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3944,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3945,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3946,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3947,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3948,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3949,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3950,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3951,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3952,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3953,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3954,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3955,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3956,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3957,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3958,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
3959,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3960,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3961,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3962,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3963,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3964,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3965,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3966,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3967,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3968,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3969,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3970,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3971,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3972,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
3973,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3974,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3975,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3976,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3977,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3978,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3979,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3980,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3981,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3982,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3983,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3984,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3985,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3986,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
3987,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3988,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3989,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3990,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
3991,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3992,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
3993,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3994,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3995,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3996,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3997,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3998,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3999,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
4000,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4001,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
4002,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4003,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
4004,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4005,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4006,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4007,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4008,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4009,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,NULL
4010,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4011,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
4012,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
4013,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
4014,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4015,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4016,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4017,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4018,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
4019,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4020,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4021,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4022,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
4023,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4024,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4025,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
4026,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4027,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
4028,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
4029,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4030,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4031,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4032,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4033,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4034,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4035,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4036,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4037,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4038,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4039,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4040,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4041,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4042,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4043,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4044,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4045,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4046,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4047,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4048,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4049,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4050,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4051,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4052,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4053,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4054,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4055,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4056,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4057,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4058,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4059,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4060,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4061,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4062,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4063,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4064,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4065,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4066,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4067,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4068,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4069,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4070,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4071,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4072,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4073,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4074,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4075,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4076,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4077,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4078,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4079,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4080,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4081,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4082,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4083,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4084,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4085,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4086,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4087,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4088,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4089,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4090,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4091,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4092,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4093,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4094,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4095,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4096,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4097,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4098,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4099,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4100,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4101,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4102,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4103,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4104,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4105,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4106,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4107,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4108,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4109,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4110,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
4111,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4112,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4113,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4114,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4115,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4116,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4117,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4118,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4119,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4120,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4121,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
4122,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4123,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4124,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4125,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4126,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4127,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4128,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4129,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
4130,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4131,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4132,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4133,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4134,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4135,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
4136,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4137,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
4138,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
4139,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4140,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4141,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4142,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
4143,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4144,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4145,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4146,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4147,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4148,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4149,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4150,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4151,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4152,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4153,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
4154,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4155,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4156,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4157,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4158,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4159,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
4160,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4161,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4162,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4163,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
4164,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
4165,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
4166,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
4167,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4168,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
4169,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4170,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4171,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4172,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4173,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4174,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
4175,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4176,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
4177,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
4178,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
4179,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4180,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4181,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4182,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4183,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4184,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4185,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4186,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4187,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4188,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
4189,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
4190,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4191,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
4192,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
4193,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Water
4194,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
4195,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
4196,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4197,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
