Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPM_M_R
343,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
345,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
346,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
347,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
349,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
350,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
351,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
352,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
355,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
356,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
357,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
358,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
359,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
363,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
364,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
365,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
366,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
369,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
370,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
371,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
372,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
373,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
374,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
375,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
376,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
377,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
378,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
379,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
380,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
381,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
382,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
383,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
384,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
385,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
386,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
387,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
388,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
389,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
390,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
391,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
392,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
393,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
394,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
395,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
396,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
397,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
398,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
399,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
400,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
401,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
402,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
403,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
404,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
405,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
406,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
407,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
408,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
409,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
410,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
411,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
412,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
413,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
414,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
415,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
416,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
417,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
418,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
419,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
420,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
421,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
422,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
424,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
425,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
426,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
427,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
428,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
429,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
430,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
431,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
432,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
433,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
434,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
435,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
436,NULL,Built-up,Water,NULL,Water,NULL,NULL,Wetland
437,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
438,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
439,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
440,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
441,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
442,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
443,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
444,NULL,Built-up,Water,Water,Water,NULL,NULL,Wetland
445,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
446,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
447,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
448,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
449,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
450,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
451,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
452,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
453,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
454,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
455,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
458,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,NULL
459,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
460,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
461,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
462,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
463,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
464,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
466,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
467,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
468,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
469,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
470,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
471,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
472,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
473,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
474,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
475,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
476,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
477,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
478,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
479,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
480,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
481,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
482,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
483,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
484,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
485,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
486,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
487,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
488,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
489,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
490,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
491,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
492,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
493,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
494,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
495,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
496,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
497,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
498,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
499,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
500,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
501,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
502,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
503,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
504,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
505,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
506,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
507,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
508,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
509,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
510,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
511,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
512,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
513,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
514,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
515,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
516,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
517,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
518,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
519,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
520,NULL,Water,Water,NULL,Water,NULL,NULL,Wetland
521,NULL,Water,Water,NULL,Water,NULL,NULL,Water
522,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
523,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
524,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
525,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
526,NULL,Water,Water,Water,Water,NULL,NULL,Water
527,NULL,Water,Water,Water,Water,NULL,NULL,Forest
528,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
529,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
530,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
531,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
532,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
533,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
534,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
535,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
536,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
537,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
538,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
539,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
540,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
541,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
542,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
543,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
544,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
545,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
546,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
547,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
548,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
549,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
550,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
551,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
552,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
553,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
554,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
555,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
556,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
557,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
558,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
559,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
560,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
561,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
562,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
563,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
564,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
565,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
566,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
567,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
568,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
569,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
570,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
571,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
572,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
573,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
575,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
576,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
577,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
578,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
579,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
580,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
581,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
582,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
583,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
584,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
585,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
586,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
588,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
589,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
590,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
591,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
592,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
593,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
594,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
595,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
596,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
597,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
598,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
599,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
600,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
601,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
602,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
603,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
604,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
605,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
606,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
607,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
608,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
609,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
610,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
611,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
612,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
615,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
617,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
619,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
620,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
621,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
622,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
623,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
624,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
625,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
626,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
627,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
629,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
630,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
631,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
632,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
633,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
635,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
636,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
638,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
639,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
640,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
641,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
642,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
643,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
644,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
647,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
648,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
649,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
650,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
651,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
652,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
654,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
655,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
656,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
657,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
658,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
659,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
660,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
662,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
664,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
666,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
667,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
668,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
669,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
670,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
672,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
674,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
675,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
676,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
677,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
678,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
679,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
681,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
682,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
684,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
685,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
686,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
687,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
688,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
689,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
691,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
692,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
