Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KET_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KET_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KET_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KET_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KET_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KET_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KET_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KET_M_R
328,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
329,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
330,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
331,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
332,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
333,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
334,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
335,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
336,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
337,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
338,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Built-up
339,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
340,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
341,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
342,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
343,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
344,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
345,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
346,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
347,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
348,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
349,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
350,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
351,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
352,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
353,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
354,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
355,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
356,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
357,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
358,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
359,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
360,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
362,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
363,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
364,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
365,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
366,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
367,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
368,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
369,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
370,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
371,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
372,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
373,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
374,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
375,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
376,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
377,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
378,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
379,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
380,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
381,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
382,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
383,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
384,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
385,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
386,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
387,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
388,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
389,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
390,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
391,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
392,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
393,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
395,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
397,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
398,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
399,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
400,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
401,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
402,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
403,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
404,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
406,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
407,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
408,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
409,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
410,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
411,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
412,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
413,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
414,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
415,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
416,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
417,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
418,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
419,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
420,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
422,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
423,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
424,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
425,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
426,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
427,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
428,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
429,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
430,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
431,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
432,Bareland,Water,Water,Water,Water,NULL,NULL,Water
433,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
434,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
435,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
436,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
437,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
438,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Grassland
439,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
440,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
441,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
442,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
443,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
444,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,NULL,NULL,Bareland
445,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
446,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
447,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
450,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
451,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
452,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
453,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
454,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
455,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
456,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
457,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
459,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
460,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
461,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
462,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
463,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
464,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
465,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
466,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
467,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
468,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
469,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
470,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
471,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
472,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
473,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
474,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
475,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
476,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
477,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
478,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
479,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
480,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
482,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
483,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
484,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
485,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
486,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
487,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
488,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
489,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
490,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
491,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
492,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
493,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
494,Water,NULL,Water,NULL,Water,NULL,NULL,Water
495,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
496,Water,NULL,Water,Water,Water,NULL,NULL,NULL
497,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
498,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
499,Water,NULL,Water,Water,Water,NULL,NULL,Water
500,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
501,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
502,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
503,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
504,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
505,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
506,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
507,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
508,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
509,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
510,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
511,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
512,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
513,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
514,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
516,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
517,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
518,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
519,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
520,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
521,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
523,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
524,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
525,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
526,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
527,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
528,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
529,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
530,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
531,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
532,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
533,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
534,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
535,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
536,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
537,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
538,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
539,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
540,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
541,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
542,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
543,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
544,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
545,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
546,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
547,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
548,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
549,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
550,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
551,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
552,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
553,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
554,Water,Bareland,Water,Water,Water,NULL,NULL,Water
555,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
556,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
557,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
558,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
559,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
560,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
561,Water,Built-up,Water,Water,Water,NULL,NULL,Water
562,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
563,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
564,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
565,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
566,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
567,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
568,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
569,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
570,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
571,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
572,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
573,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
574,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
575,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
576,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
577,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
578,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
579,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
580,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
581,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
582,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
583,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
584,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
585,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
586,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
587,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
588,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
589,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
590,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
591,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
592,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
593,Water,Water,Water,NULL,Water,NULL,NULL,Water
594,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
595,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
596,Water,Water,Water,Water,Water,NULL,NULL,Grassland
597,Water,Water,Water,Water,Water,NULL,NULL,Bareland
598,Water,Water,Water,Water,Water,NULL,NULL,Water
599,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
600,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
601,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
602,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
603,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
604,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
605,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
606,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
607,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
608,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
609,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
610,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
611,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
612,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
613,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
614,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
615,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
616,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
617,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
618,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
619,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
620,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
621,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
622,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
623,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
624,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
625,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
626,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
627,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
628,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
629,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
630,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
631,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
632,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
633,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
634,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
635,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
636,Permanent_ice_and_snow,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
637,Permanent_ice_and_snow,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
638,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
639,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
641,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
642,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
643,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
644,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
645,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
646,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
648,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
649,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
650,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
651,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
652,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
653,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
654,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
655,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
656,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
657,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
658,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
659,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
660,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
661,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
662,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
663,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
664,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
665,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
