Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPJ_M_R
1680,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1681,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1682,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1683,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1684,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1685,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1686,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1687,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1688,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1689,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1690,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1691,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1692,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1693,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1694,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1695,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
1696,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1697,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1698,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1699,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
1700,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1701,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1702,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1703,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1704,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1705,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1706,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1707,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1708,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1709,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1710,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1711,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1712,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1713,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1714,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1715,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1716,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1717,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1718,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1719,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
1720,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1721,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1722,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1723,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
1724,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1725,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1726,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
1727,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1728,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1729,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1730,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1731,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
1732,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1733,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
1734,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1735,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1736,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1737,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1738,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1739,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1740,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1741,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1742,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1743,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1744,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1745,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1746,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1747,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1748,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1749,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1750,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1751,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1752,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1753,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1754,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1755,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1756,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1757,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1758,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1759,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1760,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1761,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1762,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1763,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1764,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1765,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1766,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1767,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1768,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1769,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1770,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1771,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1772,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1773,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1774,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1775,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1776,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1777,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1778,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1779,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1780,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1781,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1782,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1783,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1784,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1785,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1786,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1787,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1788,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1789,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1790,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1791,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1792,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1793,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1794,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1795,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1796,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1797,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1798,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1799,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1800,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1801,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1802,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1803,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1804,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1805,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1806,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1807,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1808,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1809,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1810,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1811,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1812,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1813,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1814,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1815,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1816,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1817,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1818,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1819,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1820,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1821,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1822,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1823,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1824,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1825,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1826,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1827,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1828,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1829,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1830,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1831,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1832,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1833,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1834,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1835,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1836,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1837,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1838,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1839,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1840,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1841,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1842,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1843,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
1844,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1845,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1846,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1847,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1848,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Built-up
1849,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1850,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1851,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1852,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1853,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
1854,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
1855,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1856,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1857,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1858,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1859,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
1860,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1861,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1862,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1863,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1864,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1865,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1866,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1867,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1868,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1869,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1870,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1871,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1872,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1873,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1874,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1875,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1876,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1877,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1878,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1879,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1880,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1881,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1882,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
1883,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1884,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1885,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1886,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1887,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1888,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1889,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1890,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1891,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1892,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1893,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1894,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Water
1895,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1896,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
1897,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Cropland
1898,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1899,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1900,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1901,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1902,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1903,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1904,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1905,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1906,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1907,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1908,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1909,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1910,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1911,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1912,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1913,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1914,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1915,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1916,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1917,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1918,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1919,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1920,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1921,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1922,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1923,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1924,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1925,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1926,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1927,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1928,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1929,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1930,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1931,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1932,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1933,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1934,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1935,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1936,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1937,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1938,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1939,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1940,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1941,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1942,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1943,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1944,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1945,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1946,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1947,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1948,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1949,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1950,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1951,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1952,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1953,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1954,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1955,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1956,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
1957,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
1958,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
1959,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
1960,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1961,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1962,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1963,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1964,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1965,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1966,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1967,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1968,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1969,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1970,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1971,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1972,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1973,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1974,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1975,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1976,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1977,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1978,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1979,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1980,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1981,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1982,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1983,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1984,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
1985,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1986,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1987,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1988,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1989,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1990,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1991,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1992,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1993,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
