Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZC_M_R
2449,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2450,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2451,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
2452,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2453,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2454,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2455,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2456,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2457,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2458,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
2459,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2460,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2461,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2462,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2463,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2464,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2465,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2466,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2467,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2468,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2469,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2470,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2471,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2472,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2473,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2474,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2475,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2476,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2477,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
2478,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
2479,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2480,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2481,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2482,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2483,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2484,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2485,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2486,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2487,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2488,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2489,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2490,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2491,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
2492,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2493,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2494,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2495,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2496,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2497,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2498,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2499,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2500,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2501,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2502,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2503,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2504,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2505,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2506,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2507,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2508,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2509,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2510,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2511,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2512,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
2513,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2514,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2515,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2516,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2517,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2518,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2519,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2520,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2521,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2522,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2523,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2524,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2525,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2526,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2527,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2528,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2529,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2530,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2531,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2532,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2533,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2534,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2535,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2536,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2537,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2538,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2539,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2540,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2541,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2542,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2543,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2544,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2545,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2546,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2547,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2548,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2549,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2550,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2551,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2552,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2553,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2554,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
2555,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2556,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2557,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2558,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2559,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2560,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2561,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2562,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2563,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2564,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2565,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2566,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2567,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2568,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2569,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2570,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2571,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2572,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2573,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2574,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2575,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2576,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2577,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2578,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2579,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2580,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
2581,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2582,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2583,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2584,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2585,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2586,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2587,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2588,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2589,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
2590,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2591,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2592,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2593,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2594,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2595,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2596,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
2597,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
2598,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2599,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
2600,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2601,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2602,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2603,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2604,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2605,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2606,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2607,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2608,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2609,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2610,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2611,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2612,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2613,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2614,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2615,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2616,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2617,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2618,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2619,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2620,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2621,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2622,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2623,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2624,NULL,Forest,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2625,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2626,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
2627,NULL,Forest,Water,NULL,Water,Wetland,Wetland,NULL
2628,NULL,Forest,Water,NULL,Water,Water,NULL,Grassland
2629,NULL,Forest,Water,Non_Water,Water,Wetland,Water,NULL
2630,NULL,Forest,Water,Non_Water,Water,Water,Water,Water
2631,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2632,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2633,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2634,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2635,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2636,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2637,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2638,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2639,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2640,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2641,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2642,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2643,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2644,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2645,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2646,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2647,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2648,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2649,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2650,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2651,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2652,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2653,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2654,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2655,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2656,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2657,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2658,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2659,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2660,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2661,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2662,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2663,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2664,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2665,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2666,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2667,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2668,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2669,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2670,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2671,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2672,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2673,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2674,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2675,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2676,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2677,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2678,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2679,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2680,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2681,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2682,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2683,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2684,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2685,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2686,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2687,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2688,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2689,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2690,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2691,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2692,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2693,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2694,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2695,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2696,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2697,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2698,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2699,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
2700,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2701,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2702,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2703,NULL,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2704,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2705,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2706,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2707,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2708,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2709,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2710,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2711,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2712,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2713,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2714,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2715,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
2716,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2717,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
2718,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
2719,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2720,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2721,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2722,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2723,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2724,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2725,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2726,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2727,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2728,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2729,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2730,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2731,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2732,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2733,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2734,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2735,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2736,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2737,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2738,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2739,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2740,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2741,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2742,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2743,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2744,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2745,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2746,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2747,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2748,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2749,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2750,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2751,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2752,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2753,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2754,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2755,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2756,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2757,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2758,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2759,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2760,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2761,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2762,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2763,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2764,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2765,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2766,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2767,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2768,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2769,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2770,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2771,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2772,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2773,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
