Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZT_M_R
7860,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7861,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
7862,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7863,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
7864,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7865,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
7866,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7867,Grassland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
7868,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
7869,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
7870,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
7871,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
7872,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
7873,Grassland,Water,Wetland,Water,Wetland,NULL,Water,Water
7874,Grassland,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
7875,Grassland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
7876,Grassland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
7877,Grassland,Water,Wetland,Water,Wetland,Shrubland,Forest,Grassland
7878,Grassland,Water,Wetland,Water,Wetland,Shrubland,Forest,Cropland
7879,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
7880,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
7881,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Water
7882,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
7883,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
7884,Grassland,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
7885,Grassland,Water,Wetland,Water,Wetland,Forest,Water,Grassland
7886,Grassland,Water,Wetland,Water,Wetland,Forest,Water,Water
7887,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7888,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
7889,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7890,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
7891,Grassland,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7892,Grassland,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
7893,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
7894,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7895,Grassland,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7896,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
7897,Grassland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
7898,Grassland,Water,Bareland,Water,Non_Wetland,Shrubland,Forest,Grassland
7899,Grassland,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
7900,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
7901,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7902,Grassland,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
7903,Grassland,Water,Water,NULL,Water,Shrubland,NULL,Grassland
7904,Grassland,Water,Water,NULL,Water,Grassland,NULL,Grassland
7905,Grassland,Water,Water,Non_Water,Water,Forest,Water,Grassland
7906,Grassland,Water,Water,Water,Water,Water,Water,Water
7907,Grassland,Water,Water,Water,Water,Forest,Water,Grassland
7908,Grassland,Water,Water,Water,Water,Forest,Water,Water
7909,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7910,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7911,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7912,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7913,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7914,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
7915,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
7916,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7917,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7918,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
7919,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7920,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7921,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7922,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7923,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
7924,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7925,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7926,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7927,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
7928,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7929,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7930,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
7931,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7932,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7933,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7934,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7935,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7936,Grassland,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7937,Grassland,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
7938,Grassland,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7939,Grassland,Water,Forest,NULL,Non_Wetland,Water,NULL,Cropland
7940,Grassland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
7941,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7942,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
7943,Grassland,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7944,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7945,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
7946,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7947,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7948,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7949,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7950,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
7951,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7952,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7953,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7954,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7955,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7956,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7957,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7958,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
7959,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
7960,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7961,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Cropland
7962,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
7963,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
7964,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
7965,Grassland,Water,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
7966,Grassland,Water,Forest,Water,Non_Wetland,NULL,Forest,Grassland
7967,Grassland,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
7968,Grassland,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
7969,Grassland,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Cropland
7970,Grassland,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
7971,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Water
7972,Grassland,Water,Forest,Water,Non_Wetland,Forest,NULL,Grassland
7973,Grassland,Water,Forest,Water,Non_Wetland,Forest,Water,Water
7974,Grassland,Water,Forest,Water,Non_Wetland,Forest,Forest,Wetland
7975,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7976,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7977,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7978,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
7979,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7980,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7981,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7982,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7983,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7984,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7985,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7986,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7987,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7988,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7989,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7990,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
7991,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7992,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7993,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7994,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7995,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7996,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7997,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7998,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7999,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8000,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8001,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8002,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8003,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8004,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8005,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8006,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8007,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8008,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8009,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8010,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8011,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8012,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8013,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8014,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8015,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8016,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8017,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8018,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8019,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8020,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8021,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
8022,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8023,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8024,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8025,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8026,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8027,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
8028,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8029,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
8030,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
8031,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8032,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8033,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8034,Grassland,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
8035,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
8036,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8037,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8038,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8039,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8040,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8041,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8042,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8043,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8044,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8045,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8046,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
8047,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8048,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
8049,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8050,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8051,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8052,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8053,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8054,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8055,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8056,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8057,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8058,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8059,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8060,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8061,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8062,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8063,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8064,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8065,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
8066,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8067,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8068,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8069,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8070,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8071,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8072,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8073,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8074,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8075,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8076,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8077,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8078,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8079,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8080,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8081,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
8082,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8083,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8084,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8085,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8086,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8087,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8088,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
8089,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8090,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8091,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8092,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8093,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8094,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8095,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8096,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
8097,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8098,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8099,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8100,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8101,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8102,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8103,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8104,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8105,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8106,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8107,Grassland,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
8108,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8109,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8110,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8111,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8112,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
8113,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8114,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
8115,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8116,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8117,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
8118,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8119,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
8120,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8121,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8122,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
8123,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8124,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8125,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8126,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8127,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8128,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8129,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8130,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8131,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8132,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8133,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
8134,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8135,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
8136,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
8137,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
8138,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8139,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8140,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8141,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8142,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8143,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8144,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8145,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8146,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8147,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8148,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8149,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
8150,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8151,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8152,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
8153,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
8154,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
8155,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8156,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
8157,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8158,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8159,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
8160,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8161,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8162,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8163,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8164,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8165,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8166,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8167,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
8168,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8169,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8170,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8171,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8172,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8173,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8174,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8175,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
8176,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8177,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8178,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
8179,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8180,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
8181,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
8182,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8183,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8184,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
