Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXK_M_R
797,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
798,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
799,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
800,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
801,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
802,Grassland,NULL,Water,NULL,Water,NULL,NULL,Built-up
803,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
804,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
805,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
806,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
807,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
808,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
809,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
810,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
811,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
812,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
813,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
814,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
815,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
816,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
817,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
818,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
819,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
820,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
821,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
822,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
823,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
824,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
825,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
826,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
828,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
829,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
830,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
831,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
832,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
833,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
834,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
835,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
836,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
837,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
838,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
839,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
840,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
841,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
842,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
843,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
844,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
846,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
847,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
848,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
849,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
850,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
851,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
852,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
853,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
854,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
855,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
856,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
857,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
858,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
859,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
860,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
861,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
862,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
863,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
864,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
865,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
866,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
867,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
868,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
869,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
870,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
871,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
872,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
873,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
874,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
875,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
876,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
877,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
878,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
879,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
880,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
881,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
882,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
883,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
884,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
885,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
886,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
887,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
888,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
889,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
890,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
891,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
892,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
893,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
894,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
895,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
896,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
897,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
898,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
899,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
900,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
901,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
902,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
903,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
904,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
905,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
906,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
907,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
908,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
909,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
910,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
911,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
912,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
913,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
914,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
915,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
916,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
917,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
918,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
919,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
920,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
921,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
922,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
923,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
924,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
925,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
926,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
927,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
928,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
929,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
930,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
931,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
932,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
933,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
934,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
935,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
936,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
937,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
938,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
939,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
940,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
941,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
942,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
943,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
944,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
945,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
946,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
947,Grassland,Cropland,Water,Water,Water,NULL,NULL,Bareland
948,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
949,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
950,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
951,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
952,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
953,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
954,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
955,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
956,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
957,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
958,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
959,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
960,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
961,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
962,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
963,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
964,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
965,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
966,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
967,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
968,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
969,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
970,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
971,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
972,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
973,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
974,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
975,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
976,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
977,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
978,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
979,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
980,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
981,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
983,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
984,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
985,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
986,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
987,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
988,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
989,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
990,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
991,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
992,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
993,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
994,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
995,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
996,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
997,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
998,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
999,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1000,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1001,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1002,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1003,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1004,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1005,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1006,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1007,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1008,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1009,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1010,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1012,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1013,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1014,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1015,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1016,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1017,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1018,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1019,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1020,Grassland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1021,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
1022,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1024,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1025,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1026,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1027,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1028,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1029,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1031,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1032,Grassland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Grassland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1034,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1036,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1037,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1038,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1039,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1040,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1041,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1042,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1044,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1046,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1047,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1048,Grassland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1049,Grassland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1050,Grassland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1051,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Grassland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1053,Grassland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1054,Grassland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1055,Grassland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1056,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1057,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1058,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1059,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1060,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1061,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1062,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1063,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1064,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1065,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1067,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1068,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1069,Grassland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1070,Grassland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1071,Grassland,Bareland,Water,NULL,Water,NULL,NULL,Water
1072,Grassland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1073,Grassland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1074,Grassland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1075,Grassland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1076,Grassland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1077,Grassland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1078,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
1079,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1081,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1082,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1083,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1084,Grassland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1085,Grassland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1086,Grassland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1087,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1090,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1091,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1092,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1093,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1094,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1096,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1097,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1098,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1099,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1100,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1101,Grassland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1102,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1104,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1105,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1106,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1107,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1108,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1109,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1110,Grassland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1111,Grassland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1112,Grassland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1113,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1114,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1115,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1117,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1118,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1119,Grassland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1120,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1122,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1123,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1124,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1125,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1126,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1127,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1128,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1129,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1130,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1131,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1132,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1134,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1135,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
