Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBL_M_R
3204,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3205,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3206,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3207,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3208,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3209,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3210,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3212,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3216,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3217,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3218,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3219,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3220,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3221,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3223,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3228,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3229,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3230,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3231,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3232,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3234,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3235,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3236,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3237,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3238,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3239,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3240,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3241,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3242,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3243,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3244,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3248,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3249,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3250,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3251,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3252,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
3253,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3254,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3255,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
3256,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3257,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
3258,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3259,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3260,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3261,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3262,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
3263,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3264,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3265,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3266,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3267,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
3268,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3269,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3270,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3271,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3272,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3273,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3274,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3275,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3276,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3277,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
3278,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3279,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3280,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3281,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3282,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3283,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3284,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3285,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3286,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3287,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3288,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
3289,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3290,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3291,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3292,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
3293,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3294,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3295,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3296,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3297,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3298,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3299,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3300,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3301,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3302,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3303,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3304,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3305,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
3306,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3307,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3308,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3309,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
3310,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3311,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3312,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3313,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3314,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3315,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3316,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3317,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3318,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3319,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
3320,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3321,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3322,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3323,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
3324,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
3325,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3326,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3327,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3328,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3329,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3330,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3331,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3332,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3333,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3334,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3335,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3336,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3337,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3338,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3339,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3340,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3341,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3342,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3343,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3344,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3345,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3346,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3347,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3348,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3349,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3350,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3351,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3352,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3353,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3354,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3355,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3356,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3357,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3358,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3359,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3360,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3361,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3362,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3363,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3364,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3365,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3366,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3367,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3368,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3369,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3370,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3371,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3372,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3373,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3374,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3375,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3376,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3377,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3378,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3379,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3380,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3381,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3382,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3383,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3384,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3385,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3386,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3387,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3388,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3389,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3390,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3391,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3392,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3393,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3394,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3395,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3396,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3397,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3398,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3399,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
3400,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3401,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3402,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
3403,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3404,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3405,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3406,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3407,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3408,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3409,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3410,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3411,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3412,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3413,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3414,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3415,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3416,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3417,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3418,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3419,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3420,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3421,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3422,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3423,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3424,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3425,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3426,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3427,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3428,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3429,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3430,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3431,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3432,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3433,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3434,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3435,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3436,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3437,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3438,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3439,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3440,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3441,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3442,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3443,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3444,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
3445,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3446,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3447,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3448,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
3449,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3450,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3451,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3452,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
3453,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3454,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3455,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3456,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3457,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3458,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3459,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3460,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3461,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3462,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3463,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3464,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3465,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3466,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3467,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3468,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
3469,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3470,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3471,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3472,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3473,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
3474,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3475,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3476,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
3477,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3478,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3479,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3480,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3481,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
3482,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3483,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
3484,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
3485,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3486,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
3487,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3488,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3489,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3490,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3491,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
3492,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3493,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3494,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3495,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3496,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3497,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3498,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3499,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
3500,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
3501,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
3502,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
3503,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3504,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3505,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3506,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3507,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3508,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3509,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3510,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3511,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3512,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3513,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3514,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3515,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3516,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
3517,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
