Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZB_M_R
4055,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4056,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4057,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4058,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4059,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4060,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4061,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4062,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4063,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4064,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4065,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4066,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4067,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
4068,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4069,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4070,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4071,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4072,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4073,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4074,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
4075,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
4076,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4077,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4078,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4079,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4080,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4081,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4082,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4083,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4084,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4085,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4086,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4087,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4088,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4089,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4090,Grassland,Cropland,Water,NULL,Water,Shrubland,Wetland,Grassland
4091,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Bareland
4092,Grassland,Cropland,Water,NULL,Water,Water,Wetland,Water
4093,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
4094,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4095,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4096,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4097,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4098,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4099,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4100,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4101,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4102,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4103,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4104,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4105,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4106,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4107,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4108,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4109,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4110,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4111,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4112,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4113,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4114,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4115,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4116,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4117,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4118,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4119,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4120,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4121,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4122,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4123,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4124,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4125,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4126,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4127,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4128,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4129,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4130,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4131,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4132,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4133,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4134,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4135,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4136,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4137,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4138,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4139,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4140,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4141,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4142,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4143,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4144,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4145,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4146,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4147,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4148,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4149,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4150,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4151,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4152,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4153,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4154,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4155,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4156,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4157,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4158,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4159,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4160,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
4161,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4162,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4163,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4164,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4165,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4166,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4167,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4168,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4169,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4170,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4171,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4172,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4173,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
4174,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
4175,Grassland,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
4176,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4177,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4178,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4179,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4180,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4181,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4182,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4183,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4184,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4185,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4186,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4187,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4188,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4189,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4190,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4191,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4192,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4193,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4194,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4195,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4196,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4197,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4198,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4199,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
4200,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4201,Grassland,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4202,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4203,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4204,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4205,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4206,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4207,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4208,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4209,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4210,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4211,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
4212,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4213,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4214,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4215,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4216,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4217,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4218,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4219,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4220,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4221,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4222,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4223,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4224,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4225,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4226,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4227,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4228,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4229,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4230,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4231,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4232,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4233,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4234,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4235,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4236,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4237,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4238,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4239,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4240,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4241,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4242,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4243,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4244,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
4245,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4246,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4247,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
4248,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4249,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4250,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4251,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4252,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4253,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4254,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4255,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4256,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4257,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4258,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4259,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4260,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4261,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4262,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4263,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4264,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4265,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4266,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4267,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4268,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4269,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4270,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4271,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4272,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4273,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4274,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4275,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4276,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4277,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4278,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4279,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4280,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4281,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4282,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4283,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4284,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4285,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4286,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4287,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4288,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4289,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4290,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4291,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4292,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4293,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4294,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4295,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4296,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4297,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4298,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4299,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4300,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4301,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4302,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4303,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4304,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4305,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4306,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4307,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4308,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4309,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4310,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4311,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4312,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4313,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4314,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4315,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
4316,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4317,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
4318,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4319,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4320,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4321,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4322,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4323,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4324,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4325,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4326,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4327,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4328,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4329,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4330,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4331,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4332,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4333,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4334,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4335,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4336,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4337,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4338,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4339,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4340,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4341,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4342,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4343,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4344,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4345,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4346,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4347,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4348,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4349,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4350,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4351,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4352,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4353,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4354,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4355,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4356,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4357,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4358,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4359,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4360,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4361,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4362,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4363,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4364,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4365,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4366,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4367,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4368,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4369,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
