Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMS_M_R
1079,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1080,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1081,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1082,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1083,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1084,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1085,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1086,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1087,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1088,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1089,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1090,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1091,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1092,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1093,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1094,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1095,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1096,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1097,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1098,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1099,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1100,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1101,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1102,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1103,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1104,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1105,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1106,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1107,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1108,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1109,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1110,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1111,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1112,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1113,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1114,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1115,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1116,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1117,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1118,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1119,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1120,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1121,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1122,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1123,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1124,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1125,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1126,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1127,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
1128,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1129,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1130,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1131,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1132,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1133,NULL,Wetland,Water,Water,Water,Grassland,Wetland,Water
1134,NULL,Wetland,Water,Water,Water,Grassland,Water,Water
1135,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1136,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1137,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1138,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1139,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1140,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1141,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1142,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1143,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1144,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1145,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1146,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1147,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1148,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1149,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1150,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1151,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1152,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1153,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1154,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1155,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1156,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1157,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1158,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1159,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1160,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1161,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1162,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1163,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1164,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1165,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1166,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1167,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1168,NULL,Bareland,Wetland,Water,Wetland,Water,Built-up,Water
1169,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
1170,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1171,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1172,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1173,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1174,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1175,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1176,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1177,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1178,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1179,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1180,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1181,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1182,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1183,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1184,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1185,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1186,NULL,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
1187,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1188,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1189,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1190,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1191,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1192,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1193,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1194,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1195,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1196,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1197,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1198,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1199,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1200,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
1201,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1202,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1203,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1204,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1205,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1206,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1207,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1208,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1209,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1210,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1211,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1212,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1213,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1214,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1215,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1216,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1217,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1218,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1219,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1220,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1221,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1222,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1223,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1224,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1225,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1226,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1227,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1228,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1229,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1230,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1231,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
1232,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1233,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1234,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
1235,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1236,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1237,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1238,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1239,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1240,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1241,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1242,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1243,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1244,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1245,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1246,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1247,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Forest
1248,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
1249,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1250,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1251,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Bareland
1252,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1253,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1254,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1255,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1256,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1257,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1258,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1259,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1260,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1261,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1262,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1263,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1264,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1265,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1266,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1267,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1268,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1269,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1270,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1271,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1272,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1273,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1274,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1275,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1276,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1277,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1278,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1279,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1280,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1281,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1282,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1283,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1286,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1287,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1289,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1290,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1291,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1292,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Built-up
1293,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1294,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1295,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1296,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1297,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1298,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1299,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1300,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1301,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1302,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1303,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1304,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1305,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1306,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1307,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1308,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1309,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1310,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1311,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1312,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1313,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1314,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1315,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1316,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1317,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1318,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1319,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1320,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1321,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1322,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1323,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1324,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1325,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1326,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1327,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1328,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1329,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1330,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1331,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1332,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1333,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1334,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1335,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1336,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1337,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1338,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1339,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1340,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1341,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1342,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1343,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1344,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1345,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1346,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1347,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1348,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1349,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1350,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1351,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
1352,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1353,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1354,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1355,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1356,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1357,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1358,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1359,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1360,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1361,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1362,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1363,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1364,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1365,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1366,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1367,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1368,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1369,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1370,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1371,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1372,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1373,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1374,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1375,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1376,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1377,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1378,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1379,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1380,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1381,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1382,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1383,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1384,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1385,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1386,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1387,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1388,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1389,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1390,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
1391,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1392,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1393,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1394,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Water
