Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHU_M_R
3580,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3581,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3582,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3583,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3584,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3585,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3586,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3587,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3588,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3589,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3590,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3591,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
3592,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3593,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
3594,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3595,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
3596,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3597,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3598,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3599,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3600,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3601,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3602,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3603,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
3604,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3605,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
3606,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3607,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
3608,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3609,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3610,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
3611,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
3612,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
3613,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
3614,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
3615,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
3616,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
3617,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
3618,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
3619,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3620,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3621,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3622,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3623,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3624,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
3625,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3626,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3627,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
3628,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
3629,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3630,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3631,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
3632,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Forest
3633,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3634,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3635,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3636,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3637,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
3638,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
3639,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
3640,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
3641,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3642,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
3643,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3644,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3645,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Forest
3646,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Forest
3647,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
3648,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
3649,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
3650,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
3651,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
3652,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
3653,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
3654,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
3655,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
3656,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
3657,NULL,Built-up,Water,NULL,Water,NULL,Grassland,Forest
3658,NULL,Built-up,Water,NULL,Water,NULL,Water,Forest
3659,NULL,Built-up,Water,NULL,Water,NULL,Forest,Forest
3660,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
3661,NULL,Built-up,Water,NULL,Water,Shrubland,Water,Forest
3662,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Forest
3663,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
3664,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Grassland
3665,NULL,Built-up,Water,NULL,Water,Grassland,Forest,Forest
3666,NULL,Built-up,Water,NULL,Water,Wetland,NULL,Grassland
3667,NULL,Built-up,Water,NULL,Water,Wetland,NULL,Forest
3668,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Water
3669,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Forest
3670,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
3671,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
3672,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
3673,NULL,Built-up,Water,NULL,Water,Bareland,Water,Bareland
3674,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
3675,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Cropland
3676,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
3677,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
3678,NULL,Built-up,Water,NULL,Water,Water,Built-up,Water
3679,NULL,Built-up,Water,NULL,Water,Forest,Grassland,Forest
3680,NULL,Built-up,Water,NULL,Water,Forest,Bareland,Forest
3681,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
3682,NULL,Built-up,Water,Non_Water,Water,NULL,Water,Forest
3683,NULL,Built-up,Water,Non_Water,Water,Grassland,NULL,Forest
3684,NULL,Built-up,Water,Non_Water,Water,Grassland,Built-up,Grassland
3685,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Forest
3686,NULL,Built-up,Water,Non_Water,Water,Grassland,Forest,Forest
3687,NULL,Built-up,Water,Non_Water,Water,Wetland,Built-up,Wetland
3688,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
3689,NULL,Built-up,Water,Non_Water,Water,Forest,NULL,Forest
3690,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
3691,NULL,Built-up,Water,Water,Water,NULL,Water,Grassland
3692,NULL,Built-up,Water,Water,Water,NULL,Water,Bareland
3693,NULL,Built-up,Water,Water,Water,NULL,Water,Forest
3694,NULL,Built-up,Water,Water,Water,Grassland,Grassland,Forest
3695,NULL,Built-up,Water,Water,Water,Grassland,Water,Forest
3696,NULL,Built-up,Water,Water,Water,Grassland,Forest,Forest
3697,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
3698,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
3699,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Forest
3700,NULL,Built-up,Water,Water,Water,Built-up,Water,Forest
3701,NULL,Built-up,Water,Water,Water,Water,Built-up,Forest
3702,NULL,Built-up,Water,Water,Water,Water,Water,Forest
3703,NULL,Built-up,Water,Water,Water,Forest,NULL,Forest
3704,NULL,Built-up,Water,Water,Water,Forest,Water,Forest
3705,NULL,Built-up,Water,Water,Water,Forest,Forest,Forest
3706,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3707,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3708,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3709,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3710,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3711,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3712,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
3713,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3714,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3715,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3716,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
3717,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
3718,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
3719,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3720,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
3721,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3722,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
3723,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3724,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3725,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3726,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3727,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3728,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3729,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3730,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3731,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3732,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3733,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3734,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3735,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3736,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3737,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
3738,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3739,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3740,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3741,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3742,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3743,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3744,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3745,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3746,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
3747,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3748,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3749,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3750,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3751,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3752,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3753,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3754,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3755,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3756,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3757,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3758,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3759,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3760,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
3761,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3762,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3763,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
3764,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
3765,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3766,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3767,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3768,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3769,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3770,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
3771,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3772,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3773,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3774,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3775,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3776,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3777,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3778,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3779,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3780,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3781,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3782,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Wetland
3783,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
3784,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
3785,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
3786,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3787,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3788,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3789,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3790,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3791,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3792,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3793,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3794,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3795,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3796,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3797,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3798,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3799,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3800,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3801,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
3802,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3803,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
3804,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3805,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3806,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
3807,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
3808,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3809,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3810,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Water
3811,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3812,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3813,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3814,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
3815,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3816,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
3817,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
3818,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
3819,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3820,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
3821,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3822,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3823,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3824,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
3825,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3826,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3827,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
3828,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
3829,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
3830,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3831,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
3832,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3833,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Bareland
3834,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
3835,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3836,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3837,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3838,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
3839,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
3840,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3841,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3842,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
3843,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Built-up
3844,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3845,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
3846,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3847,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3848,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Water
3849,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3850,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3851,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
3852,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
3853,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3854,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3855,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3856,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3857,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Built-up
3858,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3859,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3860,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
3861,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3862,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3863,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
3864,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3865,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3866,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
3867,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3868,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
3869,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
3870,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
3871,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3872,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3873,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3874,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3875,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3876,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
3877,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3878,NULL,Built-up,Forest,Water,Non_Wetland,Forest,NULL,Forest
3879,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3880,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3881,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3882,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3883,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3884,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
3885,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3886,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3887,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3888,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3889,NULL,Water,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
3890,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3891,NULL,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3892,NULL,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
3893,NULL,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3894,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3895,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3896,NULL,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3897,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
3898,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3899,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3900,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3901,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
3902,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3903,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3904,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3905,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3906,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
3907,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3908,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3909,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3910,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
3911,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
