Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNM_M_R
1579,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1580,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1581,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1582,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1583,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1584,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1585,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1586,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1587,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1588,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
1589,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1590,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1591,NULL,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1592,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1593,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1594,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1595,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1596,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1597,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1598,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1599,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1600,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1601,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1602,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1603,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1604,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1605,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1606,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1607,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1608,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1609,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1610,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1611,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1612,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1613,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1614,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1615,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1616,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1617,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1618,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
1619,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1620,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1621,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1622,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1623,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1624,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1625,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1626,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1627,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1628,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1629,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
1630,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
1631,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1632,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1633,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1634,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1635,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1636,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1637,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1638,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1639,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1640,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1641,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1642,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1643,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1644,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1645,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1646,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1647,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
1648,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1649,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1650,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
1651,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1652,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1653,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1654,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1655,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1656,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1657,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1658,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1659,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
1660,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1661,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1662,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1663,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1664,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1665,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1666,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1667,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1668,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1669,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1670,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
1671,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1672,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1673,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1674,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1675,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1676,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1677,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1678,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1679,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1680,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1681,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1682,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1683,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1684,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1685,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1686,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1687,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1688,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1689,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1690,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1691,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1692,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1693,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
1694,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1695,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1696,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1697,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
1698,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1699,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1700,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1701,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1702,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1703,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1704,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1705,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1706,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1707,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1708,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1709,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1710,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1711,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1712,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1713,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1714,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1715,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1716,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1717,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1718,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1719,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1720,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1721,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1722,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1723,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1724,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1725,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1726,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1727,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1728,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1729,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1730,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1731,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1732,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1733,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1734,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1735,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1736,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1737,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1738,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1739,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1740,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1741,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1742,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1743,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1744,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1745,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1746,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1747,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1748,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1749,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1750,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1751,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1752,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1753,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1754,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1755,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1756,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1757,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1758,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1759,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1760,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1761,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1762,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1763,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1764,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1765,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1766,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1767,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1768,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1769,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1770,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1771,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1772,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1773,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1774,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1775,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1776,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1777,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1778,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1779,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1780,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1781,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1782,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1783,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1784,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1785,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1786,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1787,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1788,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1789,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1790,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1791,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1792,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1793,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1794,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1795,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1796,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1797,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1798,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1799,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1800,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1801,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1802,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1803,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1804,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1805,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1806,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1807,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
1808,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1809,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1810,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1811,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1812,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1813,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1814,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1815,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1816,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1817,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1818,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1819,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1820,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1821,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1822,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1823,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1824,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1825,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1826,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1827,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1828,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1829,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Bareland
1830,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
1831,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
1832,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1833,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1834,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1835,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1836,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1837,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1838,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1839,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1840,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1841,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1842,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1843,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1844,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1845,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1846,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1847,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1848,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1849,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1850,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1851,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1852,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1853,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1854,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1855,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1856,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1857,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1858,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1859,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1860,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1861,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1862,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1863,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1864,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1865,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1866,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1867,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1868,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1869,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1870,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1871,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1872,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1873,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1874,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1875,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1876,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1877,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1878,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1879,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1880,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1881,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1882,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1883,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1884,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1885,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1886,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1887,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
1888,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1889,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1890,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1891,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
