Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKL_M_R
2195,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2196,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2197,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2198,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2199,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2200,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2201,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2202,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2203,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2204,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2205,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2206,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2207,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2208,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2209,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2210,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2211,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2212,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2213,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2214,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2215,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2216,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2217,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2218,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2219,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2220,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
2221,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2222,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2223,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2224,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2225,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2226,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2227,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2228,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2229,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2230,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2231,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2232,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2233,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
2234,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2235,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2236,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2237,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2238,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2239,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2240,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2241,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2242,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2243,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2244,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2245,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2246,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2247,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2248,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2249,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2250,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2251,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2252,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2253,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2254,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2255,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2256,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2257,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2258,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2259,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2260,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2261,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2262,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2263,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2264,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2265,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2266,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2267,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2268,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2269,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2270,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2271,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2272,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2273,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2274,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2275,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2276,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2277,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2278,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2279,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2280,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2281,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2282,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2283,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2284,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2285,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2286,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2287,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2288,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2289,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2290,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2291,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2292,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2293,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2294,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2295,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2296,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2297,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2298,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2299,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2300,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2301,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2302,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2303,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2304,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2305,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2306,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2307,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2308,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2309,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2310,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2311,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2312,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2313,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2314,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2315,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2316,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2317,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2318,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2319,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2320,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2321,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2322,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2323,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2324,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2325,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2326,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2327,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2328,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2329,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2330,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2331,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2332,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
2333,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2334,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2335,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2336,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2337,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2338,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2339,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2340,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2341,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2342,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2343,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2344,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2345,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2346,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2347,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2348,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2349,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2350,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2351,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2352,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2353,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2354,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2355,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2356,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2357,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2358,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2359,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2360,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2361,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2362,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2363,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2364,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
2365,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2366,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2367,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
2368,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2369,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2370,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2371,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2372,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2373,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2374,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2375,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2376,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2377,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2378,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2379,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2380,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2381,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2382,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2383,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2384,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2385,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2386,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2387,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2388,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2389,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2390,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2391,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2392,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2393,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2394,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2395,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2396,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2397,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2398,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2399,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2400,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2401,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2402,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2403,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2404,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2405,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2406,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2407,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2408,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2409,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2410,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2411,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2412,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2413,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2414,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
2415,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2416,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2417,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2418,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2419,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2420,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2423,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2424,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2426,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2427,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
2433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
2437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2455,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2463,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2464,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
2480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2481,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2482,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2483,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2484,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2485,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2486,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2489,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2490,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2491,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2492,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2494,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2495,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2496,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2497,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2501,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2502,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2503,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2505,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2506,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
2508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
