Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NKJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKJ_M_R
346,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
347,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
348,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
349,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
350,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
351,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
352,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
353,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
354,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
355,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
356,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
357,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
358,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
359,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
360,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
361,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
362,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
363,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
364,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
365,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
366,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
367,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
368,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
369,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
370,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
371,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
373,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
374,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
375,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
376,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
377,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
378,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
379,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
380,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
381,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
382,Bareland,Water,Water,Water,Water,NULL,NULL,Water
383,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
384,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
385,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
386,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
388,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
389,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
390,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
391,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
392,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
393,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
394,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
395,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
396,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
397,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
398,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
399,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
400,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
401,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
402,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
403,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
405,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
406,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
407,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
408,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
410,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
411,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
412,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
413,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
414,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
415,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
417,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
418,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
419,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
420,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
421,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
422,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
423,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
424,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
425,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
426,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
427,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
428,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
430,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
431,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
432,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
433,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
434,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
435,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
436,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
437,Water,NULL,Water,NULL,Water,NULL,NULL,Water
438,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
439,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
440,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
441,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
442,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
443,Water,NULL,Water,Water,Water,NULL,NULL,Water
444,Water,NULL,Water,Water,Water,NULL,NULL,Forest
445,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
446,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
447,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
448,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
449,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
450,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
451,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
452,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
453,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
454,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
455,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
457,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
458,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
459,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
460,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
461,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
462,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
463,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
464,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
465,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
466,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
467,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
468,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
469,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
470,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
471,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
472,Water,Wetland,Water,Water,Water,NULL,NULL,Water
473,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
474,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
475,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
476,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
477,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
478,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
479,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
480,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
481,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
482,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
483,Water,Bareland,Water,Water,Water,NULL,NULL,Water
484,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
486,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
487,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
488,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
489,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
490,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
491,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
492,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
493,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
495,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
496,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
497,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
498,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
499,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
500,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
501,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
503,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
504,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
505,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
506,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
507,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
508,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
509,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
510,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
511,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
512,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
513,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
514,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
515,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
516,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
517,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
518,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
519,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
520,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
521,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
522,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
523,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
524,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
525,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
526,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
527,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
528,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
529,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
530,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
531,Water,Water,Water,NULL,Water,NULL,NULL,Water
532,Water,Water,Water,NULL,Water,NULL,NULL,Forest
533,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
534,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
535,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
536,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
537,Water,Water,Water,Water,Water,NULL,NULL,Grassland
538,Water,Water,Water,Water,Water,NULL,NULL,Wetland
539,Water,Water,Water,Water,Water,NULL,NULL,Bareland
540,Water,Water,Water,Water,Water,NULL,NULL,Water
541,Water,Water,Water,Water,Water,NULL,NULL,Forest
542,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
543,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
544,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
545,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
546,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
547,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
549,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
550,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
551,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
552,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
553,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
554,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
555,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
556,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
557,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
558,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
559,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
561,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
562,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
563,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
565,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
566,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
567,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
568,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
569,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
570,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
571,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
572,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
573,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
574,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
575,Water,Forest,Water,NULL,Water,NULL,NULL,Water
576,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
577,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
578,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
579,Water,Forest,Water,Water,Water,NULL,NULL,Water
580,Water,Forest,Water,Water,Water,NULL,NULL,Forest
581,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
582,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
583,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
584,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
585,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
586,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
587,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
588,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
589,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
590,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
591,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
593,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
594,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
595,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
597,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
598,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
599,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
600,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
601,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
602,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
603,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
604,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
605,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
606,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
607,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
608,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
609,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Bareland
610,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
611,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
613,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
615,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
617,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Bareland
618,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
619,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
620,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
621,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
622,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
623,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
624,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
625,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
626,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
627,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
629,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
630,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
631,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
632,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
633,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
634,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
635,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
636,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
637,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
638,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
640,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
642,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
643,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
644,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
646,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
647,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
648,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
649,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
650,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
651,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
652,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
653,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
654,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
655,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
656,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
657,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
658,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
659,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
660,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
661,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
663,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
664,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
665,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
666,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
667,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
668,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
669,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
670,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
671,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
672,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
673,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
674,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
675,Forest,NULL,Water,Water,Water,NULL,NULL,Water
676,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
677,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
678,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
679,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
680,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
681,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
682,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
683,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
684,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
685,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
686,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
687,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
688,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
689,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
690,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
692,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
693,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
694,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
695,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
696,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
697,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
698,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
699,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
700,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
701,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
702,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
703,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
704,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
705,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
706,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
707,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
708,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
709,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
710,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
