Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWS_M_R
1699,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
1700,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
1701,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
1702,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
1703,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,NULL
1704,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
1705,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Cropland
1706,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
1707,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
1708,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1709,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1710,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1711,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1712,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1713,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
1714,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1715,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
1716,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Bareland
1717,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
1718,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
1719,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1720,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
1721,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
1722,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
1723,NULL,NULL,Wetland,Water,Wetland,NULL,Water,NULL
1724,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1725,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
1726,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1727,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
1728,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1729,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
1730,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Bareland
1731,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
1732,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
1733,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1734,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1735,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1736,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
1737,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Built-up
1738,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1739,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1740,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,NULL
1741,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
1742,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
1743,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
1744,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
1745,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
1746,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Bareland
1747,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
1748,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1749,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
1750,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1751,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
1752,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1753,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
1754,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
1755,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
1756,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,NULL
1757,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1758,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
1759,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
1760,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Forest
1761,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
1762,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1763,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
1764,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1765,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1766,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1767,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1768,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1769,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
1770,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
1771,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
1772,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
1773,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Bareland
1774,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
1775,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1776,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
1777,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1778,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1779,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1780,NULL,NULL,Wetland,Water,Wetland,Water,NULL,NULL
1781,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1782,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1783,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
1784,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
1785,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,NULL
1786,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
1787,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
1788,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Bareland
1789,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
1790,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
1791,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,NULL
1792,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1793,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1794,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1795,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Water
1796,NULL,NULL,Wetland,Water,Wetland,Water,Water,NULL
1797,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1798,NULL,NULL,Wetland,Water,Wetland,Water,Water,Cropland
1799,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1800,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1801,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1802,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
1803,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
1804,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Water
1805,NULL,NULL,Wetland,Water,Wetland,Forest,Shrubland,NULL
1806,NULL,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
1807,NULL,NULL,Wetland,Water,Wetland,Forest,Shrubland,Wetland
1808,NULL,NULL,Wetland,Water,Wetland,Forest,Shrubland,Bareland
1809,NULL,NULL,Wetland,Water,Wetland,Forest,Shrubland,Water
1810,NULL,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
1811,NULL,NULL,Wetland,Water,Wetland,Forest,Grassland,Grassland
1812,NULL,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
1813,NULL,NULL,Wetland,Water,Wetland,Forest,Grassland,Water
1814,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Water
1815,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Forest
1816,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1817,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1818,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,NULL
1819,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1820,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
1821,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
1822,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1823,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
1824,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1825,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1826,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Shrubland,NULL
1827,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1828,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1829,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1830,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1831,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1832,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1833,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
1834,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1835,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1836,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
1837,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1838,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1839,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1840,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
1841,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
1842,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
1843,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
1844,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1845,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1846,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
1847,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1848,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1849,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1850,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1851,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1852,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1853,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1854,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1855,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1856,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1857,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
1858,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
1859,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
1860,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
1861,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1862,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
1863,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Built-up
1864,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1865,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1866,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1867,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1868,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1869,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1870,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1871,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
1872,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
1873,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1874,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1875,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1876,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1877,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
1878,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1879,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
1880,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1881,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
1882,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1883,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1884,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1885,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1886,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
1887,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1888,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1889,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1890,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
1891,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1892,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1893,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1894,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1895,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1896,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1897,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1898,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
1899,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
1900,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1901,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
1902,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1903,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Cropland
1904,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
1905,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1906,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
1907,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1908,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1909,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
1910,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1911,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1912,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1913,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1914,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1915,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1916,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1917,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1918,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1919,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1920,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1921,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1922,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1923,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1924,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1925,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
1926,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
1927,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1928,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1929,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1930,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1931,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
1932,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
1933,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1934,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1935,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1936,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1937,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1938,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1939,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1940,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1941,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Water
1942,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1943,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
1944,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1945,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Wetland
1946,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Bareland
1947,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
1948,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
1949,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,NULL
1950,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
1951,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Cropland
1952,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
1953,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1954,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1955,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1956,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
1957,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,NULL
1958,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1959,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1960,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
1961,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Water
1962,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,NULL
1963,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1964,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Wetland
1965,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Water
1966,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,NULL
1967,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1968,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
1969,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1970,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,NULL
1971,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Water
1972,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
1973,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
1974,NULL,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
1975,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
1976,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1977,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1978,NULL,NULL,Bareland,Water,Non_Wetland,Forest,Shrubland,Water
1979,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1980,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1981,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1982,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1983,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1984,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1985,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1986,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1987,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1988,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1989,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1990,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1991,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1992,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1993,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1994,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1995,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1996,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1997,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1998,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1999,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2000,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2001,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2002,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
2003,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
2004,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2005,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2006,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2007,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
2008,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
2009,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2010,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2011,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2012,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2013,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2014,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2015,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2016,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Water
2017,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2018,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2019,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2020,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2021,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2022,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2023,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2024,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
2025,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2026,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2027,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2028,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
2029,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
2030,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2031,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
