Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXN_M_R
2103,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2104,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2105,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2106,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2107,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2108,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2109,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2110,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2111,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2112,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2113,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2114,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2115,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2116,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2117,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2118,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2119,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2120,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2121,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2122,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2123,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2124,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2125,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2126,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2127,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2128,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2129,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2130,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2131,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2132,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2133,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2134,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2135,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2136,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2137,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2138,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2139,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
2140,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2141,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2142,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2143,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2144,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2145,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2146,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2147,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2148,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2149,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2150,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2151,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2152,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2153,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2154,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2155,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2156,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2157,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2158,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2159,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2160,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2161,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2162,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2163,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2164,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2165,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2166,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2167,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2168,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2169,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2170,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2171,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2172,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2173,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2174,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2175,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2176,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2177,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2178,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2179,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2180,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2181,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2182,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2183,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2184,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2185,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2186,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2187,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2188,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2189,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2190,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2191,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2192,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2193,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2194,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2195,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2196,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
2197,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
2198,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2199,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2200,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
2201,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
2202,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
2203,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
2204,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
2205,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2206,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2207,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2208,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2209,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2210,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2211,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2212,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2213,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2214,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2215,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2216,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2217,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2218,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2219,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2220,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2221,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2222,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2223,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
2224,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2225,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2226,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2227,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2228,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2229,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2230,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2231,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2232,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2233,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2234,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2235,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2236,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2237,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2238,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
2239,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2240,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2241,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2242,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2243,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2244,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2245,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2246,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2247,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2248,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2249,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2250,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2251,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2252,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2253,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2254,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2255,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2256,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2257,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2258,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2259,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2260,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
2261,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2262,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
2263,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
2264,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2265,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2266,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2267,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2268,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2269,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2270,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2271,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2272,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
2273,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2274,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2275,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
2276,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2277,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2278,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2279,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2280,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
2281,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2282,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2283,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2284,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2285,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2286,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2287,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2288,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2289,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2290,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2291,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2292,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2293,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2294,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2295,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2296,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2297,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2298,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2299,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2300,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2301,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2302,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2303,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
2304,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2305,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2306,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2307,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2308,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2309,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2310,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2311,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2312,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2313,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2314,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2315,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2316,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2317,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2318,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2319,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2320,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2321,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2322,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2323,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2324,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2325,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2326,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2327,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2328,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2329,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2330,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2331,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2332,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2333,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2334,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2335,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2336,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2337,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2338,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2339,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2340,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2341,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2342,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2343,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2344,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2345,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2346,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2347,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2348,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2349,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2350,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2351,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2352,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2353,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2354,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2355,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2356,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2357,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2358,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2359,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2360,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2361,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2362,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2363,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2364,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2365,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2366,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2367,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2368,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2369,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2370,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2371,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2372,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2373,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2374,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2375,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2376,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2377,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2378,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2379,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2380,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2381,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2382,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2383,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2384,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2385,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2386,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2387,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2388,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2389,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2390,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2391,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2392,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2393,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2394,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2395,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2396,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2397,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2398,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2399,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2400,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2401,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2402,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2403,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2404,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2405,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2406,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
2407,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2408,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2409,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2410,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2411,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2412,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2413,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2414,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2415,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2416,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
