Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHF_M_R
344,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
345,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
346,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
347,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
348,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
349,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
350,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
351,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
352,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
353,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
354,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
357,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
358,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
359,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
360,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
361,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
362,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
363,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
364,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
365,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
366,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
368,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
369,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
370,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
371,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
373,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
374,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
376,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
377,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
378,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
379,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
380,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
381,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
382,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
383,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
384,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
385,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
386,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
387,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
389,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
390,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
391,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
392,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
393,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
394,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
395,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
397,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
398,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
399,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
400,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
401,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
402,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
404,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
405,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
406,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
407,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
408,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
409,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
411,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
412,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
413,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
414,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
416,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
417,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
418,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
419,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
420,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
421,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
423,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
424,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
425,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
427,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
428,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
429,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
430,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
432,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
433,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
434,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
435,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
436,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
438,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
439,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
440,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
441,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
442,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
443,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
444,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
445,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
446,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
447,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
448,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
449,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
450,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
451,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
452,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
453,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
454,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
455,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
456,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
457,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
458,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
459,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
460,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
461,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
462,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
463,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
464,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
465,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
466,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
467,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
468,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
469,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
470,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
471,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
472,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
473,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
474,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
475,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
476,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
477,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
478,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
479,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
480,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
481,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
482,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
483,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
484,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
485,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
487,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
488,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
489,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
491,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
492,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
493,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
494,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
495,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
496,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
497,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
498,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
499,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
500,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
501,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
502,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
503,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
504,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
505,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
506,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
507,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
508,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
509,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
510,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
511,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
512,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
513,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
514,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
515,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
516,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
518,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
519,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
521,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
522,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
523,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
524,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
525,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
526,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
527,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
528,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
529,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
530,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
531,Wetland,Water,Water,Water,Water,NULL,NULL,Water
532,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
533,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
534,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
535,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
536,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
537,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
538,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
539,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
540,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
541,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
542,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
543,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
544,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
545,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
546,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
547,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
548,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
549,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
550,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
551,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
552,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
554,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
555,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
556,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
558,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
559,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
560,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
561,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
562,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
563,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
564,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
566,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
567,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
568,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
569,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
570,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
571,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
572,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
573,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
574,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
575,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
576,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
577,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
578,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
579,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
581,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
583,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
585,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
587,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
588,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
589,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
590,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
591,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
592,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
593,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
594,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
595,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
597,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
598,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
600,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
601,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
603,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
604,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
605,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
606,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
607,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
608,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
609,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
610,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
611,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
613,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
614,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
615,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
616,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
617,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
618,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
619,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
620,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
621,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
622,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
623,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
624,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
625,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
626,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
627,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
628,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
629,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
630,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
631,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
632,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
633,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
635,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
638,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
639,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
640,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
641,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
642,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
643,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
644,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
645,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
648,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
649,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
651,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
652,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
653,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
654,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
655,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
656,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
657,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
658,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
659,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
660,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
661,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
662,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
663,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
664,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
665,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
666,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
667,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
668,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
669,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
670,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
671,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
672,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
673,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
674,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
675,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
676,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
677,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
678,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
679,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
680,Bareland,Water,Water,Water,Water,NULL,NULL,Water
681,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
682,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
683,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
684,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
685,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
686,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
688,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
689,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
690,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
691,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
692,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
694,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
