Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEK_M_R
5919,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5920,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5921,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5922,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
5923,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5924,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
5925,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
5926,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5927,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
5928,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
5929,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5930,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
5931,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Wetland,Grassland
5932,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
5933,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
5934,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5935,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
5936,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
5937,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5938,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
5939,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
5940,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
5941,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
5942,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
5943,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5944,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
5945,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Shrubland,Grassland
5946,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
5947,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
5948,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
5949,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
5950,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
5951,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
5952,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
5953,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
5954,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5955,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
5956,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
5957,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
5958,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
5959,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5960,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
5961,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5962,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5963,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
5964,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
5965,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
5966,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
5967,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5968,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
5969,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5970,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5971,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
5972,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5973,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
5974,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5975,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
5976,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
5977,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
5978,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Water
5979,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
5980,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
5981,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
5982,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
5983,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
5984,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
5985,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
5986,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
5987,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5988,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
5989,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
5990,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
5991,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
5992,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
5993,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5994,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5995,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
5996,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5997,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
5998,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5999,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6000,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6001,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6002,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
6003,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6004,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
6005,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
6006,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
6007,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6008,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6009,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
6010,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
6011,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
6012,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6013,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6014,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
6015,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6016,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6017,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
6018,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6019,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6020,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6021,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
6022,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6023,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
6024,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
6025,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
6026,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6027,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6028,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
6029,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6030,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
6031,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6032,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
6033,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6034,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
6035,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6036,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
6037,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
6038,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
6039,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
6040,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
6041,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
6042,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
6043,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6044,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
6045,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
6046,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6047,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
6048,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6049,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
6050,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
6051,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
6052,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6053,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
6054,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
6055,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6056,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6057,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
6058,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
6059,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
6060,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
6061,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
6062,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
6063,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
6064,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6065,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
6066,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
6067,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
6068,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
6069,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
6070,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6071,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
6072,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6073,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6074,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6075,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
6076,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
6077,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
6078,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6079,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6080,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
6081,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6082,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
6083,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
6084,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6085,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6086,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6087,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6088,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6089,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6090,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
6091,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6092,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
6093,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6094,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6095,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
6096,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6097,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
6098,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6099,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
6100,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
6101,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6102,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
6103,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
6104,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
6105,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6106,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
6107,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
6108,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
6109,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6110,Grassland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
6111,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
6112,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
6113,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6114,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
6115,Grassland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
6116,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
6117,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
6118,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
6119,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
6120,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
6121,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
6122,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Water
6123,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
6124,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
6125,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
6126,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
6127,Grassland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
6128,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6129,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6130,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6131,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6132,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
6133,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
6134,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
6135,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
6136,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6137,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6138,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6139,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
6140,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6141,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6142,Grassland,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
6143,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6144,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
6145,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6146,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
6147,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6148,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
6149,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6150,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
6151,Grassland,NULL,Wetland,Water,Wetland,Forest,NULL,Water
6152,Grassland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
6153,Grassland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Water
6154,Grassland,NULL,Wetland,Water,Wetland,Forest,Water,Water
6155,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
6156,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6157,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
6158,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6159,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6160,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
6161,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6162,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
6163,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
6164,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6165,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6166,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6167,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6168,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6169,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
6170,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
6171,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6172,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6173,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
6174,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6175,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6176,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Water
6177,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
6178,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
6179,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Wetland
6180,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6181,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6182,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6183,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6184,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
6185,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6186,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6187,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6188,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6189,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6190,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6191,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6192,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6193,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
6194,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6195,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6196,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6197,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6198,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6199,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6200,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6201,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6202,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6203,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
6204,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
6205,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6206,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6207,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6208,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6209,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6210,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
6211,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6212,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
6213,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
6214,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
6215,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
6216,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
6217,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Water
6218,Grassland,NULL,Water,NULL,Water,NULL,Shrubland,Forest
6219,Grassland,NULL,Water,NULL,Water,NULL,Grassland,NULL
6220,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
6221,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Wetland
6222,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Water
6223,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
6224,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Grassland
6225,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Wetland
6226,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Forest
6227,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
6228,Grassland,NULL,Water,NULL,Water,NULL,Water,Wetland
6229,Grassland,NULL,Water,NULL,Water,NULL,Water,Forest
6230,Grassland,NULL,Water,NULL,Water,NULL,Forest,Water
6231,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
6232,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
6233,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,Water
6234,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,Forest
6235,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
6236,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
6237,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
6238,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
6239,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
6240,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
6241,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
6242,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Cropland
6243,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
6244,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Water
6245,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
6246,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
6247,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
6248,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
6249,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
6250,Grassland,NULL,Water,NULL,Water,Shrubland,Water,Grassland
6251,Grassland,NULL,Water,NULL,Water,Shrubland,Water,Wetland
6252,Grassland,NULL,Water,NULL,Water,Shrubland,Water,Water
6253,Grassland,NULL,Water,NULL,Water,Shrubland,Water,Forest
6254,Grassland,NULL,Water,NULL,Water,Shrubland,Forest,NULL
6255,Grassland,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
