Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXG_M_R
114,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
115,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
116,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
117,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
118,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
119,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
120,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
121,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
122,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
123,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
124,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
125,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
126,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
127,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
128,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
129,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
130,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
131,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
132,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
133,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
134,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
135,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
136,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
137,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
138,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
139,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
140,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
141,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
142,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
143,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
144,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
145,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
146,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
147,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
148,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
149,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
150,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
151,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
152,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
153,Bareland,Water,Water,Water,Water,NULL,NULL,Water
154,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
155,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
156,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
157,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
158,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
159,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
160,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
161,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
162,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
163,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
164,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
165,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
166,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
167,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
168,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
169,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
170,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
171,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
172,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
173,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
174,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
175,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
176,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
177,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
178,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
179,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
180,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
181,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
182,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
183,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
184,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
185,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
186,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
187,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
188,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
189,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
190,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
191,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
192,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
193,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
194,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
195,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
196,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
197,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
198,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
199,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
200,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
201,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
202,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
203,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
204,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
205,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
206,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
207,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
208,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
209,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
210,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
211,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
212,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
213,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
214,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
215,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
216,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
217,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
218,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
219,Water,Water,Water,NULL,Water,NULL,NULL,Water
220,Water,Water,Water,NULL,Water,NULL,NULL,Forest
221,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
222,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
223,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
224,Water,Water,Water,Water,Water,NULL,NULL,Grassland
225,Water,Water,Water,Water,Water,NULL,NULL,Bareland
226,Water,Water,Water,Water,Water,NULL,NULL,Water
227,Water,Water,Water,Water,Water,NULL,NULL,Forest
228,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
229,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
230,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
231,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
232,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
233,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
234,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
235,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
236,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
237,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
238,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
239,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
240,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
241,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
242,Water,Forest,Water,Water,Water,NULL,NULL,Water
243,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
244,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
245,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
246,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
247,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
248,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
249,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
250,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
251,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
252,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
253,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
254,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
255,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
256,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
257,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
258,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
259,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
260,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
261,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
262,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
263,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
264,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
265,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
266,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
267,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
268,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
269,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
270,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
271,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
272,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
273,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
274,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
275,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
276,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
277,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
278,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
279,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
280,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
281,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
282,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
283,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
284,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
285,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
286,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
287,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
288,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
289,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
290,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
291,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
292,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
293,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
294,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
295,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
296,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
297,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
298,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
299,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
300,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
301,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
302,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
303,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
304,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
305,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
306,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
307,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
308,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
309,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
310,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
311,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
312,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
313,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
314,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
315,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
316,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
317,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
318,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
319,Forest,Water,Water,NULL,Water,NULL,NULL,Water
320,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
321,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
322,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
323,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
324,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
325,Forest,Water,Water,Water,Water,NULL,NULL,Water
326,Forest,Water,Water,Water,Water,NULL,NULL,Forest
327,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
328,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
329,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
330,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
331,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
332,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
333,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
334,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
335,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
336,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
337,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
338,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
339,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
340,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
341,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
342,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
343,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
344,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
345,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
347,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
348,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
349,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
351,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
