Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMU_M_R
6886,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6887,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
6888,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6889,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6890,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6891,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6892,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6893,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
6894,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
6895,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6896,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6897,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6898,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6899,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6900,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6901,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6902,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6903,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6904,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6905,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6906,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6907,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6908,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6909,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6910,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6911,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6912,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6913,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6914,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6915,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6916,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6917,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
6918,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6919,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6920,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
6921,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6922,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6923,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6924,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6925,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6926,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6927,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6928,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
6929,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6930,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6931,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
6932,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6933,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6934,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6935,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6936,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6937,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6938,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6939,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6940,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6941,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6942,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6943,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6944,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6945,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6946,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6947,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6948,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6949,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6950,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6951,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6952,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6953,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6954,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6955,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6956,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6957,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
6958,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
6959,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
6960,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
6961,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6962,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6963,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6964,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
6965,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
6966,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6967,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6968,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6969,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6970,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6971,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6972,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6973,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6974,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6975,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6976,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6977,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6978,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6979,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6980,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6981,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6982,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6983,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6984,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6985,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
6986,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
6987,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6988,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6989,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6990,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6991,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6992,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6993,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6994,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6995,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6996,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6997,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
6998,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6999,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7000,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7001,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
7002,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7003,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7004,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
7005,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7006,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7007,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
7008,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7009,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
7010,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7011,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7012,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7013,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
7014,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7015,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7016,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7017,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7018,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7019,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7020,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7021,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7022,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7023,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
7024,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7025,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
7026,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7027,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
7028,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7029,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7030,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7031,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7032,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
7033,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
7034,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
7035,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7036,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7037,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
7038,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7039,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7040,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7041,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
7042,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7043,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7044,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
7045,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7046,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
7047,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7048,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7049,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7050,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
7051,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7052,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
7053,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7054,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7055,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7056,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
7057,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
7058,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7059,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
7060,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7061,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
7062,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7063,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
7064,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7065,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7066,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
7067,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7068,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
7069,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
7070,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7071,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
7072,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
7073,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
7074,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
7075,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7076,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
7077,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
7078,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7079,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
7080,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7081,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
7082,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7083,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7084,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7085,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
7086,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7087,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7088,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7089,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7090,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7091,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7092,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
7093,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7094,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
7095,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7096,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
7097,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7098,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
7099,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7100,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7101,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
7102,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
7103,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
7104,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
7105,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7106,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
7107,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
7108,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
7109,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7110,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7111,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7112,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7113,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7114,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7115,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7116,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7117,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
7118,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
7119,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
7120,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7121,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7122,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7123,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7124,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7125,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7126,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7127,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7128,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7129,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7130,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7131,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7132,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
7133,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7134,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
7135,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
7136,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7137,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7138,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
7139,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
7140,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
7141,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7142,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
7143,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
7144,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
7145,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7146,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7147,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
7148,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
7149,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
7150,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
7151,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7152,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
7153,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7154,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Built-up
7155,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7156,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
7157,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
7158,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
7159,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7160,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
7161,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7162,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
7163,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7164,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7165,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7166,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7167,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
7168,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7169,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7170,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7171,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7172,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
7173,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
7174,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7175,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
7176,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7177,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7178,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
7179,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
7180,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7181,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
7182,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
7183,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7184,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
7185,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
7186,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7187,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
7188,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7189,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
7190,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7191,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7192,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
